"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -4.358288127,      -16.58762569,       -17.3612558,      -8.954142422,               2.4,               2.4,      0.4970003738,      0.7627853986,       1.066869936,                 1
           1,      -4.514735513,      -4.404863818,      -4.243812938,      -9.092863039,              2.88,              2.88,      0.5573103866,      0.9110881703,       1.266849886,   0.0004328648034
           2,      -4.684329746,      -4.600855365,      -4.429037971,       -9.32224767,             3.456,             3.456,      0.5952270719,       1.025961701,       1.422828282,   0.0006876696475
           3,       -4.78313167,      -4.712698767,      -4.520622743,      -9.523693656,            4.1472,            4.1472,      0.6172219982,       1.105635431,       1.530876672,   0.0008302110759
           4,      -4.846522516,      -4.784503559,      -4.576341358,      -9.745959399,           4.97664,           4.97664,      0.6281444033,        1.15562423,       1.598195538,   0.0008997645421
           5,      -4.895007814,      -4.838371429,      -4.620879474,      -9.839577479,          5.971968,          5.971968,      0.6312543451,       1.184380597,       1.636252459,   0.0009194709679
           6,      -4.936440431,      -4.883397943,      -4.660674243,      -9.922925396,         7.1663616,         7.1663616,      0.6291295309,       1.199940181,       1.656037891,   0.0009329805177
           7,      -4.974208154,      -4.924191777,      -4.697793504,      -10.01704287,        8.59963392,        8.59963392,      0.6238602018,       1.208461117,       1.666020429,   0.0009667658376
           8,      -5.009970952,      -4.963172908,      -4.733159405,      -10.08787143,        10.3195607,        10.3195607,      0.6168990417,       1.213849669,       1.671592406,      0.0010119023
           9,      -5.044516593,      -5.001320413,      -4.767252251,      -10.14802835,       12.38347284,       12.38347284,      0.6091092325,       1.218187699,       1.675637278,    0.001063057717
          10,       -5.07812921,      -5.038815712,      -4.800271264,      -10.20762335,       14.86016741,       14.86016741,      0.6009367141,       1.222404361,       1.679444533,    0.001117456246
          11,      -5.110777815,      -5.075332559,      -4.832089353,      -10.26470469,        17.8322009,        17.8322009,      0.5925586028,       1.226840055,       1.683475838,    0.001174011741
          12,      -5.142050439,      -5.110102332,      -4.862167642,       -10.3141204,       21.39864108,       21.39864108,      0.5839498072,       1.231576373,       1.687804865,    0.001232981163
          13,      -5.170944441,      -5.141775583,      -4.889439267,      -10.36121636,       25.67836929,       25.67836929,      0.5748748643,       1.236570799,       1.692281947,    0.001296124942
          14,      -5.195704302,      -5.168141505,      -4.912130943,      -10.39891587,       30.81404315,       30.81404315,      0.5648413842,        1.24171849,       1.696581495,    0.001367178378
          15,       -5.21386904,      -5.185945407,      -4.927790731,      -10.43040539,       36.97685178,       36.97685178,      0.5530171773,       1.246882255,       1.700174071,    0.001452703438
          16,      -5.222736135,      -5.191504385,      -4.934156779,      -10.45011977,       3.697685178,       3.697685178,       0.538148366,       1.251907814,       1.702243587,    0.001563221743
          17,      -5.220914144,      -5.182505753,       -4.93076091,      -10.46764837,       4.437222213,       4.437222213,      0.5366435419,       1.252409486,       1.702436568,    0.001574438307
          18,      -5.216019323,      -5.180375158,      -4.927048795,      -10.46580869,       5.324666656,       5.324666656,      0.5348214361,       1.252995776,       1.702634211,    0.001588066075
          19,      -5.210634965,      -5.176795537,      -4.922597786,      -10.46401453,       6.389599987,       6.389599987,      0.5326108514,        1.25367666,       1.702822273,    0.001604667951
          20,      -5.204857744,      -5.170984905,      -4.917253245,      -10.46256458,       7.667519985,       7.667519985,      0.5299213279,       1.254463668,       1.702979664,    0.001624969255
          21,      -5.198757196,      -5.162244799,      -4.910844736,      -10.46114199,       9.201023982,       9.201023982,      0.5266368268,       1.255370013,       1.703074903,    0.001649916246
          22,      -5.192322098,      -5.150231665,      -4.903210249,      -10.45942874,       11.04122878,       11.04122878,      0.5226073227,        1.25641554,       1.703067545,     0.00168075779
          23,      -5.185433136,      -5.135088362,      -4.894240839,      -10.45735954,       13.24947453,       13.24947453,      0.5176352682,       1.257644548,       1.702924051,    0.001719179086
          24,      -5.177890589,      -5.117291961,      -4.883935394,      -10.45468325,       15.89936944,       15.89936944,      0.5114569795,       1.259169547,       1.702663059,    0.001767498213
          25,      -5.169497055,      -5.097299318,      -4.872439201,      -10.45135107,       19.07924333,       19.07924333,      0.5037461001,       1.261248385,        1.70243745,    0.001828726513
          26,      -5.160160921,      -5.075258088,      -4.860028618,      -10.44732436,       22.89509199,       22.89509199,      0.4941952787,       1.264368464,       1.702617337,    0.001906030541
          27,      -5.149960471,      -5.050996741,      -4.847024466,      -10.44295841,       27.47411039,       27.47411039,      0.4826356787,       1.269255842,       1.703762121,    0.002001834483
          28,      -5.139133249,      -5.024246338,      -4.833651855,      -10.43821524,       32.96893247,       32.96893247,      0.4689442752,       1.276695804,       1.706335708,     0.00211861939
          29,      -5.128033319,      -4.994831551,       -4.81987919,      -10.43312263,       39.56271897,       39.56271897,       0.452599834,       1.287087449,       1.710118818,    0.002263068769
          30,      -5.117152301,      -4.962674335,      -4.805284525,      -10.42694825,       3.956271897,       3.956271897,      0.4323166472,       1.299753129,       1.713450002,    0.002450738496
          31,      -5.107285665,      -4.927814856,      -4.789079037,      -10.43900898,       4.747526276,       4.747526276,      0.4302370736,       1.301067813,       1.713797771,    0.002470072707
          32,         -5.103346,      -4.924191746,      -4.785606223,      -10.43547724,       5.697031531,       5.697031531,      0.4277253283,       1.302645692,       1.714191813,    0.002493562037
          33,       -5.09900198,      -4.919403286,      -4.781379292,      -10.43164075,       6.836437837,       6.836437837,      0.4246894517,       1.304528837,       1.714621612,    0.002522155886
          34,      -5.094329149,      -4.913003191,      -4.776237078,      -10.42756794,       8.203725405,       8.203725405,      0.4210131113,       1.306760447,       1.715062288,    0.002557084398
          35,      -5.089430174,       -4.90447005,      -4.770000797,      -10.42326949,       9.844470486,       9.844470486,      0.4165484779,       1.309377708,       1.715462318,     0.00259995704
          36,      -5.084396457,      -4.893316799,      -4.762489189,      -10.41857551,       11.81336458,       11.81336458,      0.4111075223,       1.312398312,       1.715723499,     0.00265289653
          37,      -5.079245168,      -4.879269387,      -4.753544142,      -10.41304078,        14.1760375,        14.1760375,       0.404452941,       1.315796485,       1.715668782,    0.002718709688
          38,       -5.07386032,      -4.862430542,      -4.743064557,      -10.40595861,         17.011245,         17.011245,      0.3962921719,       1.319462237,       1.714992066,    0.002801080925
          39,      -5.067993272,      -4.843297743,      -4.731046766,       -10.3965599,         20.413494,         20.413494,      0.3862791396,       1.323135693,       1.713182865,    0.002904767935
          40,      -5.061373565,      -4.822575493,      -4.717629477,      -10.38447182,        24.4961928,        24.4961928,      0.3740256994,        1.32630704,       1.709418484,    0.003035811766
          41,      -5.053920605,       -4.80089536,       -4.70313849,      -10.37005369,       29.39543136,       29.39543136,      0.3591222533,       1.328073701,       1.702419319,    0.003201810347
          42,      -5.045954201,      -4.778679434,      -4.688133001,      -10.35443714,       35.27451763,       35.27451763,       0.341186854,       1.326957385,       1.690269831,    0.003412081044
          43,      -5.038270771,      -4.756291732,      -4.673455239,       -10.3390231,       42.32942116,       42.32942116,      0.3200099676,       1.320693509,       1.670201335,    0.003676783878
          44,      -5.032023392,      -4.734408369,      -4.660265278,      -10.32480729,       4.232942116,       4.232942116,      0.2958024178,       1.305971348,       1.638275128,    0.004004131437
          45,      -5.028448326,      -4.714387216,      -4.649997548,      -10.33754641,       5.079530539,       5.079530539,      0.2933769926,       1.304461497,       1.635032459,    0.004037200495
          46,      -5.025388012,      -4.711652227,       -4.64665972,      -10.33319997,       6.095436647,       6.095436647,      0.2904851643,         1.3025459,       1.631029007,    0.004077021162
          47,      -5.022121343,      -4.708114793,      -4.642637321,      -10.32836148,       7.314523976,       7.314523976,       0.287045824,       1.300094544,       1.626061035,    0.004124948567
          48,      -5.018758959,      -4.703514578,      -4.637851258,      -10.32300738,       8.777428771,       8.777428771,       0.282967578,       1.296932347,       1.619863593,    0.004182598224
          49,      -5.015427836,      -4.697539438,      -4.632268197,      -10.31706385,       10.53291453,       10.53291453,      0.2781505023,       1.292819885,       1.612087545,    0.004251871163
          50,      -5.012243871,      -4.689880926,        -4.6259402,      -10.31034786,       12.63949743,       12.63949743,      0.2724898703,       1.287426724,       1.602267993,    0.004334966098
