"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -4.012439683,      -16.47723609,      -16.97531911,     -0.7567023167,       3.981603708,               2.4,               2.4,      0.5193753959,      0.6589124133,      0.9960427038,                 1
           1,      -4.173445755,      -3.857083848,      -3.828723746,      -1.329454712,       3.411402605,              2.88,              2.88,      0.7405130079,       1.206136027,       1.735990326,    0.001194510344
           2,      -4.331125787,      -4.335339402,      -4.100838624,      -1.882028154,         2.8623966,             3.456,             3.456,      0.9164036804,       1.616372176,       2.301515531,     0.00196225354
           3,      -4.429893874,      -4.426648753,      -4.182447816,      -2.398013602,       2.352592224,            4.1472,            4.1472,       1.036195382,       1.902105608,       2.696534104,    0.002424682553
           4,      -4.500946238,      -4.490033971,       -4.22994046,      -2.843487034,       1.916122871,           4.97664,           4.97664,       1.111006979,       2.085991618,       2.950352575,    0.002694029545
           5,       -4.55466135,      -4.541221872,      -4.269963054,      -3.175671805,       1.592491627,          5.971968,          5.971968,       1.152439461,        2.19459971,       3.099265649,     0.00283783747
           6,       -4.59824916,      -4.585008725,       -4.30770643,      -3.397350418,       1.374418647,         7.1663616,         7.1663616,       1.171722388,       2.254217547,       3.179693048,    0.002903665099
           7,      -4.636901586,       -4.62440553,      -4.343525939,      -3.554661747,       1.217225143,        8.59963392,        8.59963392,       1.178452002,       2.286858304,       3.222240204,    0.002926507317
           8,      -4.673453019,      -4.661594417,      -4.377425374,      -3.681645671,       1.089563868,        10.3195607,        10.3195607,       1.179627465,       2.308160395,       3.248672852,    0.002930493193
           9,      -4.709078936,      -4.697750042,      -4.409563346,      -3.793216943,      0.9775129822,       12.38347284,       12.38347284,       1.179575194,       2.327579338,        3.27218004,    0.002930670447
          10,      -4.744114438,       -4.73315394,      -4.440002785,      -3.895526312,      0.8750178252,       14.86016741,       14.86016741,       1.180460935,       2.349833118,       3.299376237,    0.002933671789
          11,      -4.778352411,      -4.767414333,      -4.468522355,      -3.991406139,      0.7791481342,        17.8322009,        17.8322009,       1.182936551,       2.376520857,       3.332507584,    0.002942042873
          12,      -4.810968416,      -4.799475625,      -4.494439449,       -4.08232283,      0.6883595806,       21.39864108,       21.39864108,       1.186677744,       2.407439584,       3.371217247,    0.002954653518
          13,      -4.840367382,      -4.827345614,      -4.516236236,      -4.169025109,      0.6018612631,       25.67836929,       25.67836929,       1.190700203,       2.441475993,       3.413710476,    0.002968166437
          14,      -4.863977668,       -4.84760874,      -4.531294707,      -4.251884542,      0.5192600806,       30.81404315,       30.81404315,       1.193436822,       2.477054355,       3.457284807,    0.002977338669
          15,      -4.878533033,      -4.855329987,      -4.536442983,      -4.331126341,      0.4403278668,       36.97685178,       36.97685178,       1.192642298,       2.512223258,       3.498321008,    0.002980003423
          16,      -4.881838402,      -4.845312867,        -4.5298373,      -4.406936245,      0.3648868228,       3.697685178,       3.697685178,       1.185155179,       2.544251539,       3.531578051,    0.003005273088
