"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
           0,       -5.77272907,      -4.604135764,      -4.804645635,      -8.317208915,      -2.519004076,               2.4,               2.4,      0.2478934915,       1.170798153
           1,      -5.834234876,      -4.616337537,      -4.820091936,      -8.170319202,      -2.407558066,              2.88,              2.88,      0.2480722074,       1.171341224
           2,      -5.861561484,      -4.628783437,      -4.833954606,      -8.030381318,      -2.409677771,             3.456,             3.456,      0.2482332935,       1.171857086
           3,      -5.855187193,       -4.64100172,      -4.847573662,      -7.911993383,       -2.32325606,            4.1472,            4.1472,      0.2483446993,       1.172272299
           4,      -5.826976511,      -4.652239972,      -4.864678146,      -7.816358431,      -2.134132873,           4.97664,           4.97664,       0.248394437,       1.172542648
           5,      -5.791418369,      -4.661575031,      -4.890478141,      -7.741503386,      -2.117175256,          5.971968,          5.971968,      0.2483869046,       1.172660711
           6,      -5.762035208,      -4.668241028,      -4.929771998,      -7.683846718,       -2.19402801,         7.1663616,         7.1663616,      0.2483296315,        1.17263558
           7,       -5.74864138,      -4.672067256,      -4.985161155,      -7.637116078,      -2.319393437,        8.59963392,        8.59963392,      0.2482128959,          1.172456
           8,      -5.755336927,      -4.673745431,      -5.053903754,      -7.591082027,      -2.448153006,        10.3195607,        10.3195607,      0.2479940636,       1.172061583
           9,       -5.78017928,      -4.674637289,      -5.120160477,       -7.53502082,      -2.510458402,       12.38347284,       12.38347284,      0.2475823215,       1.171329371
          10,       -5.81600739,      -4.676101724,      -5.151676068,      -7.465256841,      -2.476548723,       14.86016741,       14.86016741,       0.246814175,       1.170058519
          11,      -5.853702466,      -4.678660992,      -5.134599809,      -7.386661229,      -2.401700392,        17.8322009,        17.8322009,      0.2454159175,       1.167938878
          12,      -5.889372876,      -4.681577318,      -5.099063543,      -7.305976415,      -2.254209485,       21.39864108,       21.39864108,      0.2429872674,       1.164522378
          13,      -5.927542245,      -4.683424473,      -5.075277027,      -7.226972281,      -2.110063611,       25.67836929,       25.67836929,      0.2390363138,       1.159259802
          14,      -5.971129256,      -4.683373415,      -5.070259975,      -7.150387074,      -2.130259145,       30.81404315,       30.81404315,      0.2331152838,       1.151655733
          15,      -6.012665522,      -4.681724515,      -5.075405675,      -7.075704477,      -2.292766593,       36.97685178,       36.97685178,       0.225020992,       1.141570724
          16,      -6.042327818,      -4.679110404,      -5.078498486,      -7.002575576,      -2.262959879,       44.37222213,       44.37222213,      0.2149756947,       1.129613496
          17,      -6.058996079,       -4.67572513,      -5.073903972,      -6.931142227,      -2.089140006,       53.24666656,       53.24666656,      0.2036952437,       1.117315883
          18,      -6.067067402,      -4.671474708,       -5.06219319,      -6.861661464,      -2.216552546,       63.89599987,       63.89599987,       0.192288639,       1.106652359
          19,      -6.069954566,      -4.666256977,      -5.044542862,      -6.794385773,      -2.283800973,       63.89599987,       63.89599987,      0.1820483781,       1.099040197
          20,      -6.065514167,       -4.66012294,      -5.021944338,      -6.741759246,      -2.296273346,       63.89599987,       63.89599987,      0.1750241963,       1.095100647
          21,      -6.072902809,      -4.654977939,      -5.008807528,      -6.695448233,      -2.263646673,       76.67519985,       76.67519985,      0.1708651372,       1.093639875
          22,      -6.070199053,      -4.650783627,      -4.999530377,      -6.644623655,      -2.229845395,       7.667519985,       7.667519985,       0.169326776,       1.094563283
          23,      -6.031311944,      -4.646475798,      -4.979720256,      -6.666566748,      -2.798404152,       9.201023982,       9.201023982,      0.1692056171,       1.094703835
          24,      -6.117702904,      -4.649843479,      -5.002029584,      -6.657663424,      -2.779090825,       11.04122878,       11.04122878,       0.169103953,        1.09489505
          25,      -6.157663455,      -4.650300729,      -5.050231446,      -6.647396936,       -2.77955829,       13.24947453,       13.24947453,      0.1690431884,       1.095160769
          26,      -6.199191168,      -4.649690612,      -5.091378615,      -6.635696618,      -2.758141801,       15.89936944,       15.89936944,      0.1690572435,       1.095540157
          27,      -6.204735993,      -4.650101794,      -5.095589454,      -6.622501454,      -2.740819306,       19.07924333,       19.07924333,      0.1691952885,       1.096088973
