"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -4.147509963,      -16.59484777,      -17.04947074,      -8.959403173,               2.4,               2.4,      0.8223275362,       1.381443748,       1.984125946,                 1
           1,      -4.303225138,      -4.261420506,      -4.014578831,      -9.082061066,              2.88,              2.88,      0.9545665676,       1.688260088,       2.400466823,    0.000554132256
           2,      -4.472576176,      -4.453774179,       -4.19863462,      -9.305989721,             3.456,             3.456,         1.0488361,       1.916549392,        2.71581608,   0.0009136528045
           3,      -4.571890593,      -4.552257695,      -4.293340494,      -9.504209902,            4.1472,            4.1472,       1.111239474,       2.074087895,       2.934429286,    0.001138278999
           4,      -4.635859599,      -4.616510197,      -4.351315502,      -9.685739267,           4.97664,           4.97664,       1.148936105,       2.174810447,       3.073495935,     0.00126951913
           5,      -4.685027632,       -4.66763657,      -4.396565354,      -9.791071779,          5.971968,          5.971968,       1.169059954,       2.235658891,       3.156200223,    0.001338373937
           6,      -4.727366912,      -4.711795546,      -4.436097891,      -9.866407072,         7.1663616,         7.1663616,       1.178441457,       2.273040651,       3.205532827,    0.001370217701
           7,      -4.766463428,      -4.752084264,      -4.472244599,      -9.932887839,        8.59963392,        8.59963392,       1.182409609,       2.299352198,       3.238986493,    0.001383641649
           8,      -4.803987587,      -4.790369576,      -4.506105361,      -10.00132016,        10.3195607,        10.3195607,       1.184459775,       2.322421948,       3.267645809,    0.001390565198
           9,      -4.840663057,      -4.827595996,      -4.538338032,      -10.05390563,       12.38347284,       12.38347284,        1.18650627,       2.346354376,        3.29733811,     0.00139746443
          10,      -4.876760991,      -4.864075479,      -4.569271447,      -10.10103218,       14.86016741,       14.86016741,       1.189478164,       2.373045873,       3.330752173,     0.00140745837
          11,      -4.912337627,      -4.899738711,      -4.598836027,       -10.1508139,        17.8322009,        17.8322009,       1.193661396,       2.403136261,       3.368761698,    0.001421476523
          12,        -4.9469697,      -4.934037771,      -4.626677473,      -10.19479879,       21.39864108,       21.39864108,       1.198864497,       2.436473746,         3.4110759,    0.001438836622
          13,      -4.979669565,      -4.965779194,      -4.652029897,      -10.23318285,       25.67836929,       25.67836929,       1.204425119,       2.472257327,       3.456415978,    0.001457303927
          14,      -5.008772494,       -4.99285616,      -4.673380467,      -10.26718314,       30.81404315,       30.81404315,       1.209267752,       2.509309412,       3.502840914,    0.001473322325
          15,      -5.031922523,      -5.011928279,      -4.688258743,      -10.29198185,       36.97685178,       36.97685178,         1.2118386,       2.546172075,       3.547782477,    0.001481808103
          16,      -5.046246325,      -5.018400233,      -4.693923362,      -10.30681281,       3.697685178,       3.697685178,       1.209938875,       2.580960561,       3.587720408,    0.001488088504
          17,      -5.049875818,      -5.007543366,       -4.68902453,      -10.31603755,       4.437222213,       4.437222213,       1.209700909,       2.584370922,       3.591605604,    0.001488875364
          18,      -5.046036201,      -5.003200842,      -4.685124696,      -10.31316105,       5.324666656,       5.324666656,       1.209342037,       2.588330596,       3.596068085,    0.001490062363
          19,       -5.04156244,      -4.997671349,      -4.680506403,      -10.30981543,       6.389599987,       6.389599987,       1.208805642,       2.592893499,       3.601138224,     0.00149183732
          20,       -5.03641612,      -4.990559337,      -4.675044155,      -10.30600913,       7.667519985,       7.667519985,       1.208010023,       2.598104611,       3.606820903,    0.001494471798
          21,      -5.030571232,      -4.981427656,      -4.668600918,      -10.30174554,       9.201023982,       9.201023982,       1.206837076,       2.603989888,       3.613076563,    0.001498359473
          22,      -5.024003005,      -4.969875354,      -4.661047258,      -10.29698863,       11.04122878,       11.04122878,       1.205115443,       2.610543144,       3.619795866,    0.001504073889
          23,      -5.016671645,      -4.955608472,      -4.652302179,       -10.2917892,       13.24947453,       13.24947453,        1.20259204,       2.617709563,       3.626765297,    0.001512467101
          24,      -5.008515808,      -4.938447298,       -4.64239339,      -10.28600442,       15.89936944,       15.89936944,       1.198885935,       2.625365266,       3.633618479,    0.001524832264
          25,      -4.999487102,      -4.918253655,      -4.631505303,       -10.2793706,       19.07924333,       19.07924333,        1.19344148,       2.633280509,       3.639753916,    0.001543080181
          26,      -4.989619523,      -4.894876352,      -4.619991564,      -10.27216545,       22.89509199,       22.89509199,        1.18553633,       2.641058373,       3.644207415,     0.00156975216
          27,      -4.979112408,      -4.868209217,      -4.608329132,      -10.26477209,       27.47411039,       27.47411039,       1.174334284,       2.648028797,       3.645448571,    0.001607908401
          28,      -4.968433244,       -4.83827426,      -4.596984427,      -10.25789799,       32.96893247,       32.96893247,       1.158805804,       2.652969852,       3.640969105,    0.001661510067
          29,      -4.958249732,      -4.805409331,      -4.586353325,       -10.2525475,       39.56271897,       39.56271897,        1.13722222,       2.653607416,       3.626549192,    0.001737426925
          30,      -4.950071867,      -4.769508984,      -4.576182653,      -10.25013916,       47.47526276,       47.47526276,       1.106820095,       2.645776927,       3.595359525,    0.001847298889
          31,      -4.945753896,      -4.730408298,      -4.565839498,      -10.25034063,       4.747526276,       4.747526276,       1.064344487,       2.623050774,       3.537947173,    0.002006929945
          32,      -4.946534297,      -4.689133966,      -4.555297205,      -10.25821671,       5.697031531,       5.697031531,       1.059940087,        2.62066878,       3.531956813,     0.00202355126
          33,      -4.943772646,      -4.683675686,      -4.552069201,      -10.25525598,       6.836437837,       6.836437837,        1.05456126,       2.617613009,       3.524471079,    0.002043953403
          34,      -4.940819381,      -4.676941466,      -4.548172786,      -10.25202303,       8.203725405,       8.203725405,        1.04798449,       2.613658519,        3.51506788,     0.00206905595
          35,       -4.93777354,      -4.668606805,      -4.543490971,      -10.24855151,       9.844470486,       9.844470486,       1.039927478,       2.608497109,       3.503187564,     0.00210004662
          36,      -4.934767185,      -4.658318823,      -4.537914582,      -10.24483153,       11.81336458,       11.81336458,       1.030036691,       2.601702867,       3.488084987,    0.002138456075
          37,      -4.931937417,      -4.645765744,      -4.531371312,      -10.24073783,        14.1760375,        14.1760375,       1.017874549,       2.592686248,        3.46876787,     0.00218625034
          38,      -4.929377618,      -4.630779884,      -4.523869664,      -10.23596467,         17.011245,         17.011245,        1.00291061,        2.58063457,       3.443921618,    0.002245932386
          39,      -4.927090024,      -4.613436794,      -4.515554817,      -10.23006795,         20.413494,         20.413494,      0.9845194299,       2.564436074,        3.41181917,    0.002320653836
          40,      -4.924991038,      -4.594081541,      -4.506758759,      -10.22266041,        24.4961928,        24.4961928,      0.9619871673,       2.542587679,       3.370220555,    0.002414344328
          41,      -4.923018439,      -4.573261312,      -4.498022751,      -10.21370839,       29.39543136,       29.39543136,      0.9345257148,       2.513094518,       3.316279649,    0.002531886101
          42,      -4.921318007,      -4.551659198,      -4.490087294,      -10.20379636,       35.27451763,       35.27451763,      0.9012723998,       2.473356082,       3.246440917,    0.002679469961
          43,      -4.920397972,       -4.53013529,      -4.483848383,       -10.1938873,       42.32942116,       42.32942116,      0.8612833949,       2.420027511,       3.156278981,    0.002865188182
          44,      -4.921106133,      -4.509917576,       -4.48030332,      -10.18413248,       4.232942116,       4.232942116,      0.8135585896,       2.348820644,       3.040166542,    0.003099835353
          45,      -4.924391529,      -4.492893175,      -4.480550859,      -10.19217454,       5.079530539,       5.079530539,      0.8087682957,       2.341639624,       3.028476874,    0.003123527151
