"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -4.269796148,       -16.6418462,      -17.10201988,      -1.085788211,       3.652517814,               2.4,               2.4,      0.5223513349,      0.7223176404,       1.077758529,                 1
           1,      -4.432710252,      -4.149574773,      -4.109205184,      -1.646068566,       3.095511405,              2.88,              2.88,      0.7415305254,        1.25718204,       1.799097249,    0.001182307042
           2,      -4.592918375,      -4.608466191,      -4.357909887,      -2.178481322,       2.567902245,             3.456,             3.456,      0.9126705471,       1.653460042,        2.34503866,    0.001932369689
           3,      -4.689347762,      -4.697689598,      -4.441559422,      -2.662889778,       2.090812882,            4.1472,            4.1472,       1.029066465,       1.927924039,       2.725015124,    0.002384802731
           4,      -4.758368734,      -4.758806604,      -4.488648158,      -3.065832059,       1.696592753,           4.97664,           4.97664,       1.102169868,       2.104458974,       2.969262911,     0.00265010994
           5,      -4.810808873,      -4.808416355,      -4.527997767,      -3.360978493,       1.407749721,          5.971968,          5.971968,       1.143491263,       2.209396352,        3.11362471,    0.002794654622
           6,      -4.853823487,      -4.851116508,      -4.564992475,      -3.564927694,        1.20586898,         7.1663616,         7.1663616,       1.163845734,       2.267996402,       3.193155817,    0.002864610528
           7,      -4.892331107,      -4.889763723,      -4.600139025,      -3.716160442,        1.05450635,        8.59963392,        8.59963392,       1.172422983,       2.301341494,       3.237220804,    0.002893873855
           8,       -4.92895002,      -4.926426653,      -4.633474712,      -3.840493704,      0.9296112655,        10.3195607,        10.3195607,       1.175912233,       2.324419891,       3.266687309,     0.00290574294
           9,      -4.964763747,       -4.96224198,      -4.665094373,      -3.950201201,       0.819502949,       12.38347284,       12.38347284,       1.178376386,       2.346165888,        3.29399828,    0.002914107508
          10,      -5.000104147,      -4.997530167,      -4.695209175,      -4.051060354,      0.7184781015,       14.86016741,       14.86016741,       1.181759391,       2.370817068,        3.32508919,    0.002925558248
          11,      -5.034893384,      -5.032084707,      -4.723956289,      -4.146056148,      0.6235051969,        17.8322009,        17.8322009,       1.186568699,       2.399543748,       3.361634471,    0.002941770739
          12,      -5.068718451,      -5.065339548,       -4.75117564,      -4.236887847,      0.5328386118,       21.39864108,       21.39864108,       1.192523161,       2.431938152,       3.403068338,     0.00296174339
          13,      -5.100834735,      -5.096318871,      -4.776193344,      -4.324529298,      0.4454730546,       25.67836929,       25.67836929,        1.19890026,        2.46689389,       3.447762708,    0.002983019885
          14,      -5.129850016,      -5.123285605,      -4.797734429,      -4.409605764,      0.3607611801,       30.81404315,       30.81404315,       1.204658619,       2.503001206,       3.493556718,    0.003002140185
          15,      -5.153579017,      -5.143416772,      -4.813825885,      -4.492469894,      0.2783359746,       36.97685178,       36.97685178,       1.208395865,        2.53859823,       3.537803595,    0.003014511118
          16,      -5.169312538,       -5.15283704,      -4.822020343,      -4.573287741,       0.198025251,       3.697685178,       3.697685178,       1.208300268,       2.571770934,       3.577321126,    0.003014827584
          17,      -5.174994594,      -5.147345875,      -4.820422114,       -4.65208868,      0.1196642818,       4.437222213,       4.437222213,       1.208238723,        2.57500014,       3.581148914,    0.003015031336
          18,      -5.171399956,      -5.143515552,      -4.816824613,      -4.659872875,      0.1119295671,       5.324666656,       5.324666656,       1.208099769,       2.578746743,       3.585554711,    0.003015491409
          19,      -5.167210248,       -5.13866077,      -4.812556104,      -4.668971111,      0.1028907363,       6.389599987,       6.389599987,       1.207840872,       2.583063772,       3.590579223,    0.003016348799
          20,      -5.162388196,      -5.132445307,      -4.807489834,      -4.679558564,     0.09237455873,       7.667519985,       7.667519985,       1.207397868,       2.587989338,       3.596236532,     0.00301781643
          21,       -5.15690716,      -5.124498294,      -4.801481536,      -4.691818059,     0.08020057362,       9.201023982,       9.201023982,       1.206677408,       2.593542474,       3.602503456,    0.003020204674
          22,      -5.150739191,      -5.114479547,      -4.794385634,      -4.705935351,     0.06618578592,       11.04122878,       11.04122878,        1.20554521,       2.599715723,        3.60930404,    0.003023961309
          23,      -5.143837191,      -5.102133865,      -4.786091911,      -4.722093154,     0.05015073914,       13.24947453,       13.24947453,       1.203806291,       2.606466471,       3.616489941,    0.003029739377
          24,      -5.136125971,      -5.087282594,      -4.776579658,      -4.740464226,     0.03192646038,       15.89936944,       15.89936944,        1.20117263,       2.613705385,       3.623811135,    0.003038509678
          25,      -5.127527708,      -5.069742017,      -4.765965436,      -4.761204084,     0.01136174419,       19.07924333,       19.07924333,       1.197231232,       2.621273155,       3.630862947,    0.003051678053
          26,      -5.118044106,      -5.049237703,      -4.754506601,      -4.784441576,    -0.01166800537,       22.89509199,       22.89509199,        1.19145316,       2.628897758,       3.636998121,    0.003071076455
          27,       -5.10790977,      -5.025384304,      -4.742518199,      -4.810253352,    -0.03723564079,       27.47411039,       27.47411039,       1.183244084,       2.636082121,       3.641147144,    0.003098827538
          28,      -5.097573817,      -4.997893277,      -4.730382477,      -4.838702694,    -0.06539920836,       32.96893247,       32.96893247,       1.171878127,       2.641916815,       3.641539927,    0.003137623236
          29,      -5.087655276,      -4.966783552,      -4.718528153,      -4.869820015,    -0.09618734838,       39.56271897,       39.56271897,       1.156165319,        2.64470497,       3.635226747,     0.00319198504
          30,      -5.078836984,      -4.932528344,      -4.707415142,      -4.903607781,     -0.1296025303,       39.56271897,       39.56271897,       1.134056909,       2.641449112,       3.617486107,    0.003269964936
          31,      -5.071948493,       -4.89598529,      -4.697388403,      -4.940009427,     -0.1656028982,       47.47526276,       47.47526276,       1.108200641,       2.631122599,       3.589101345,    0.003363291964
          32,      -5.066690807,      -4.860112991,      -4.686650861,      -4.972545653,     -0.1977492896,       4.747526276,       4.747526276,       1.072222921,       2.608305026,       3.540011686,    0.003497509277
          33,      -5.066403765,      -4.821590834,      -4.675822285,      -5.007339975,     -0.2321822079,       5.697031531,       5.697031531,       1.068494179,       2.605910102,       3.534888799,    0.003511468142
          34,      -5.063990434,      -4.816475854,      -4.672867981,      -5.010660408,     -0.2354661004,       6.836437837,       6.836437837,       1.063941861,       2.602881726,        3.52851658,    0.003528583056
          35,      -5.061340935,      -4.810252451,      -4.669337661,      -5.014594093,     -0.2393561162,       8.203725405,       8.203725405,       1.058377059,       2.599027505,       3.520555186,    0.003549614508
          36,      -5.058511253,      -4.802660559,      -4.665133382,      -5.019243912,     -0.2439537621,       9.844470486,       9.844470486,       1.051560618,       2.594086939,       3.510555614,    0.003575543365
          37,      -5.055588574,      -4.793403915,      -4.660157847,      -5.024726234,     -0.2493737522,       11.81336458,       11.81336458,       1.043192008,       2.587706518,       3.497923647,    0.003607631841
          38,      -5.052679473,      -4.782185935,      -4.654332844,      -5.031171315,     -0.2557443309,        14.1760375,        14.1760375,        1.03289664,       2.579406375,       3.481872536,    0.003647501725
          39,      -5.049879393,      -4.768779245,      -4.647631096,      -5.038723748,     -0.2632076384,         17.011245,         17.011245,       1.020212402,        2.56853591,       3.461361356,    0.003697233479
          40,      -5.047230343,      -4.753112767,      -4.640119527,      -5.047542507,     -0.2719195823,         20.413494,         20.413494,       1.004578649,       2.554217746,       3.435019703,    0.003759483472
          41,      -5.044695827,      -4.735335589,      -4.632003537,      -5.057800794,     -0.2820493126,        24.4961928,        24.4961928,      0.9853318882,       2.535281654,       3.401063432,     0.00383761658
