"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
         153,       -5.22964168,      -4.578768506,       -4.66262581,       -9.79535645,       35.05636923,       35.05636923,     0.09607647801,      0.7832519995,      0.7954008716,     0.01791710381
         154,      -5.224144608,      -4.583797056,      -4.667950924,      -9.792823707,       42.06764308,       42.06764308,     0.09702093969,      0.7865320539,      0.7988305417,     0.01795488228
         155,      -5.219256097,      -4.590029656,      -4.674781331,      -9.790168284,       50.48117169,       50.48117169,     0.09814986786,      0.7913136153,      0.8040938691,     0.01800003941
         156,      -5.216002617,      -4.597704901,      -4.683577099,      -9.787232424,       60.57740603,       60.57740603,     0.09932647338,       0.797980357,      0.8116910338,     0.01804710363
         157,      -5.216163819,      -4.607194323,      -4.694920157,      -9.783696296,       60.57740603,       60.57740603,      0.1003449062,      0.8068891737,      0.8220945707,     0.01808770092
         158,      -5.222070536,       -4.61874307,      -4.709574952,      -9.782876696,       60.57740603,       60.57740603,      0.1009287531,      0.8163426028,      0.8333066573,     0.01811083989
         159,      -5.233792246,      -4.629473461,       -4.72392752,      -9.780488404,       72.69288723,       72.69288723,      0.1010936301,      0.8260459959,      0.8449222502,     0.01811736362
         160,      -5.251259413,      -4.639289875,      -4.737741981,      -9.773728813,       7.269288723,       7.269288723,      0.1007893444,      0.8376426182,      0.8588513045,     0.01812943973
         161,      -5.279990922,      -4.651112544,      -4.754704672,      -9.790851774,       8.723146468,       8.723146468,      0.1007540913,      0.8388050047,      0.8602475146,      0.0181308393
         162,      -5.285537174,      -4.651753069,      -4.755290759,      -9.789082334,       10.46777576,       10.46777576,      0.1007047531,      0.8401989829,      0.8619218744,     0.01813279901
         163,      -5.289434204,      -4.652308117,      -4.755898295,      -9.786993379,       12.56133091,       12.56133091,       0.100635576,      0.8418698354,      0.8639282893,     0.01813554863
         164,      -5.293531678,      -4.652914685,      -4.756615709,      -9.784548551,        15.0735971,        15.0735971,      0.1005384339,      0.8438712154,      0.8663302333,      0.0181394135
