"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -3.871609993,      -16.36155685,      -16.83934039,      -8.538214235,               2.4,               2.4,      0.8997196052,       1.388182794,       2.021486515,                 1
           1,      -4.027390105,       -3.95738468,      -3.730672928,      -8.704042534,              2.88,              2.88,       1.019292176,       1.684140379,       2.419969837,   0.0004692376665
           2,       -4.19808994,      -4.154710033,      -3.920236851,      -8.960827898,             3.456,             3.456,       1.104501272,       1.905280508,       2.723236667,   0.0007778261617
           3,      -4.297618703,      -4.258409048,      -4.017090828,      -9.173922863,            4.1472,            4.1472,       1.160160106,       2.058886833,       2.934461645,   0.0009697266871
           4,      -4.361637862,      -4.325521696,      -4.075710773,      -9.373345061,           4.97664,           4.97664,       1.192233863,       2.157654909,       3.068951144,    0.001077335632
           5,        -4.4107369,      -4.378291167,      -4.121208427,      -9.480551897,          5.971968,          5.971968,       1.207336732,       2.217928097,       3.149010594,    0.001127372608
           6,      -4.452937167,      -4.423875332,      -4.160828651,      -9.563033443,         7.1663616,         7.1663616,       1.211827083,       2.255090631,       3.196208362,    0.001142194361
           7,      -4.491733278,      -4.465539696,      -4.197005375,      -9.641329861,        8.59963392,        8.59963392,       1.210870692,       2.280943138,        3.22724496,    0.001145353709
           8,      -4.528692893,      -4.504986699,       -4.23079664,      -9.703405899,        10.3195607,        10.3195607,       1.208088416,       2.303276512,       3.253197334,    0.001154565872
           9,      -4.564496871,      -4.542889591,      -4.262521533,      -9.756497177,       12.38347284,       12.38347284,       1.205588605,       2.326452726,       3.280263861,    0.001162859947
          10,      -4.599085151,       -4.57907603,      -4.291918873,      -9.809320138,       14.86016741,       14.86016741,       1.204289226,        2.35243975,       3.311198825,    0.001167175783
          11,      -4.631503298,      -4.612409971,      -4.318011747,      -9.853777252,        17.8322009,        17.8322009,       1.204313123,       2.381878747,       3.346790419,    0.001167255155
          12,      -4.659757719,      -4.640411969,      -4.338548619,      -9.888886999,       21.39864108,       21.39864108,       1.205061186,        2.41457609,       3.386476176,    0.001169738225
          13,       -4.68039452,      -4.658641122,      -4.349953318,      -9.916166601,       25.67836929,       25.67836929,       1.205148096,       2.449680149,       3.428475404,    0.001170026685
          14,      -4.689506757,      -4.661091722,      -4.348530353,      -9.929502106,       30.81404315,       30.81404315,       1.202173279,       2.485565669,       3.469445147,    0.001179924817
          15,      -4.685739182,      -4.642666753,      -4.333531997,      -9.933162276,       30.81404315,       30.81404315,       1.192425546,       2.519254001,       3.503510325,    0.001212623655
          16,      -4.672718532,      -4.602474711,      -4.309580943,      -9.931805912,       36.97685178,       36.97685178,       1.175722393,       2.543045064,       3.521256366,    0.001269450516
