"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
         150,      -9.027643789,      -7.516920973,      -7.822595634,       -8.53468853,      -4.256817881,       66.56537304,       66.56537304,      0.1264396618,       1.167760011
         151,      -9.028999285,      -7.519572863,      -7.827135377,      -8.534827784,      -4.257849346,       66.56537304,       66.56537304,      0.1264378502,       1.167761613
         152,      -9.027710897,      -7.522245299,      -7.831591089,      -8.535010913,      -4.259063667,       66.56537304,       66.56537304,      0.1264360442,       1.167763184
         153,      -9.022234672,      -7.524935586,      -7.835862821,      -8.535243575,      -4.260484984,       66.56537304,       66.56537304,      0.1264342481,       1.167764733
         154,       -9.02367435,       -7.52763684,      -7.840252641,      -8.535530475,      -4.262077717,       6.656537304,       6.656537304,      0.1264324673,       1.167766263
         155,      -9.025896225,      -7.530326897,      -7.844439166,      -8.543759684,       -4.47696847,       7.987844765,       7.987844765,      0.1264323263,       1.167766601
         156,      -9.163211193,      -7.532786163,      -7.861228531,       -8.54353743,      -4.507776234,       9.585413718,       9.585413718,      0.1264321165,       1.167766948
         157,      -9.218559684,      -7.533597374,      -7.877078666,      -8.543250369,       -4.52057211,       11.50249646,       11.50249646,      0.1264318208,       1.167767256
         158,      -9.248614184,      -7.534272496,      -7.885510358,       -8.54289848,      -4.521098567,       13.80299575,       13.80299575,      0.1264314505,        1.16776751
         159,      -9.252892422,      -7.535587122,      -7.886687891,      -8.542486824,      -4.515231761,        16.5635949,        16.5635949,      0.1264310315,       1.167767741
         160,      -9.244307673,      -7.537445812,      -7.884738982,      -8.542016942,      -4.504839669,       19.87631389,       19.87631389,      0.1264305794,       1.167768008
         161,      -9.236512172,      -7.539425946,      -7.883321546,      -8.541484386,       -4.49101146,       23.85157666,       23.85157666,      0.1264300806,       1.167768363
         162,      -9.226166036,      -7.541299799,      -7.883246937,      -8.540883698,      -4.473959996,       28.62189199,       28.62189199,      0.1264294972,       1.167768833
         163,      -9.210970696,      -7.543083696,      -7.883505885,      -8.540214369,      -4.453035207,       34.34627039,       34.34627039,      0.1264287861,       1.167769419
         164,       -9.19158805,      -7.544825746,       -7.88336665,      -8.539483019,      -4.427398929,       41.21552447,       41.21552447,      0.1264279127,       1.167770118
         165,      -9.168056402,      -7.546502085,      -7.882754085,      -8.538704626,      -4.396468688,       49.45862937,       49.45862937,      0.1264268505,       1.167770928
         166,       -9.14012158,      -7.548057668,      -7.881701252,      -8.537904817,      -4.359929611,       59.35035524,       59.35035524,      0.1264255793,        1.16777187
         167,      -9.107818039,      -7.549439024,      -7.880108608,      -8.537122948,      -4.317616543,       71.22042629,       71.22042629,      0.1264240931,       1.167773033
         168,      -9.070683519,      -7.550607506,      -7.877739991,      -8.536415337,      -4.269383851,       7.122042629,       7.122042629,      0.1264224072,       1.167774606
         169,      -9.031096354,      -7.551498513,      -7.874414518,      -8.545069401,      -4.491556453,       8.546451155,       8.546451155,      0.1264222746,       1.167774949
         170,      -9.149271754,      -7.553290563,      -7.888483711,      -8.544896375,      -4.523041931,       10.25574139,       10.25574139,      0.1264220745,       1.167775308
         171,      -9.193401575,      -7.553726605,      -7.900302798,      -8.544671179,      -4.534854449,       12.30688966,       12.30688966,      0.1264217954,       1.167775636
         172,      -9.213303607,       -7.55403438,      -7.906097268,      -8.544398789,      -4.533874491,        14.7682676,        14.7682676,      0.1264214537,       1.167775923
         173,      -9.216530004,      -7.554791431,      -7.906671473,      -8.544087797,      -4.526168095,       17.72192111,       17.72192111,      0.1264210747,       1.167776208
         174,      -9.211643293,       -7.55592226,      -7.905143401,      -8.543742844,      -4.513767706,       21.26630534,       21.26630534,       0.126420669,       1.167776556
         175,      -9.203654851,      -7.557138952,      -7.903892308,      -8.543364578,      -4.497777372,        25.5195664,        25.5195664,      0.1264202224,        1.16777702
         176,      -9.194103027,      -7.558281502,      -7.903485308,      -8.542955284,      -4.478227551,       30.62347969,       30.62347969,      0.1264197042,       1.167777635
         177,       -9.18153218,      -7.559356972,       -7.90317512,      -8.542523439,       -4.45429299,       36.74817562,       36.74817562,      0.1264190834,       1.167778426
         178,      -9.159558724,      -7.560376379,      -7.902225557,      -8.542085043,      -4.425019762,       44.09781075,       44.09781075,      0.1264183356,       1.167779419
         179,      -9.133460488,      -7.561291813,      -7.901139583,       -8.54166452,      -4.389700088,        52.9173729,        52.9173729,      0.1264174417,       1.167780638
         180,      -9.105546915,      -7.562068524,      -7.899571635,      -8.541296981,      -4.347910202,       63.50084748,       63.50084748,      0.1264163932,       1.167782125
