"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -3.885803188,      -16.42728513,      -16.92687654,      -8.736756146,               2.4,               2.4,       0.801600395,       1.382538453,       1.979574878
           1,       -4.02033703,      -3.929765529,      -3.729960217,      -8.849187894,              2.88,              2.88,      0.9795899523,       1.806982694,       2.592275024
           2,       -4.16698187,      -4.094569785,      -3.899429456,       -9.07000676,             3.456,             3.456,       1.102183228,       2.108221492,       3.025378989
           3,       -4.26269331,      -4.219347166,      -3.965678886,      -9.267107303,            4.1472,            4.1472,       1.165378078,       2.269161346,       3.249937392
           4,       -4.32387554,      -4.299256197,      -4.022327883,      -9.431247045,           4.97664,           4.97664,       1.176881201,       2.307366058,       3.288941751
           5,      -4.365376548,      -4.344208602,      -4.068155051,      -9.521066285,          5.971968,          5.971968,       1.164906439,       2.292013872,       3.248759204
           6,      -4.411449729,      -4.392240138,      -4.109564129,      -9.594339155,         7.1663616,         7.1663616,       1.151928797,       2.274978029,       3.210694526
           7,      -4.454941971,      -4.437661876,      -4.150433953,      -9.658575601,        8.59963392,        8.59963392,       1.145174841,       2.276018491,       3.204099499
           8,      -4.496993017,      -4.480438893,      -4.190141138,      -9.725761998,        10.3195607,        10.3195607,       1.142914645,       2.289067043,       3.218054649
           9,      -4.538293404,      -4.521651825,      -4.228171323,      -9.780042127,       12.38347284,       12.38347284,       1.144095262,       2.309871902,       3.244860466
          10,      -4.578769796,      -4.561785206,      -4.264284473,      -9.831462008,       14.86016741,       14.86016741,       1.146498651,       2.333679953,       3.275447621
