257
     0.040103    0.042122
     0.036255    0.039973
     0.032711    0.037870
     0.029455    0.035820
     0.026469    0.033829
     0.023733    0.031899
     0.021227    0.030029
     0.018933    0.028221
     0.016832    0.026470
     0.014907    0.024775
     0.013145    0.023131
     0.011531    0.021537
     0.010054    0.019988
     0.008704    0.018480
     0.007471    0.017011
     0.006348    0.015576
     0.005328    0.014174
     0.004406    0.012800
     0.003578    0.011454
     0.002840    0.010131
     0.002190    0.008831
     0.001627    0.007553
     0.001148    0.006295
     0.000752    0.005058
     0.000441    0.003842
     0.000213    0.002647
     0.000067    0.001475
     0.000004    0.000335
     0.000020   -0.000790
     0.000123   -0.001929
     0.000323   -0.003079
     0.000629   -0.004228
     0.001048   -0.005369
     0.001584   -0.006491
     0.002240   -0.007586
     0.003014   -0.008645
     0.003904   -0.009666
     0.004907   -0.010644
     0.006018   -0.011579
     0.007237   -0.012472
     0.008564   -0.013327
     0.009999   -0.014145
     0.011547   -0.014930
     0.013214   -0.015687
     0.015007   -0.016418
     0.016938   -0.017127
     0.019019   -0.017818
     0.021269   -0.018494
     0.023707   -0.019160
     0.026360   -0.019818
     0.029257   -0.020473
     0.032434   -0.021128
     0.035937   -0.021788
     0.039816   -0.022458
     0.044131   -0.023144
     0.048950   -0.023852
     0.054343   -0.024588
     0.060377   -0.025360
     0.067105   -0.026173
     0.074547   -0.027032
     0.082683   -0.027941
     0.091442   -0.028896
     0.100715   -0.029893
     0.110374   -0.030922
     0.120295   -0.031973
     0.130369   -0.033033
     0.140511   -0.034090
     0.150662   -0.035133
     0.160779   -0.036149
     0.170837   -0.037129
     0.180824   -0.038063
     0.190738   -0.038941
     0.200592   -0.039755
     0.210408   -0.040499
     0.220217   -0.041175
     0.230037   -0.041788
     0.239877   -0.042341
     0.249743   -0.042837
     0.259637   -0.043280
     0.269559   -0.043670
     0.279511   -0.044010
     0.289490   -0.044302
     0.299495   -0.044547
     0.309526   -0.044748
     0.319582   -0.044905
     0.329659   -0.045021
     0.339759   -0.045096
     0.349879   -0.045131
     0.360018   -0.045130
     0.370175   -0.045091
     0.380349   -0.045017
     0.390540   -0.044909
     0.400746   -0.044768
     0.410966   -0.044595
     0.421200   -0.044391
     0.431447   -0.044157
     0.441707   -0.043894
     0.451978   -0.043603
     0.462260   -0.043285
     0.472553   -0.042940
     0.482855   -0.042569
     0.493167   -0.042173
     0.503488   -0.041754
     0.513817   -0.041311
     0.524154   -0.040845
     0.534499   -0.040357
     0.544850   -0.039848
     0.555208   -0.039317
     0.565572   -0.038767
     0.575942   -0.038196
     0.586317   -0.037606
     0.596697   -0.036998
     0.607082   -0.036371
     0.617471   -0.035726
     0.627863   -0.035063
     0.638260   -0.034383
     0.648659   -0.033687
     0.659062   -0.032974
     0.669466   -0.032244
     0.679874   -0.031499
     0.690283   -0.030738
     0.700693   -0.029962
     0.711105   -0.029170
     0.721517   -0.028364
     0.731931   -0.027542
     0.742344   -0.026706
     0.752758   -0.025855
     0.763171   -0.024990
     0.773584   -0.024111
     0.783995   -0.023217
     0.794406   -0.022308
     0.804814   -0.021386
     0.815221   -0.020449
     0.825625   -0.019498
     0.836025   -0.018533
     0.846421   -0.017554
     0.856810   -0.016560
     0.867191   -0.015553
     0.877561   -0.014531
     0.887912   -0.013496
     0.898237   -0.012449
     0.908521   -0.011391
     0.918742   -0.010323
     0.928865   -0.009251
     0.938837   -0.008179
     0.948583   -0.007117
     0.958001   -0.006077
     0.966969   -0.005072
     0.975362   -0.004121
     0.983071   -0.003237
     0.990037   -0.002429
     0.996252   -0.001702
     1.000000   -0.001260
