257
     1.008979    0.000000
     1.000000    0.001260
     0.996275    0.001864
     0.990096    0.002860
     0.983171    0.003969
     0.975506    0.005186
     0.967161    0.006501
     0.958242    0.007894
     0.948875    0.009343
     0.939182    0.010828
     0.929263    0.012333
     0.919193    0.013845
     0.909025    0.015357
     0.898794    0.016862
     0.888521    0.018359
     0.878222    0.019844
     0.867904    0.021317
     0.857574    0.022777
     0.847235    0.024224
     0.836889    0.025656
     0.826538    0.027075
     0.816183    0.028481
     0.805825    0.029872
     0.795464    0.031249
     0.785101    0.032612
     0.774736    0.033962
     0.764369    0.035297
     0.754001    0.036618
     0.743632    0.037925
     0.733263    0.039217
     0.722893    0.040495
     0.712523    0.041758
     0.702153    0.043007
     0.691784    0.044240
     0.681416    0.045458
     0.671049    0.046661
     0.660683    0.047848
     0.650319    0.049018
     0.639958    0.050173
     0.629598    0.051311
     0.619242    0.052431
     0.608888    0.053534
     0.598538    0.054619
     0.588191    0.055686
     0.577849    0.056735
     0.567511    0.057764
     0.557177    0.058773
     0.546849    0.059762
     0.536527    0.060730
     0.526210    0.061676
     0.515900    0.062600
     0.505596    0.063502
     0.495300    0.064380
     0.485011    0.065234
     0.474731    0.066063
     0.464459    0.066867
     0.454197    0.067643
     0.443944    0.068393
     0.433701    0.069114
     0.423470    0.069806
     0.413250    0.070468
     0.403042    0.071099
     0.392848    0.071697
     0.382667    0.072262
     0.372501    0.072793
     0.362350    0.073287
     0.352216    0.073745
     0.342100    0.074165
     0.332002    0.074546
     0.321925    0.074885
     0.311869    0.075182
     0.301837    0.075435
     0.291829    0.075642
     0.281850    0.075802
     0.271900    0.075913
     0.261984    0.075973
     0.252107    0.075981
     0.242274    0.075934
     0.232493    0.075830
     0.222775    0.075669
     0.213136    0.075448
     0.203599    0.075166
     0.194193    0.074821
     0.184949    0.074405
     0.175884    0.073906
     0.167005    0.073314
     0.158316    0.072621
     0.149819    0.071820
     0.141513    0.070904
     0.133401    0.069871
     0.125484    0.068715
     0.117765    0.067435
     0.110249    0.066031
     0.102944    0.064503
     0.095859    0.062855
     0.089006    0.061093
     0.082398    0.059223
     0.076050    0.057257
     0.069980    0.055207
     0.064202    0.053090
     0.058733    0.050922
     0.053584    0.048723
     0.048762    0.046512
     0.044269    0.044306
