"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -10.36856564,      -8.517141305,      -9.043372412,      -10.42726411,               2.4,               2.4,      0.1514211416,       1.037781166,       1.082210547
           1,      -10.34582621,       -8.51702969,      -9.051324442,      -10.42725327,              2.88,              2.88,      0.1514211331,       1.037781216,       1.082210588
           2,      -10.32068572,      -8.516749023,      -9.062731937,      -10.42724228,             3.456,             3.456,      0.1514211226,       1.037781276,       1.082210636
           3,      -10.31720109,      -8.516356089,      -9.075731221,      -10.42723334,            4.1472,            4.1472,      0.1514211099,       1.037781346,       1.082210693
           4,      -10.34091809,      -8.515970227,      -9.087859241,       -10.4272288,           4.97664,           4.97664,      0.1514210945,        1.03778143,       1.082210761
           5,      -10.37698826,       -8.51574512,      -9.096886268,      -10.42723006,          5.971968,          5.971968,       0.151421076,       1.037781529,       1.082210842
           6,      -10.40120944,      -8.515794763,      -9.101026016,      -10.42723657,         7.1663616,         7.1663616,      0.1514210538,       1.037781648,       1.082210938
           7,      -10.40941422,      -8.516121135,      -9.099630841,      -10.42724581,        8.59963392,        8.59963392,      0.1514210271,        1.03778179,       1.082211053
           8,       -10.4140584,      -8.516612506,      -9.094599273,      -10.42725476,        10.3195607,        10.3195607,      0.1514209949,        1.03778196,       1.082211191
           9,      -10.41901405,      -8.517125378,      -9.089424336,      -10.42726197,       12.38347284,       12.38347284,      0.1514209561,       1.037782164,       1.082211356
          10,      -10.42318434,      -8.517580473,      -9.086155608,      -10.42726853,       14.86016741,       14.86016741,      0.1514209092,       1.037782408,       1.082211554
          11,      -10.42684896,      -8.517987659,      -9.084339143,      -10.42727706,        17.8322009,        17.8322009,      0.1514208525,       1.037782702,       1.082211791
          12,      -10.42901689,      -8.518391381,       -9.08251489,      -10.42729023,       21.39864108,       21.39864108,      0.1514207841,       1.037783053,       1.082212076
          13,      -10.42832486,      -8.518811379,      -9.079875849,      -10.42731027,       25.67836929,       25.67836929,      0.1514207021,       1.037783476,       1.082212418
          14,       -10.4248288,      -8.519235836,       -9.07650847,      -10.42733963,       30.81404315,       30.81404315,      0.1514206047,       1.037783985,       1.082212831
          15,      -10.41928213,      -8.519645694,       -9.07265537,      -10.42738178,       36.97685178,       36.97685178,      0.1514204903,       1.037784599,       1.082213331
          16,      -10.41187986,      -8.520027552,      -9.068273782,      -10.42744168,       44.37222213,       44.37222213,      0.1514203568,       1.037785337,       1.082213933
          17,      -10.40218907,      -8.520369268,      -9.063161235,      -10.42752606,       53.24666656,       53.24666656,      0.1514202006,       1.037786222,       1.082214654
          18,      -10.38971359,      -8.520653569,      -9.057126787,      -10.42764372,       5.324666656,       5.324666656,      0.1514200157,       1.037787276,       1.082215512
          19,      -10.37404967,      -8.520854968,      -9.049976261,      -10.42823983,       6.389599987,       6.389599987,      0.1514199974,       1.037787387,       1.082215603
          20,      -10.34766058,      -8.520504865,       -9.06681249,      -10.42822536,       7.667519985,       7.667519985,      0.1514199751,       1.037787517,       1.082215708
          21,      -10.35812761,      -8.519987162,       -9.08520834,      -10.42822029,       9.201023982,       9.201023982,       0.151419948,        1.03778767,       1.082215833
          22,      -10.40234407,      -8.519707223,      -9.097215979,      -10.42822593,       11.04122878,       11.04122878,      0.1514199154,       1.037787852,        1.08221598
          23,      -10.42709904,      -8.519845558,      -9.100169317,      -10.42823855,       13.24947453,       13.24947453,      0.1514198759,       1.037788069,       1.082216156
          24,      -10.43028604,      -8.520280224,      -9.096180171,      -10.42825324,       15.89936944,       15.89936944,      0.1514198282,       1.037788328,       1.082216365
          25,      -10.42946129,      -8.520781243,      -9.090579405,      -10.42826839,       19.07924333,       19.07924333,      0.1514197702,       1.037788637,       1.082216615
          26,      -10.42816607,      -8.521222586,      -9.086663648,      -10.42828665,       22.89509199,       22.89509199,      0.1514196997,       1.037789008,       1.082216914
          27,      -10.42731031,       -8.52160839,      -9.083943525,      -10.42831247,       27.47411039,       27.47411039,      0.1514196144,       1.037789454,       1.082217272
