"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -4.544372351,       -16.7940204,      -17.40099896,      -1.383206572,       3.355097582,               2.4,               2.4,      0.4524864056,      0.7733653328,       1.094473086,                 1
           1,      -4.709526971,       -4.44758153,      -4.397239962,       -1.92663471,       2.815802243,              2.88,              2.88,      0.5924720478,       1.136890156,       1.582126482,   0.0009450953356
           2,        -4.8735763,      -4.862736985,      -4.628257406,      -2.433283511,       2.315234225,             3.456,             3.456,      0.6985008735,       1.409725433,       1.953733831,     0.00155227468
           3,      -4.970569235,       -4.96024659,      -4.711529832,      -2.881585387,       1.874978007,            4.1472,            4.1472,      0.7695403744,       1.598838188,       2.212282764,    0.001921531464
           4,      -5.037174397,      -5.024821317,      -4.761058489,      -3.244747744,       1.519802111,           4.97664,           4.97664,      0.8136577163,       1.719476899,       2.377259286,    0.002138415498
           5,      -5.087827855,      -5.075449144,      -4.802165999,       -3.51293862,       1.256457326,          5.971968,          5.971968,      0.8384846164,       1.790515174,       2.474100908,    0.002256852495
           6,      -5.130278101,      -5.118308383,      -4.839969713,      -3.707333505,       1.063566282,         7.1663616,         7.1663616,      0.8508423135,       1.830196722,       2.527687378,    0.002314948793
           7,      -5.168842332,      -5.156782645,      -4.875480528,      -3.857640851,      0.9132200705,        8.59963392,        8.59963392,      0.8562256255,       1.853123752,       2.558005747,    0.002340097828
           8,       -5.20560562,      -5.193030149,      -4.909215546,      -3.983516879,      0.7869486532,        10.3195607,        10.3195607,      0.8583887844,        1.86907894,       2.578478822,    0.002350177917
           9,      -5.241432629,      -5.228198419,      -4.941639489,      -4.095220806,      0.6749021473,       12.38347284,       12.38347284,      0.8595219611,       1.883667892,       2.596832058,    0.002355451438
          10,      -5.276737074,      -5.262786901,      -4.973043455,      -4.197960238,      0.5719569444,       14.86016741,       14.86016741,        0.86059825,       1.899392691,       2.616540076,    0.002360453953
          11,      -5.311597693,      -5.296899537,      -5.003625507,      -4.294708018,      0.4751328231,        17.8322009,        17.8322009,      0.8618224392,       1.916857455,        2.63845615,    0.002366135816
          12,      -5.345874032,      -5.330396481,      -5.033482862,      -4.387259789,      0.3826137417,       21.39864108,       21.39864108,      0.8629723616,       1.935669732,       2.662032107,     0.00237146587
          13,      -5.379264258,        -5.3629258,      -5.062509217,      -4.476767981,      0.2932313878,       25.67836929,       25.67836929,      0.8636206692,       1.955038623,       2.686132855,    0.002374468612
          14,      -5.411262026,      -5.393859878,      -5.090323531,      -4.563993565,      0.2062138597,       30.81404315,       30.81404315,      0.8632833119,       1.974200543,       2.709614905,    0.002376031748
          15,      -5.441148976,      -5.422172666,      -5.116137399,      -4.649369444,      0.1211211364,       3.081404315,       3.081404315,      0.8614365815,       1.992566441,       2.731508922,    0.002384606868
          16,      -5.467745941,      -5.446232475,      -5.138762458,      -4.733186916,     0.03760749618,       3.697685178,       3.697685178,      0.8612318211,       1.994369622,       2.733648829,     0.00238555788
          17,      -5.466473032,      -5.446007258,      -5.137684742,      -4.741597835,     0.02922452114,       4.437222213,       4.437222213,      0.8609659009,       1.996468909,       2.736128504,     0.00238679333
          18,      -5.465077182,      -5.445604052,        -5.1364565,      -4.751437976,     0.01941879009,       5.324666656,       5.324666656,      0.8606187655,       1.998899132,       2.738982496,    0.002388406753
          19,      -5.463611861,      -5.444850807,      -5.135057439,      -4.762901839,    0.007997318873,       6.389599987,       6.389599987,      0.8601635971,       2.001696269,       2.742243601,    0.002390523413
          20,       -5.46214992,      -5.443554387,      -5.133463342,      -4.776194087,   -0.005242665232,       7.667519985,       7.667519985,      0.8595637236,       2.004894399,       2.745938052,    0.002393314938
          21,      -5.460765536,      -5.441577946,      -5.131651958,      -4.791524774,    -0.02050887534,       9.201023982,       9.201023982,      0.8587678464,       2.008524004,       2.750081913,    0.002397022003
          22,      -5.459507412,      -5.438918075,      -5.129617817,      -4.809103063,    -0.03800758183,       11.04122878,       11.04122878,      0.8577007199,       2.012612168,       2.754678788,    0.002401998688
          23,      -5.458374947,       -5.43571268,      -5.127393656,      -4.829129603,    -0.05793584438,       13.24947453,       13.24947453,      0.8562481421,       2.017183035,       2.759715826,    0.002408784468
          24,      -5.457313315,      -5.432141637,      -5.125063359,      -4.851788017,    -0.08047278945,       15.89936944,       15.89936944,      0.8542533767,       2.022256179,        2.76515513,     0.00241812486
          25,      -5.456247035,      -5.428267255,      -5.122735648,      -4.877229027,     -0.1057634424,       19.07924333,       19.07924333,      0.8515601376,       2.027835345,       2.770912107,    0.002430775706
          26,       -5.45511253,      -5.423923885,      -5.120486638,       -4.90557074,     -0.1339183646,       22.89509199,       22.89509199,      0.8480861026,       2.033897024,       2.776827219,       0.002447161
          27,      -5.453862036,      -5.418707084,      -5.118307325,      -4.936895983,     -0.1650100959,       27.47411039,       27.47411039,      0.8437835332,       2.040381215,       2.782622879,    0.002467557555
          28,      -5.452447443,      -5.411999045,      -5.116090734,      -4.971244255,     -0.1990644612,       27.47411039,       27.47411039,      0.8383883997,       2.047153627,       2.787822572,    0.002493298053
          29,      -5.450772106,      -5.402986184,       -5.11369893,      -5.008630611,     -0.2360893671,       32.96893247,       32.96893247,      0.8325057805,       2.052991712,       2.791347641,    0.002521562693
          30,      -5.446780057,      -5.391176529,      -5.109579634,      -5.042838787,     -0.2699056978,       3.296893247,       3.296893247,       0.824407572,       2.058709219,       2.793303396,     0.00256085495
          31,      -5.443000519,      -5.375470127,      -5.105389138,      -5.080139351,     -0.3067632533,       3.956271897,       3.956271897,      0.8235809801,       2.059272599,        2.79347891,    0.002564869574
          32,       -5.44061109,      -5.373098574,      -5.103621625,      -5.083825799,     -0.3104001378,       4.747526276,       4.747526276,      0.8225726688,       2.059929858,       2.793656248,    0.002569772782
          33,       -5.43785048,      -5.370160675,      -5.101547086,      -5.088199058,     -0.3147134121,       5.697031531,       5.697031531,      0.8213387148,       2.060691409,       2.793821591,    0.002575782259
          34,      -5.434706088,      -5.366457758,      -5.099119487,      -5.093376442,     -0.3198181081,       6.836437837,       6.836437837,      0.8198225412,       2.061566851,       2.793953175,    0.002583179828
          35,      -5.431183818,      -5.361726727,      -5.096288976,      -5.099491315,      -0.325844748,       8.203725405,       8.203725405,      0.8179508272,       2.062563035,       2.794017072,    0.002592333014
          36,      -5.427306235,      -5.355660725,      -5.093005348,      -5.106693913,     -0.3329400393,       9.844470486,       9.844470486,      0.8156283985,       2.063681272,       2.793961492,    0.002603722656
          37,      -5.423100686,      -5.347968909,       -5.08922656,      -5.115151777,     -0.3412671325,       11.81336458,       11.81336458,      0.8127323051,       2.064913687,       2.793709454,    0.002617976271
