"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     
          0,           0,         102,      -5.358462763,      -4.668516479,       -4.74409712
          0,           0,         103,      -5.370457852,      -4.702602348,      -4.760571926
          0,           0,         104,      -5.376484528,      -4.738556781,      -4.780087825
          0,           0,         105,      -5.375699931,      -4.766097346,      -4.798173582
          0,           0,         106,      -5.376001479,      -4.784756363,      -4.817636402
          0,           0,         107,      -5.384112491,      -4.796047915,      -4.841270949
          0,           0,         108,      -5.404380574,      -4.801997223,      -4.870479378
          0,           0,         109,       -5.40801931,      -4.802299642,      -4.871334645
          0,           0,         110,       -5.41044016,      -4.802336339,      -4.872557613
          0,           0,         111,      -5.413328954,      -4.802103712,      -4.874511271
          0,           0,         112,      -5.417284403,      -4.801507746,      -4.877577421
          0,           0,         113,      -5.422892805,      -4.800495387,      -4.882132884
          0,           0,         114,      -5.430929197,      -4.799054619,      -4.888526819
          0,           0,         115,       -5.44247321,      -4.797216483,      -4.897074705
          0,           0,         116,      -5.459046329,      -4.795063164,      -4.908057066
          0,           0,         117,      -5.482776974,      -4.792757079,      -4.921694788
          0,           0,         118,      -5.516525141,      -4.790600122,      -4.938067028
          0,           0,         119,      -5.563799907,      -4.789124103,      -4.956930609
          0,           0,         120,       -5.62772057,      -4.789230337,      -4.977609666
          0,           0,         121,      -5.706802851,      -4.792411514,       -4.99943172
          0,           0,         122,      -5.784861189,       -4.80100494,       -5.02323298
          0,           0,         123,      -5.794359419,       -4.80187343,      -5.023424226
          0,           0,         124,      -5.801423971,      -4.802812662,      -5.024055193
          0,           0,         125,      -5.807829584,      -4.803873012,       -5.02522598
          0,           0,         126,      -5.813336145,      -4.805135189,      -5.027004791
          0,           0,         127,      -5.817416189,      -4.806743399,      -5.029482835
          0,           0,         128,      -5.819485373,      -4.808919568,      -5.032823384
          0,           0,         129,      -5.819081143,      -4.812001426,       -5.03732878
          0,           0,         130,      -5.816129972,      -4.816488506,       -5.04351888
          0,           0,         131,      -5.811271456,      -4.823055647,       -5.05220392
          0,           0,         132,      -5.806236818,      -4.832509657,      -5.064524859
          0,           0,         133,      -5.804344262,      -4.845672641,      -5.081882635
          0,           0,         134,      -5.811054125,      -4.863096908,      -5.105582116
          0,           0,         135,      -5.834404499,      -4.884505124,      -5.135941437
          0,           0,         136,       -5.88460285,      -4.908236352,      -5.171192122
          0,           0,         137,      -5.906802386,      -4.910360694,      -5.172752741
          0,           0,         138,      -5.916285575,      -4.912922182,      -5.175067894
          0,           0,         139,      -5.925337304,      -4.915825813,      -5.178058693
          0,           0,         140,      -5.936487383,      -4.919045013,      -5.181600248
          0,           0,         141,      -5.951125383,      -4.922632564,      -5.185632699
          0,           0,         142,      -5.970390435,      -4.926651945,       -5.19018893
          0,           0,         143,      -5.995346528,      -4.931152775,      -5.195400921
          0,           0,         144,      -6.026724306,      -4.936167564,      -5.201533832
          0,           0,         145,      -6.064028085,      -4.941702403,      -5.209095659
          0,           0,         146,      -6.103749379,      -4.947727964,      -5.219064626
          0,           0,         147,      -6.137649034,      -4.954200536,      -5.233157775
          0,           0,         148,      -6.155742655,      -4.961129963,      -5.253903461
          0,           0,         149,       -6.15721954,      -4.968741578,      -5.284113797
          0,           0,         150,      -6.155389697,      -4.977714908,      -5.325364581
          0,           0,         151,       -6.16513957,      -4.978762669,      -5.327541437
          0,           0,         152,      -6.165186906,      -4.979867445,       -5.33091195
          0,           0,         153,       -6.16345735,      -4.981012597,      -5.335625499
          0,           0,         154,      -6.161281519,      -4.982226395,      -5.341753932
          0,           0,         155,      -6.159430019,      -4.983584102,      -5.349370382
          0,           0,         156,      -6.158666847,       -4.98519345,      -5.358556086
          0,           0,         157,      -6.159821989,      -4.987199193,      -5.369377845
          0,           0,         158,      -6.163704195,      -4.989788593,      -5.381851844
          0,           0,         159,      -6.170848543,      -4.993198652,      -5.395945632
          0,           0,         160,      -6.181118361,      -4.997736107,        -5.4117061
          0,           0,         161,      -6.193245509,      -5.003763646,      -5.429532976
          0,           0,         162,      -6.204931289,      -5.011575023,      -5.450438484
          0,           0,         163,      -6.214740509,      -5.021171759,       -5.47598886
          0,           0,         164,      -6.226988375,      -5.030181913,      -5.501151923
          0,           0,         165,      -6.241762286,      -5.038115142,      -5.525622241
          0,           0,         166,       -6.26378991,      -5.044800163,      -5.548403024
          0,           0,         167,      -6.296152785,      -5.050306751,      -5.568733737
          0,           0,         168,      -6.339906389,      -5.054895579,      -5.586696942
          0,           0,         169,      -6.394147627,      -5.059920037,      -5.607587466
          0,           0,         170,      -6.431757007,      -5.060410635,      -5.607977367
          0,           0,         171,      -6.448400044,      -5.060922386,      -5.609279491
          0,           0,         172,      -6.462389569,      -5.061475745,      -5.611465042
          0,           0,         173,      -6.477366297,      -5.062098415,      -5.614425787
          0,           0,         174,      -6.494467327,      -5.062831344,      -5.618168401
          0,           0,         175,      -6.513965046,      -5.063712441,      -5.622844517
          0,           0,         176,      -6.535432051,      -5.064786912,      -5.628722619
          0,           0,         177,      -6.557410722,      -5.066138766,      -5.636136342
          0,           0,         178,      -6.576885963,      -5.067919273,      -5.645433198
          0,           0,         179,      -6.589197722,      -5.070345113,      -5.656894993
          0,           0,         180,       -6.58967225,      -5.073676166,      -5.670557843
          0,           0,         181,       -6.57739224,      -5.078228735,      -5.685877177
          0,           0,         182,      -6.557370606,      -5.084455515,      -5.701312524
          0,           0,         183,       -6.53727335,      -5.093040776,      -5.714295586
          0,           0,         184,      -6.568858417,      -5.093901021,      -5.713425497
          0,           0,         185,       -6.57579769,      -5.094935394,      -5.713851759
          0,           0,         186,      -6.576609623,      -5.096193095,      -5.715109766
          0,           0,         187,      -6.575299002,      -5.097727373,      -5.716569842
          0,           0,         188,      -6.573293271,      -5.099590641,      -5.717846823
          0,           0,         189,       -6.57129862,      -5.101823034,      -5.718791647
          0,           0,         190,      -6.569839156,       -5.10448383,      -5.719345995
          0,           0,         191,      -6.569322296,       -5.10771193,      -5.719450975
          0,           0,         192,      -6.569906494,      -5.111765962,      -5.719053397
          0,           0,         193,        -6.5713805,      -5.117001233,      -5.718134125
          0,           0,         194,      -6.572937272,      -5.123817187,      -5.716852077
          0,           0,         195,      -6.573294186,      -5.132655065,      -5.715899877
          0,           0,         196,      -6.571476134,      -5.144044342,      -5.716935655
          0,           0,         197,      -6.581049758,        -5.1560194,      -5.720677198
          0,           0,         198,      -6.593897403,      -5.168321173,      -5.728102314
          0,           0,         199,      -6.611145108,      -5.180708427,      -5.739391074
          0,           0,         200,      -6.634482849,      -5.192928143,      -5.754372437
          0,           0,         201,      -6.664960405,       -5.20470717,      -5.772606441
          0,           0,         202,      -6.691969621,      -5.217959586,      -5.798388392
          0,           0,         203,      -6.753376409,      -5.219317922,      -5.799338055
          0,           0,         204,      -6.774916954,      -5.220833305,      -5.802107396
          0,           0,         205,      -6.787797237,      -5.222544279,      -5.806227744
          0,           0,         206,      -6.798953823,      -5.224490319,      -5.811344283
          0,           0,         207,       -6.81073428,      -5.226721691,      -5.817473859
          0,           0,         208,      -6.824447355,      -5.229279823,      -5.824858438
          0,           0,         209,      -6.841204354,      -5.232198079,      -5.833833063
          0,           0,         210,      -6.862159219,      -5.235509725,      -5.844780714
          0,           0,         211,      -6.888529669,      -5.239240827,      -5.858125179
          0,           0,         212,      -6.921173385,      -5.243382893,      -5.874362767
          0,           0,         213,      -6.960148655,      -5.247869433,      -5.894197986
          0,           0,         214,      -7.004610761,      -5.252580699,      -5.918765714
          0,           0,         215,      -7.051486154,      -5.257384799,      -5.949799348
          0,           0,         216,       -7.11224145,       -5.25779149,      -5.951980309
          0,           0,         217,      -7.132450397,      -5.258216156,      -5.955474734
          0,           0,         218,      -7.142121866,      -5.258672982,      -5.960096481
          0,           0,         219,      -7.148183079,      -5.259185927,      -5.965742968
          0,           0,         220,      -7.153106018,      -5.259782587,       -5.97252923
          0,           0,         221,        -7.1576739,        -5.2604842,      -5.980719973
          0,           0,         222,      -7.161613538,      -5.261305289,      -5.990656821
          0,           0,         223,      -7.163889337,      -5.262260044,       -6.00273914
          0,           0,         224,      -7.162794647,      -5.263370154,      -6.017433185
          0,           0,         225,      -7.155966711,      -5.264673498,      -6.035271131
          0,           0,         226,      -7.140753837,      -5.266238806,      -6.056812189
          0,           0,         227,      -7.115084685,      -5.268190733,      -6.082442325
          0,           0,         228,      -7.078069663,      -5.270751181,      -6.111727527
          0,           0,         229,       -7.03001449,      -5.274307468,      -6.142001612
          0,           0,         230,      -7.040223226,      -5.274594312,      -6.143616504
          0,           0,         231,      -7.038657351,      -5.274907417,      -6.146101158
          0,           0,         232,      -7.032653289,      -5.275298006,      -6.149102142
          0,           0,         233,      -7.024202842,      -5.275818901,        -6.1524819
          0,           0,         234,      -7.014403615,      -5.276517243,      -6.156253258
          0,           0,         235,      -7.003722108,      -5.277437414,      -6.160340405
          0,           0,         236,      -6.992228749,      -5.278634389,      -6.164416605
          0,           0,         237,      -6.979697947,      -5.280188428,      -6.167857524
          0,           0,         238,      -6.965535412,      -5.282218446,      -6.169697408
          0,           0,         239,      -6.948982224,      -5.284898493,      -6.168603986
          0,           0,         240,       -6.92909272,      -5.288480976,      -6.163189934
          0,           0,         241,      -6.904767689,      -5.293331226,      -6.152435509
          0,           0,         242,      -6.875259609,      -5.299980071,      -6.135854085
          0,           0,         243,      -6.856169159,      -5.307476527,      -6.116694375
          0,           0,         244,      -6.840599745,      -5.315869893,      -6.096987433
          0,           0,         245,      -6.828174827,      -5.325172307,      -6.077898291
          0,           0,         246,      -6.819059922,      -5.335377807,      -6.060154222
          0,           0,         247,      -6.813151035,      -5.346472001,      -6.044222749
          0,           0,         248,      -6.810189396,      -5.358435698,      -6.030373014
          0,           0,         249,      -6.809822994,      -5.371247012,      -6.018723029
          0,           0,         250,      -6.838574959,      -5.372626454,      -6.015871134
          0,           0,         251,      -6.848629078,      -5.374248612,      -6.013873608
          0,           0,         252,      -6.853152985,      -5.376190154,       -6.01233122
          0,           0,         253,      -6.855359979,      -5.378533261,       -6.01072584
          0,           0,         254,        -6.8562885,      -5.381376821,      -6.008800919
          0,           0,         255,      -6.856428086,      -5.384832035,       -6.00652776
          0,           0,         256,      -6.856110398,      -5.389033915,      -6.003980896
          0,           0,         257,      -6.855583064,      -5.394157165,      -6.001253168
          0,           0,         258,      -6.854934471,      -5.400431481,      -5.998438646
          0,           0,         259,       -6.85407583,      -5.408157828,      -5.995624282
          0,           0,         260,      -6.852611874,      -5.417719498,      -5.992955433
          0,           0,         261,      -6.849861037,      -5.429592457,      -5.990789291
          0,           0,         262,      -6.845211348,      -5.444375885,      -5.989752675
          0,           0,         263,      -6.838308516,      -5.462842522,      -5.990678344
          0,           0,         264,       -6.87695005,      -5.464887133,      -5.989176654
          0,           0,         265,       -6.89008116,      -5.467278062,      -5.988825157
          0,           0,         266,      -6.896202097,       -5.47011661,      -5.989206897
          0,           0,         267,      -6.899622619,      -5.473510078,      -5.989825628
          0,           0,         268,      -6.901639987,      -5.477591973,      -5.990487576
          0,           0,         269,      -6.902833706,      -5.482512005,      -5.991246218
          0,           0,         270,      -6.903630383,      -5.488447958,       -5.99226545
          0,           0,         271,      -6.904387608,      -5.495626066,      -5.993741081
          0,           0,         272,      -6.905346256,      -5.504345008,      -5.995889198
          0,           0,         273,      -6.906554741,       -5.51499357,      -5.998948843
          0,           0,         274,      -6.907674582,       -5.52805006,      -6.003250098
          0,           0,         275,      -6.908129151,      -5.544086321,      -6.009339982
          0,           0,         276,      -6.907449377,      -5.563806005,      -6.018043387
          0,           0,         277,      -6.940831161,      -5.565980328,      -6.017705073
          0,           0,         278,      -6.953079742,      -5.568539616,      -6.018379797
          0,           0,         279,      -6.959435496,      -5.571568225,      -6.019862274
          0,           0,         280,      -6.963574887,      -5.575167008,      -6.021812228
          0,           0,         281,      -6.966643195,      -5.579473537,      -6.024076204
          0,           0,         282,      -6.969134841,      -5.584643088,      -6.026708797
          0,           0,         283,      -6.971379772,      -5.590851723,       -6.02989287
          0,           0,         284,      -6.973670117,      -5.598314919,      -6.033865651
          0,           0,         285,      -6.976259512,       -5.60731421,      -6.038900866
          0,           0,         286,      -6.979333735,      -5.618220737,      -6.045314975
          0,           0,         287,      -6.982850208,      -5.631497047,      -6.053486988
          0,           0,         288,       -6.98655251,       -5.64768735,      -6.063937773
          0,           0,         289,      -6.990270283,      -5.667434617,       -6.07744022
          0,           0,         290,      -6.993981777,      -5.691524971,      -6.095059587
          0,           0,         291,      -7.033818777,      -5.694207675,      -6.095600804
          0,           0,         292,      -7.047685512,      -5.697357798,      -6.097464743
          0,           0,         293,      -7.054784993,      -5.701073455,      -6.100380267
          0,           0,         294,      -7.059619734,      -5.705471723,       -6.10398702
          0,           0,         295,      -7.063584603,      -5.710712469,      -6.108180466
          0,           0,         296,      -7.067306836,      -5.716971359,       -6.11309769
          0,           0,         297,      -7.071236455,       -5.72444694,      -6.119010014
          0,           0,         298,       -7.07576821,      -5.733391007,      -6.126249578
          0,           0,         299,       -7.08125673,      -5.744142282,      -6.135199694
          0,           0,         300,      -7.087954373,      -5.757135352,      -6.146302862
          0,           0,         301,      -7.095812376,      -5.772876302,      -6.160088056
          0,           0,         302,      -7.104587263,       -5.79192377,      -6.177260527
          0,           0,         303,      -7.114142111,      -5.814903849,      -6.198814158
          0,           0,         304,      -7.147062197,      -5.817425463,      -6.199943615
          0,           0,         305,      -7.159732063,      -5.820407843,      -6.202289073
          0,           0,         306,      -7.166940976,      -5.823921324,      -6.205727896
          0,           0,         307,      -7.172327491,      -5.828062019,      -6.210001093
          0,           0,         308,      -7.177130859,      -5.832973008,      -6.215015718
          0,           0,         309,      -7.181941904,      -5.838814874,      -6.220889633
          0,           0,         310,      -7.187168978,      -5.845762731,      -6.227889842
          0,           0,         311,      -7.193164298,      -5.854027339,      -6.236363894
          0,           0,         312,       -7.20025692,      -5.863883134,      -6.246720243
          0,           0,         313,      -7.208770097,      -5.875677415,      -6.259441019
          0,           0,         314,       -7.21888285,      -5.889804965,      -6.275097469
          0,           0,         315,      -7.230595439,      -5.906669198,      -6.294400912
          0,           0,         316,       -7.24402828,      -5.926658149,      -6.318325884
          0,           0,         317,      -7.259586802,      -5.950114135,      -6.348229716
          0,           0,         318,      -7.298202109,      -5.952683164,      -6.350086057
          0,           0,         319,        -7.3126078,      -5.955688151,      -6.353525924
          0,           0,         320,      -7.320799743,      -5.959188288,      -6.358344322
          0,           0,         321,      -7.327172195,      -5.963268656,      -6.364233881
          0,           0,         322,      -7.333246584,      -5.968055624,      -6.371136181
          0,           0,         323,       -7.33977501,      -5.973683817,      -6.379255693
          0,           0,         324,      -7.347293269,       -5.98029483,      -6.388965559
          0,           0,         325,      -7.356275815,      -5.988055854,       -6.40073344
          0,           0,         326,      -7.367213882,      -5.997170695,      -6.415111985
          0,           0,         327,      -7.380629466,      -6.007858514,      -6.432757331
          0,           0,         328,      -7.396908802,      -6.020305699,      -6.454454405
          0,           0,         329,      -7.416356818,      -6.034619899,      -6.481196255
          0,           0,         330,      -7.439491443,      -6.050792445,      -6.514329755
          0,           0,         331,      -7.471690879,      -6.052512229,      -6.516655402
          0,           0,         332,      -7.485230126,      -6.054511377,       -6.52047258
          0,           0,         333,      -7.493843287,      -6.056813113,       -6.52570941
          0,           0,         334,      -7.501102315,      -6.059464097,      -6.532158519
          0,           0,         335,      -7.508424447,      -6.062542147,      -6.539778633
          0,           0,         336,      -7.516594187,      -6.066131496,       -6.54875764
          0,           0,         337,       -7.52615971,      -6.070313244,      -6.559463285
          0,           0,         338,      -7.537581643,      -6.075168552,      -6.572378064
          0,           0,         339,      -7.551336746,         -6.080782,      -6.588076805
          0,           0,         340,      -7.568016643,      -6.087232304,      -6.607241136
          0,           0,         341,      -7.588253159,      -6.094571845,      -6.630677726
          0,           0,         342,       -7.61264185,      -6.102810207,      -6.659346776
          0,           0,         343,      -7.641912307,      -6.111909036,        -6.6944475
          0,           0,         344,      -7.676934509,      -6.121788883,      -6.737489262
          0,           0,         345,      -7.715006568,      -6.122809492,      -6.740768973
          0,           0,         346,      -7.730316437,      -6.123956435,      -6.745923278
          0,           0,         347,      -7.739957905,      -6.125248182,      -6.752764178
          0,           0,         348,      -7.748404495,      -6.126723992,      -6.761035815
          0,           0,         349,      -7.757503932,      -6.128440086,       -6.77073947
          0,           0,         350,      -7.768236921,      -6.130452602,      -6.782144533
          0,           0,         351,      -7.781136562,      -6.132812128,      -6.795693433
          0,           0,         352,      -7.796521891,      -6.135566304,      -6.811916322
          0,           0,         353,      -7.814700277,      -6.138763789,      -6.831387399
          0,           0,         354,      -7.836027263,      -6.142457546,      -6.854692268
          0,           0,         355,      -7.860689196,      -6.146713168,      -6.882375887
          0,           0,         356,      -7.888401528,      -6.151625584,      -6.914851186
          0,           0,         357,      -7.917811205,      -6.157342773,      -6.952179597
          0,           0,         358,      -7.950212583,      -6.162926567,      -6.987028751
          0,           0,         359,      -7.974847647,      -6.168472258,       -7.01839126
          0,           0,         360,      -7.990793247,       -6.17407711,      -7.045155751
          0,           0,         361,      -7.998803843,      -6.179822232,      -7.066495663
          0,           0,         362,      -8.000220676,      -6.185773283,       -7.08206921
          0,           0,         363,      -7.996644094,      -6.191982475,      -7.092082065
          0,           0,         364,      -7.989626818,       -6.19848985,      -7.097196984
          0,           0,         365,      -7.980554897,      -6.205324174,      -7.098354327
          0,           0,         366,      -7.970606041,      -6.212503803,      -7.096589459
          0,           0,         367,       -7.96071391,      -6.220037539,      -7.092895008
          0,           0,         368,      -7.951551337,       -6.22792544,      -7.088136815
          0,           0,         369,      -7.943551309,      -6.236159659,        -7.0830154
          0,           0,         370,      -7.936956801,      -6.244725278,      -7.078061267
          0,           0,         371,      -7.931878056,      -6.253601179,       -7.07365184
          0,           0,         372,      -7.928341645,       -6.26276079,      -7.070038609
          0,           0,         373,       -7.92632565,      -6.272172885,      -7.067376034
          0,           0,         374,      -7.933935118,      -6.273118651,       -7.06712337
          0,           0,         375,      -7.937503222,      -6.274238903,      -7.066832479
          0,           0,         376,      -7.939596354,      -6.275590349,      -7.066506344
          0,           0,         377,      -7.940689196,      -6.277233542,      -7.066072052
          0,           0,         378,      -7.941062183,      -6.279232909,      -7.065508978
          0,           0,         379,      -7.941005119,      -6.281655879,      -7.064870689
          0,           0,         380,      -7.940776561,      -6.284579479,      -7.064263859
          0,           0,         381,      -7.940578597,      -6.288101419,      -7.063812471
          0,           0,         382,      -7.940454753,       -6.29234848,       -7.06363554
          0,           0,         383,      -7.940325075,      -6.297478779,      -7.063811292
          0,           0,         384,      -7.940158889,      -6.303679107,      -7.064385383
          0,           0,         385,      -7.939933882,      -6.311162407,       -7.06553748
          0,           0,         386,      -7.939663575,      -6.320170495,      -7.067715763
          0,           0,         387,      -7.939625274,      -6.330975616,      -7.071537843
          0,           0,         388,      -7.949179468,      -6.332062995,      -7.071927911
          0,           0,         389,      -7.954065229,      -6.333347873,      -7.072333667
          0,           0,         390,      -7.957470691,      -6.334893529,      -7.072841084
          0,           0,         391,      -7.959949079,      -6.336761165,      -7.073446698
          0,           0,         392,      -7.961827904,      -6.339013055,      -7.074189195
          0,           0,         393,      -7.963430668,      -6.341714337,      -7.075169809
          0,           0,         394,      -7.965078799,      -6.344941745,      -7.076529534
          0,           0,         395,      -7.967063026,      -6.348793031,      -7.078420453
          0,           0,         396,      -7.969526145,      -6.353390043,      -7.080988717
          0,           0,         397,      -7.972556695,       -6.35887425,      -7.084335003
          0,           0,         398,      -7.976325873,      -6.365397475,      -7.088550878
          0,           0,         399,      -7.981019249,      -6.373114798,      -7.093893777
          0,           0,         400,      -7.986801026,        -6.3821836,      -7.100850739
          0,           0,         401,      -7.996832757,      -6.391042155,       -7.10821556
          0,           0,         402,       -8.00775856,       -6.39967237,      -7.115933166
          0,           0,         403,      -8.019035734,      -6.408055961,      -7.123931165
          0,           0,         404,      -8.030775777,      -6.416176614,      -7.132115043
          0,           0,         405,      -8.043094297,      -6.424020792,      -7.140417765
          0,           0,         406,      -8.055999889,      -6.431578369,      -7.148801584
          0,           0,         407,      -8.069370496,      -6.438843176,      -7.157239924
          0,           0,         408,      -8.075914654,      -6.439579291,      -7.158030389
          0,           0,         409,      -8.080470575,      -6.440437948,      -7.158863864
          0,           0,         410,      -8.084708007,      -6.441456007,      -7.159848125
          0,           0,         411,       -8.08883504,      -6.442669545,      -7.161050383
          0,           0,         412,      -8.092967878,      -6.444116349,      -7.162557077
          0,           0,         413,      -8.097242609,      -6.445835535,        -7.1644724
          0,           0,         414,      -8.101779209,      -6.447870223,      -7.166907116
          0,           0,         415,       -8.10667568,      -6.450271696,      -7.169971494
          0,           0,         416,      -8.111958851,      -6.453101201,      -7.173774716
          0,           0,         417,      -8.117616036,      -6.456427168,      -7.178398633
          0,           0,         418,      -8.123712104,      -6.460318606,      -7.183869445
          0,           0,         419,      -8.130398098,      -6.464839485,      -7.190221769
