"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -4.142190653,      -16.59154172,      -17.04488068,      -8.957330504,               2.4,               2.4,       1.876873573,       3.713777318,       5.216048634
           1,      -4.388184615,      -4.211667241,      -3.794512556,      -9.077442931,              2.88,              2.88,       2.303084391,       4.697166356,        6.65233506
           2,      -4.745871235,      -4.477755912,      -3.961557657,      -9.285576574,             3.456,             3.456,       1.986620374,       4.028269648,       5.754885296
           3,      -4.642771657,      -4.597173073,      -4.284259496,      -9.486722085,            4.1472,            4.1472,       1.462025728,       2.865686263,       4.102396269
           4,       -4.64334844,      -4.671705689,      -4.432621845,       -9.73777028,           4.97664,           4.97664,       1.194343915,       2.304173733,        3.26089712
           5,      -4.804824171,      -4.807494048,      -4.495582549,      -9.833634146,          5.971968,          5.971968,       1.148298484,       2.241051625,       3.143521499
           6,      -4.926579005,      -4.870760896,      -4.578059847,      -9.913360992,         7.1663616,         7.1663616,       1.177636247,       2.344005811,       3.285331024
           7,      -4.955655251,      -4.870017588,      -4.603176624,      -9.999171439,        8.59963392,        8.59963392,       1.204443413,       2.449315663,       3.432052529
           8,      -4.950107643,      -4.823321231,      -4.584147289,       -10.0579962,        10.3195607,        10.3195607,       1.208291176,       2.520797166,       3.520351694
           9,      -4.920554977,      -4.739741519,      -4.542907408,      -10.09613626,       12.38347284,       12.38347284,       1.189523681,       2.566732126,       3.564526898
          10,      -4.869899533,      -4.629477732,      -4.488284379,      -10.12558594,       14.86016741,       14.86016741,       1.142475187,       2.575137919,        3.54806833
          11,      -4.820045837,       -4.52075882,       -4.42712833,      -10.14337865,        17.8322009,        17.8322009,       1.060793825,       2.529793995,       3.447191713
          12,      -4.777049355,      -4.408409211,      -4.358664194,      -10.12574078,       21.39864108,       21.39864108,      0.9431945198,       2.412924873,       3.236578804
          13,      -4.761189353,      -4.326178211,      -4.308868592,      -10.06433637,       25.67836929,       25.67836929,      0.7987007257,       2.213815505,       2.902402274
          14,       -4.77850844,      -4.296191988,      -4.311174179,      -10.04225585,       30.81404315,       30.81404315,      0.6408512189,       1.935482868,       2.448491399
          15,      -4.770401231,      -4.279213519,      -4.360064915,       -10.1201166,       3.081404315,       3.081404315,       0.483963201,        1.61247329,        1.91915432
          16,       -4.76853833,      -4.211659639,      -4.366809934,       -10.1456947,       3.697685178,       3.697685178,         0.3671519,        1.34773273,       1.473963665
          17,      -4.708206559,      -4.151449635,      -4.244072136,      -10.01151778,       4.437222213,       4.437222213,      0.2579580269,       1.107360425,       1.065419167
          18,      -4.725275727,      -4.092246332,      -4.178896397,      -9.992052272,       5.324666656,       5.324666656,      0.1982486818,      0.9824884897,      0.8583896033
          19,      -4.830102215,      -4.172314706,      -4.240118127,      -9.988216327,       6.389599987,       6.389599987,      0.1466630137,      0.8794005016,      0.6950378081
          20,      -4.912415789,      -4.205997091,      -4.285524278,      -9.991637555,       7.667519985,       7.667519985,      0.1040448177,      0.7990710948,      0.5768931052
          21,      -4.963473647,      -4.238372367,      -4.328436705,      -9.999039351,       9.201023982,       9.201023982,      0.0715970059,      0.7433356527,      0.5051913541
          22,      -4.995215732,      -4.268745032,      -4.359432735,       -9.99881415,       11.04122878,       11.04122878,      0.0513324562,      0.7192051492,      0.4907875137
          23,      -4.992998006,      -4.266562438,      -4.359481646,       -10.0072419,       13.24947453,       13.24947453,     0.04384750876,      0.7111313567,       0.485096636
          24,      -5.150268145,      -4.451955733,      -4.521229288,      -10.02516418,       13.24947453,       13.24947453,     0.03633274954,      0.7046084043,      0.4843955444
          25,      -5.255546981,      -4.512600667,      -4.576370199,      -10.02635288,       13.24947453,       13.24947453,      0.0307803462,      0.7015965785,      0.4920017703
          26,      -5.253298039,      -4.506210166,      -4.584838399,      -10.01139691,       13.24947453,       13.24947453,      0.0293567228,      0.7072647913,      0.5152313655
          27,      -5.272181548,      -4.488196547,      -4.568738308,      -9.987228114,       13.24947453,       13.24947453,     0.03415637576,      0.7281576732,      0.5620800557
          28,      -5.287262478,      -4.462654829,      -4.543230432,      -9.956912895,       13.24947453,       13.24947453,     0.04691913571,      0.7703862371,      0.6392062508
          29,      -5.281249425,      -4.429040961,      -4.514064745,       -9.92323455,       13.24947453,       13.24947453,     0.06905852503,      0.8376172292,      0.7490727633
          30,      -5.262090689,      -4.385595139,       -4.47996072,      -9.888400197,       15.89936944,       15.89936944,      0.1009396134,      0.9292599668,      0.8877176923
          31,      -5.236334551,      -4.328388057,      -4.442208542,      -9.852165431,       15.89936944,       15.89936944,      0.1414233275,       1.040898297,       1.045846469
          32,      -5.211411269,      -4.271443583,      -4.396482986,      -9.831912883,       19.07924333,       19.07924333,       0.164402628,       1.104652477,       1.132219408
          33,      -5.217367166,      -4.374388541,      -4.505578521,      -9.808859269,       1.907924333,       1.907924333,      0.1892452373,       1.172764032,       1.221302992
          34,      -5.237591121,      -4.358051695,      -4.453714043,      -9.795156979,       2.289509199,       2.289509199,      0.2105196849,       1.228879361,       1.292099198
          35,      -5.130612341,      -4.294591075,      -4.362068624,      -9.776342625,       2.747411039,       2.747411039,      0.2280816693,       1.277384892,       1.350243297
          36,      -5.107460835,      -4.254311439,      -4.256577378,      -9.755831604,       3.296893247,       3.296893247,      0.2392939174,         1.3130941,       1.388911039
          37,      -5.087606206,      -4.240695204,      -4.138621314,      -9.744344428,       3.956271897,       3.956271897,      0.2422782901,       1.322624874,        1.39943175
          38,      -5.173352603,      -4.303771397,      -4.108798372,       -9.73304528,       4.747526276,       4.747526276,      0.2448854465,       1.332419728,        1.40947146
          39,      -5.279248811,      -4.331858282,      -3.978021411,      -9.719939315,       5.697031531,       5.697031531,      0.2468850269,       1.341836618,       1.418133565
          40,      -5.328578092,      -4.335206635,      -3.809105421,      -9.704719544,       6.836437837,       6.836437837,       0.247635029,       1.349494031,       1.423649293
          41,      -5.336345626,      -4.331414964,      -3.635588421,       -9.68821088,       8.203725405,       8.203725405,      0.2464490965,       1.353982218,        1.42427434
          42,      -5.342877881,      -4.323624803,       -3.45037705,      -9.671020321,       9.844470486,       9.844470486,      0.2429628599,       1.354534437,       1.419093609
          43,      -5.342780788,      -4.311946669,       -3.28962586,      -9.653597923,       11.81336458,       11.81336458,      0.2372131216,       1.351637459,       1.408655732
          44,      -5.335512435,       -4.29564781,      -3.162798545,      -9.636191803,        14.1760375,        14.1760375,      0.2294866455,       1.347033486,       1.394978525
          45,      -5.326900341,      -4.265363274,      -3.087879463,      -9.618870068,         17.011245,         17.011245,      0.2203172894,       1.343662383,       1.381601226
          46,      -5.317711609,      -4.229967994,      -3.016287225,      -9.607743578,         20.413494,         20.413494,      0.2148746086,       1.344094112,       1.376541293
          47,       -5.33796893,      -4.302933101,      -3.265348652,      -9.595680816,        24.4961928,        24.4961928,      0.2092753917,       1.347400752,       1.374446761
          48,      -5.355751226,      -4.219619729,      -3.588145343,      -9.582108607,       29.39543136,       29.39543136,      0.2038498768,       1.355162205,       1.377494832
          49,      -5.329300438,      -4.215296384,       -4.03853533,      -9.567357786,       2.939543136,       2.939543136,      0.1989378844,       1.368781421,       1.387594657
          50,      -5.290284936,      -4.290328404,      -4.200260813,      -9.562551814,       3.527451763,       3.527451763,      0.1963020424,       1.385604397,       1.402775064
          51,      -5.194870716,       -4.26352987,      -4.078180549,      -9.553878971,       4.232942116,       4.232942116,      0.1954674669,       1.389569068,        1.40628654
          52,      -5.351895786,      -4.312747746,      -3.939321898,      -9.546393658,       5.079530539,       5.079530539,       0.194197035,        1.39404014,       1.410281727
          53,       -5.44934104,      -4.328600039,      -3.866044771,      -9.539073175,       6.095436647,       6.095436647,      0.1926176399,       1.399127028,       1.414944766
          54,      -5.510475262,      -4.333052192,      -3.635296274,       -9.53081656,       7.314523976,       7.314523976,      0.1908354282,       1.405082524,       1.420533615
          55,      -5.483855175,      -4.330111346,      -3.481167211,      -9.521947418,       8.777428771,       8.777428771,      0.1889437878,       1.412325713,       1.427413773
          56,      -5.478597615,      -4.315411655,      -3.298736428,      -9.512685365,       10.53291453,       10.53291453,      0.1871787772,       1.421719999,       1.436543359
          57,      -5.462802209,      -4.291783472,      -3.147162265,      -9.503099447,       12.63949743,       12.63949743,      0.1858900384,       1.434320638,       1.449218175
          58,      -5.439040549,      -4.261685574,      -2.994996342,      -9.493317445,       15.16739692,       15.16739692,      0.1851866102,       1.450274685,       1.465674856
          59,      -5.415536343,      -4.222853557,      -2.841830282,      -9.483441469,        18.2008763,        18.2008763,      0.1847130341,       1.468340771,       1.484349063
          60,      -5.394485103,      -4.183579984,      -2.730887398,      -9.476828794,       21.84105156,       21.84105156,       0.184157559,       1.478657232,       1.494702346
          61,       -5.38913787,      -4.224621502,      -2.967424337,      -9.470628067,       26.20926187,       26.20926187,      0.1835234433,       1.489851221,       1.505772187
          62,      -5.420827096,      -4.022455664,      -3.309227914,      -9.464044342,       31.45111425,       31.45111425,      0.1829017779,       1.502203474,       1.517910756
          63,      -5.407335529,      -4.038693936,      -3.767522299,      -9.457423093,       3.145111425,       3.145111425,      0.1825425751,       1.516648968,       1.532300628
          64,      -5.378586473,      -4.183056835,      -4.013916765,      -9.457586657,        3.77413371,        3.77413371,      0.1831506256,        1.52968588,       1.545782357
          65,      -5.335629295,      -4.287914297,      -3.848180123,      -9.452728607,       4.528960451,       4.528960451,      0.1838723969,       1.543478575,       1.560244037
          66,      -5.399158792,      -4.296314448,      -3.552344874,      -9.447925633,       5.434752542,       5.434752542,      0.1845588851,       1.557994262,       1.575543622
          67,      -5.449370264,      -4.263363984,      -3.303566993,      -9.443233458,        6.52170305,        6.52170305,      0.1850631234,       1.573048911,       1.591326019
          68,      -5.465289172,      -4.205635881,      -3.059067761,       -9.43863517,        7.82604366,        7.82604366,      0.1851888961,        1.58830012,       1.607017093
          69,      -5.464954126,      -4.110393503,      -2.799619717,      -9.434155195,       9.391252392,       9.391252392,      0.1846664711,       1.603233494,       1.621817424
          70,      -5.459676283,      -3.973689952,      -2.588145895,      -9.429864153,       11.26950287,       11.26950287,      0.1832198299,        1.61726563,       1.634867068
          71,      -5.451328405,      -3.816962133,      -2.371745965,      -9.425811798,       13.52340344,       13.52340344,      0.1806276614,       1.629829036,       1.645398956
          72,      -5.442643239,      -3.667321879,      -2.193622323,      -9.422073071,       16.22808413,       16.22808413,      0.1765120486,       1.641824349,       1.653888181
          73,      -5.397405868,      -3.551973245,      -2.033463659,        -9.4189415,       19.47370096,       19.47370096,      0.1734011887,       1.646250037,       1.656317128
          74,      -5.485063245,      -3.472721707,      -1.916372814,      -9.416615765,       23.36844115,       23.36844115,      0.1693873976,       1.650364168,       1.657743648
          75,      -5.508234626,      -3.497340293,      -1.840650574,      -9.416410793,       28.04212938,       28.04212938,      0.1675438423,       1.651941287,       1.658173883
          76,      -5.593638374,      -3.639495972,      -2.290257505,      -9.416751231,       33.65055526,       33.65055526,      0.1654168147,       1.653531566,       1.658385419
          77,      -5.638927532,      -3.545132659,      -2.975401565,      -9.417623572,       40.38066631,       40.38066631,      0.1630288895,       1.655294508,       1.658454237
          78,      -5.624849796,      -3.675854224,      -3.131077957,      -9.419302378,       48.45679957,       48.45679957,      0.1604175847,        1.65765585,       1.658798061
          79,      -5.609587821,       -3.89247003,      -3.386822987,       -9.42215802,       4.845679957,       4.845679957,      0.1576469633,       1.661096946,       1.659974378
          80,      -5.599294266,      -4.238808281,       -3.34443421,      -9.430135111,       5.814815949,       5.814815949,      0.1560014555,       1.664048704,       1.661369297
          81,      -5.548960984,      -4.397865846,       -3.27001519,      -9.428699552,       6.977779139,       6.977779139,      0.1541780121,       1.667807211,       1.663559292
          82,      -5.598472156,       -4.33770423,      -2.938399536,      -9.427336375,       8.373334966,       8.373334966,      0.1522867635,       1.672540619,       1.666934485
          83,      -5.621693987,      -4.252499255,      -2.724272845,       -9.42623223,       10.04800196,       10.04800196,      0.1505871347,       1.678774096,         1.6723652
          84,      -5.604127888,      -4.105069971,      -2.533497468,      -9.425271049,       12.05760235,       12.05760235,      0.1494292343,       1.687465862,       1.681153576
          85,      -5.573981144,       -3.96945944,      -2.282945901,      -9.424757675,       14.46912282,       14.46912282,      0.1490783894,       1.699555141,       1.694374206
          86,      -5.543131473,      -3.812098599,      -2.141897983,      -9.424740581,       17.36294739,       17.36294739,      0.1492182294,       1.713305759,       1.709829935
          87,      -5.544912301,       -3.69037063,      -1.954522273,      -9.425055415,       20.83553686,       20.83553686,      0.1496876282,       1.730002472,       1.728494528
          88,      -5.510352178,      -3.583377994,      -1.866905268,      -9.427457477,       25.00264424,       25.00264424,      0.1492910793,       1.736999266,       1.736426816
          89,       -5.59535035,      -3.523365999,        -1.8003518,      -9.430582769,       30.00317308,       30.00317308,      0.1487049893,       1.744982635,       1.745220553
          90,      -5.604419854,      -3.557540905,      -1.786277609,      -9.436155504,        36.0038077,        36.0038077,      0.1482094037,       1.747962281,       1.748389193
          91,      -5.706572064,      -3.726173639,      -2.295755729,      -9.442776246,       43.20456924,       43.20456924,      0.1477015908,       1.751476392,       1.752131387
          92,      -5.735013082,      -3.665270933,      -3.049603484,      -9.450904271,       51.84548309,       51.84548309,      0.1472159843,       1.755881921,       1.756735112
          93,      -5.723961415,      -3.829870497,      -3.092892726,      -9.460758865,       62.21457971,       62.21457971,      0.1467003642,       1.761459034,       1.762389588
          94,      -5.717295499,      -4.040968301,      -3.239190039,      -9.472606863,       6.221457971,       6.221457971,       0.146029026,       1.768165696,       1.768971857
          95,      -5.710604504,      -4.370679471,      -3.244039126,      -9.489065363,       7.465749565,       7.465749565,       0.145790825,       1.772862285,       1.773701614
          96,      -5.681167559,      -4.472537622,      -3.285676731,      -9.488989722,       8.958899478,       8.958899478,        0.14537067,       1.778171709,       1.778993075
          97,      -5.737121707,      -4.454266273,      -2.957013895,      -9.489111922,       10.75067937,       10.75067937,       0.144783463,       1.784058109,       1.784817647
          98,       -5.75049511,      -4.394115594,       -2.81270328,      -9.489612381,       12.90081525,       12.90081525,      0.1440495014,       1.790522898,       1.791195332
          99,      -5.727244815,      -4.309202082,      -2.698018656,      -9.490344512,        15.4809783,        15.4809783,      0.1432180009,       1.797760769,       1.798392147
         100,      -5.696843171,      -4.246320548,      -2.521314813,      -9.491663138,       18.57717396,       18.57717396,      0.1424134807,       1.806152904,       1.806931105
         101,      -5.666775179,       -4.15340262,      -2.523125258,      -9.494468135,       22.29260875,       22.29260875,      0.1416958042,        1.80976031,       1.810715793
         102,       -5.73944258,      -4.117989796,      -2.357137652,      -9.499029736,        26.7511305,        26.7511305,      0.1412782788,       1.811073739,       1.812060596
         103,      -5.934704985,      -4.192742836,      -2.982788813,      -9.504304134,        32.1013566,        32.1013566,      0.1406968587,       1.812320857,       1.813276397
         104,      -5.916694478,       -4.24356696,      -3.343998106,      -9.510671721,       38.52162792,       38.52162792,      0.1400603747,       1.813820448,       1.814744541
         105,      -5.898458126,      -4.386763805,      -3.766344413,      -9.518209529,       3.852162792,       3.852162792,      0.1394364052,       1.815888335,       1.816767672
