"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -5.984629548,      -4.777455973,      -4.846951193,      -9.485865396,               2.4,               2.4,      0.2386021322,       1.177384611,       1.277516788
           1,      -6.062549943,      -4.797649401,       -4.86622231,      -9.159435973,              2.88,              2.88,      0.2383723461,       1.177565339,        1.27760084
           2,      -6.029059277,      -4.816489067,      -4.887766531,      -8.964024915,             3.456,             3.456,       0.238147731,       1.177737402,       1.277672101
           3,      -5.947403713,      -4.832412675,      -4.913397794,      -8.830322418,            4.1472,            4.1472,      0.2379445072,       1.177861873,       1.277706177
           4,      -5.874584897,      -4.843435578,      -4.946179441,      -8.739176217,           4.97664,           4.97664,      0.2377678685,       1.177897393,       1.277678418
           5,      -5.825918429,        -4.8481675,      -4.990068538,       -8.68348576,          5.971968,          5.971968,      0.2376119512,       1.177806164,       1.277566401
           6,      -5.805415597,      -4.846874366,      -5.048148312,      -8.660488668,         7.1663616,         7.1663616,      0.2374533675,        1.17755923,       1.277346795
           7,      -5.814503879,      -4.841727394,      -5.120712359,      -8.667555703,        8.59963392,        8.59963392,      0.2372457999,        1.17713454,       1.276987442
           8,      -5.849887048,      -4.835980885,       -5.20342756,      -8.698083886,        10.3195607,        10.3195607,      0.2369206594,       1.176501212,       1.276435208
           9,      -5.900682022,      -4.832718165,       -5.28074007,       -8.74266642,       12.38347284,       12.38347284,      0.2363826334,       1.175589468,       1.275594041
          10,      -5.952974923,      -4.833757887,      -5.316586018,       -8.78121537,       14.86016741,       14.86016741,      0.2354975588,       1.174253575,       1.274288579
          11,      -6.001311422,      -4.838859258,      -5.292053373,      -8.791271833,        17.8322009,        17.8322009,      0.2340653664,       1.172234043,       1.272208142
          12,      -6.048865611,      -4.845604031,      -5.247115206,      -8.763215421,       21.39864108,       21.39864108,      0.2317934213,       1.169139347,       1.268849362
          13,      -6.098561017,      -4.850747447,      -5.220263024,       -8.70711911,       25.67836929,       25.67836929,      0.2283104931,       1.164503362,       1.263525219
          14,      -6.151807324,       -4.85262291,      -5.218102743,      -8.638784942,       30.81404315,       30.81404315,      0.2232773576,       1.158007104,       1.255577829
          15,      -6.206941178,      -4.852009395,       -5.22790486,      -8.565084687,       36.97685178,       36.97685178,      0.2166097677,       1.149874797,        1.24489749
          16,       -6.25671973,      -4.850361721,      -5.232649372,      -8.489590419,       44.37222213,       44.37222213,      0.2086993177,       1.141175884,       1.232509696
          17,      -6.294803774,      -4.848063137,      -5.225576614,      -8.413024922,       53.24666656,       53.24666656,      0.2004103671,       1.133538059,        1.22053331
          18,      -6.322288989,      -4.844659921,      -5.209868241,      -8.335535827,       63.89599987,       63.89599987,      0.1927707094,       1.128156775,       1.211054692
          19,      -6.342945408,      -4.839806723,      -5.188009346,      -8.257307783,       76.67519985,       76.67519985,       0.186597287,       1.124892752,       1.204672712
          20,      -6.353766419,       -4.83341943,      -5.160350781,      -8.179086205,       7.667519985,       7.667519985,      0.1823564923,       1.122507137,       1.200222083
          21,      -6.346063828,      -4.825421925,      -5.128013806,      -8.162972067,       9.201023982,       9.201023982,      0.1819458048,        1.12228106,       1.199802208
          22,      -6.307545997,       -4.82308174,      -5.169650989,      -8.150747511,       11.04122878,       11.04122878,      0.1815070851,       1.122025844,       1.199338998
          23,       -6.32101801,      -4.818143153,      -5.229937862,      -8.137900839,       13.24947453,       13.24947453,      0.1810438466,       1.121730436,       1.198822381
          24,      -6.400135184,      -4.814287587,      -5.273357122,      -8.123496969,       15.89936944,       15.89936944,       0.180566805,       1.121378533,       1.198238693
          25,      -6.437152773,      -4.813410063,      -5.271303491,      -8.106665395,       19.07924333,       19.07924333,      0.1800944677,       1.120945572,       1.197564574
