"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -3.702308807,      -16.35335675,      -16.83188405,     -0.4496105226,       4.288695502,               2.4,               2.4,      0.8737806582,      0.2784440628,      0.6652498193,                 1
           1,       -3.85209676,      -3.157694203,      -3.331032298,       -1.02999217,       3.886186529,              2.88,              2.88,      0.8916599767,      0.5253644733,      0.9720050829,   8.020688997e-05
           2,      -3.934508005,      -3.786241061,      -3.720557749,       -1.59535865,       3.225580884,             3.456,             3.456,        1.09417554,       1.129281577,        1.77874124,   0.0008205471947
           3,      -4.064003497,      -3.940614496,       -3.84763792,      -2.132997065,       2.688467368,            4.1472,            4.1472,        1.23412831,       1.569065207,       2.367716653,    0.001274155686
           4,      -4.146123462,      -4.037295041,      -3.891513246,      -2.614049923,       2.267174841,           4.97664,           4.97664,       1.317713295,       1.868926268,       2.765179464,    0.001527883063
           5,      -4.191429686,      -4.103071162,      -3.911183378,      -2.989342608,       2.014869679,          5.971968,          5.971968,       1.355934912,       2.058431333,       3.010025105,    0.001640636608
           6,       -4.21608589,      -4.151776218,       -3.92563872,      -3.241888046,       1.791255433,         7.1663616,         7.1663616,       1.361514423,        2.16798486,       3.144574199,    0.001657028682
           7,      -4.237584068,      -4.193779628,      -3.945061135,      -3.417065792,       1.553716272,        8.59963392,        8.59963392,        1.34625613,       2.224004697,       3.206223065,    0.001702364166
           8,      -4.270285965,      -4.239464358,       -3.97808594,      -3.557158345,       1.330599956,        10.3195607,        10.3195607,       1.319626315,       2.246787685,       3.223742146,    0.001783083424
           9,      -4.317755391,      -4.293370978,      -4.025878332,        -3.6806135,        1.15034554,       12.38347284,       12.38347284,       1.288684377,       2.251316849,       3.218081511,    0.001879125366
          10,      -4.378123281,      -4.354964146,      -4.084806711,      -3.794342144,         1.0070196,       14.86016741,       14.86016741,         1.2586622,       2.248915715,       3.204684031,    0.001974535167
          11,       -4.44150648,      -4.416652456,      -4.145253601,      -3.901023593,      0.8903308802,        17.8322009,        17.8322009,       1.232996092,       2.247902585,       3.194512368,    0.002057799366
          12,      -4.495463831,      -4.469374477,      -4.195967769,       -4.00159102,      0.7870144829,       21.39864108,       21.39864108,       1.213068971,       2.253290375,       3.193814362,    0.002123507489
