"Inner_Iter",     "rms[k]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
           0,     -0.2295508405,               2.4,               2.4,       4.561821866,      0.4413306272
           1,     -0.8158567575,              2.88,              2.88,       3.993986499,      0.3851728771
           2,      -1.391053321,             3.456,             3.456,       3.265813591,      0.3736571102
           3,       -1.94512094,            4.1472,            4.1472,        2.75556246,      0.4698579169
           4,      -2.452187083,           4.97664,           4.97664,       2.395624227,      0.6314000331
           5,      -2.855532598,          5.971968,          5.971968,       2.139996105,      0.8278864412
           6,      -3.119213946,         7.1663616,         7.1663616,       1.957490897,         1.0392071
           7,        -3.2930483,        8.59963392,        8.59963392,       1.825931762,       1.251262357
           8,        -3.4298064,        10.3195607,        10.3195607,       1.728827721,       1.453191627
           9,      -3.550719518,       12.38347284,       12.38347284,        1.65357162,       1.636231833
          10,      -3.662943382,       14.86016741,       14.86016741,       1.590546217,       1.793378973
          11,      -3.769049285,        17.8322009,        17.8322009,       1.533658853,       1.921525983
          12,      -3.869801004,       21.39864108,       21.39864108,       1.480619853,       2.022780632
          13,      -3.964886691,       25.67836929,       25.67836929,       1.431965952,       2.103963348
          14,      -4.053154556,       30.81404315,       30.81404315,       1.388191145,       2.173591537
          15,      -4.132853653,       36.97685178,       36.97685178,       1.346314672,       2.238350505
          16,      -4.201752121,       44.37222213,       44.37222213,       1.297938387,       2.300474126
          17,      -4.257163959,       53.24666656,       53.24666656,       1.228900531,       2.353617142
          18,      -4.297370436,       63.89599987,       63.89599987,       1.123433359,       2.374528821
          19,      -4.323083275,       6.389599987,       6.389599987,      0.9734873487,       2.323604353
          20,      -4.335726519,       7.667519985,       7.667519985,      0.9575711767,       2.318016556
          21,      -4.335925303,       9.201023982,       9.201023982,      0.9380934646,       2.310185639
          22,      -4.336045747,       11.04122878,       11.04122878,      0.9144124019,       2.299126042
          23,       -4.33602408,       13.24947453,       13.24947453,      0.8857016093,       2.283362448
          24,      -4.335772397,       15.89936944,       15.89936944,       0.850969392,       2.260656652
          25,      -4.335174775,       19.07924333,       19.07924333,      0.8090736586,       2.227597683
          26,      -4.334082905,       22.89509199,       22.89509199,      0.7587907478,       2.179243823
          27,      -4.332315571,       27.47411039,       27.47411039,      0.6990579208,       2.109140287
          28,       -4.32966585,       32.96893247,       32.96893247,      0.6294663896,       2.009952374
          29,      -4.325920619,       39.56271897,       39.56271897,       0.550614244,       1.874555186
          30,      -4.320901249,       47.47526276,       47.47526276,      0.4636214387,        1.69751046
          31,      -4.314554217,       56.97031531,       56.97031531,      0.3691635996,       1.477534134
          32,      -4.307070118,       68.36437837,       68.36437837,      0.2689263829,       1.223851483
          33,      -4.298772676,       6.836437837,       6.836437837,      0.1679918059,      0.9587665355
          34,      -4.290556513,       8.203725405,       8.203725405,      0.1572841514,       0.930549474
          35,      -4.289584427,       9.844470486,       9.844470486,      0.1448675013,      0.8976069052
          36,       -4.28844895,       11.81336458,       11.81336458,      0.1305388439,      0.8594383624
          37,      -4.287131265,        14.1760375,        14.1760375,       0.114042436,      0.8154093397
          38,      -4.285613094,         17.011245,         17.011245,     0.09510946758,      0.7648846621
          39,      -4.283890128,         20.413494,         20.413494,      0.0735259721,      0.7073131468
          40,      -4.281962308,        24.4961928,        24.4961928,      0.0493427797,      0.6425148332
          41,      -4.279845101,       29.39543136,       29.39543136,     0.02308430397,      0.5709907334
          42,      -4.277588181,       35.27451763,       35.27451763,   -0.004027446415,       0.494831635
          43,      -4.275285156,       42.32942116,       42.32942116,    -0.03021448783,      0.4182702611
          44,      -4.273092829,       50.79530539,       50.79530539,    -0.05318957368,      0.3484726292
          45,      -4.271244685,       60.95436647,       60.95436647,    -0.06995715451,      0.2961205301
          46,      -4.270092062,       73.14523976,       73.14523976,    -0.07585629516,       0.277159229
          47,       -4.27009788,       7.314523976,       7.314523976,    -0.06319363908,      0.3153156647
          48,      -4.271830073,       8.777428771,       8.777428771,     -0.0617095685,      0.3197168113
          49,      -4.271942196,       10.53291453,       10.53291453,     -0.0596534644,      0.3259008231
          50,      -4.272091271,       12.63949743,       12.63949743,    -0.05678046041,      0.3345950845
          51,      -4.272290689,       15.16739692,       15.16739692,    -0.05273008908,      0.3468637192
          52,       -4.27256025,        18.2008763,        18.2008763,    -0.04695616789,      0.3642613317
          53,      -4.272929847,       21.84105156,       21.84105156,    -0.03862087428,      0.3890933656
          54,      -4.273444556,       26.20926187,       26.20926187,    -0.02649485612,       0.424764476
          55,      -4.274172788,       31.45111425,       31.45111425,    -0.00901496526,      0.4758426534
          56,      -4.275214787,        37.7413371,        37.7413371,     0.01557996477,      0.5478127484
          57,       -4.27672156,       45.28960451,       45.28960451,     0.04912757146,      0.6464265972
          58,      -4.278895734,       54.34752542,       54.34752542,     0.09323723819,      0.7762405133
          59,      -4.282005967,        65.2170305,        65.2170305,      0.1487542461,      0.9389683175
          60,      -4.286401704,        78.2604366,        78.2604366,      0.2132523663,       1.127369751
          61,      -4.292492432,        7.82604366,        7.82604366,      0.2783119243,       1.319365306
          62,      -4.300637979,       9.391252392,       9.391252392,      0.2847433501,       1.338377812
          63,      -4.301338414,       11.26950287,       11.26950287,      0.2922455412,       1.360595688
          64,      -4.302187985,       13.52340344,       13.52340344,      0.3009171564,       1.386376469
          65,      -4.303221296,       16.22808413,       16.22808413,      0.3108137068,       1.416000491
          66,      -4.304483504,       19.47370096,       19.47370096,      0.3219092492,       1.449597818
          67,       -4.30603419,       23.36844115,       23.36844115,      0.3339974333,       1.486882051
          68,      -4.307952124,       28.04212938,       28.04212938,      0.3464943647,       1.526577969
          69,      -4.310341022,       33.65055526,       33.65055526,      0.3581819883,       1.565674891
          70,       -4.31333601,       40.38066631,       40.38066631,      0.3670253097,       1.598939302
          71,      -4.317110987,       48.45679957,       48.45679957,      0.3699147852,        1.61827256
          72,        -4.3218811,       58.14815949,       58.14815949,      0.3627124607,        1.61303786
          73,       -4.32790821,       69.77779139,       69.77779139,      0.3407159102,       1.571295957
          74,       -4.33550887,       83.73334966,       83.73334966,      0.3003853838,       1.483835322
          75,      -4.345070114,       83.73334966,       83.73334966,      0.2428361674,       1.352524489
          76,      -4.357107611,       100.4800196,       100.4800196,      0.1865778524,       1.221187927
          77,      -4.369322407,       10.04800196,       10.04800196,      0.1348014251,       1.099143872
          78,      -4.384924349,       12.05760235,       12.05760235,      0.1297377109,       1.087196035
          79,      -4.386168347,       14.46912282,       14.46912282,      0.1239297394,       1.073480747
          80,       -4.38767899,       17.36294739,       17.36294739,      0.1173723846,       1.057982251
          81,      -4.389522368,       20.83553686,       20.83553686,      0.1101460829,       1.040866486
          82,        -4.3917858,       25.00264424,       25.00264424,      0.1024966351,       1.022687331
          83,        -4.3945837,       30.00317308,       30.00317308,     0.09498821921,       1.004814336
          84,      -4.398063463,        36.0038077,        36.0038077,     0.08867753631,      0.9899262444
          85,      -4.402411593,       43.20456924,       43.20456924,     0.08523276265,      0.9823712565
          86,      -4.407860412,       51.84548309,       51.84548309,     0.08691854855,      0.9882214529
          87,       -4.41469541,       62.21457971,       62.21457971,     0.09636694551,        1.01482074
          88,      -4.423264811,       74.65749565,       74.65749565,      0.1159665786,        1.06943655
          89,      -4.433990194,       89.58899478,       89.58899478,      0.1466179585,       1.156428378
          90,      -4.447374734,       8.958899478,       8.958899478,      0.1858924119,       1.272549302
          91,      -4.464021204,       10.75067937,       10.75067937,      0.1898994627,       1.284425238
          92,      -4.465399934,       12.90081525,       12.90081525,      0.1947115001,       1.298772768
          93,      -4.467077314,        15.4809783,        15.4809783,       0.200473988,       1.316089299
          94,      -4.469124782,       18.57717396,       18.57717396,       0.207345802,       1.336966624
          95,      -4.471634748,       22.29260875,       22.29260875,      0.2154982416,       1.362107231
          96,      -4.474725649,        26.7511305,        26.7511305,      0.2250871796,       1.392245615
          97,      -4.478547166,        32.1013566,        32.1013566,      0.2361349737,       1.427823771
          98,      -4.483285595,       38.52162792,       38.52162792,      0.2483208901,       1.468444995
          99,      -4.489169609,        46.2259535,        46.2259535,      0.2607905164,       1.512363642
         100,      -4.496478449,        55.4711442,        55.4711442,      0.2720730944,        1.55619912
         101,      -4.505548754,       66.56537304,       66.56537304,      0.2800868584,       1.594827105
         102,      -4.516783235,       79.87844765,       79.87844765,      0.2822466113,       1.621482189
         103,      -4.530672107,       79.87844765,       79.87844765,      0.2758353161,       1.628458615
         104,       -4.54783088,       79.87844765,       79.87844765,      0.2624907233,       1.615127738
         105,      -4.565117734,       95.85413718,       95.85413718,      0.2445335947,       1.587055422
         106,      -4.582656561,       9.585413718,       9.585413718,      0.2206973115,       1.543226411
         107,      -4.604645725,       11.50249646,       11.50249646,      0.2182798931,       1.538733101
         108,      -4.606469039,       13.80299575,       13.80299575,      0.2153555001,       1.533223282
         109,      -4.608703586,        16.5635949,        16.5635949,      0.2118085306,       1.526441091
         110,      -4.611453182,       19.87631389,       19.87631389,      0.2074911645,       1.518044925
         111,      -4.614849543,       23.85157666,       23.85157666,      0.2022430036,        1.50764824
         112,      -4.619058083,       28.62189199,       28.62189199,      0.1959571748,        1.49497202
         113,      -4.624283996,       34.34627039,       34.34627039,      0.1886714511,       1.480067967
         114,      -4.630779191,       41.21552447,       41.21552447,      0.1806348485,       1.463523673
         115,       -4.63885032,       49.45862937,       49.45862937,      0.1723536385,       1.446669975
