"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -4.570814237,      -16.90792375,      -17.36057727,      -1.500476562,       3.237829463,               2.4,               2.4,      0.5188633096,      0.6594539136,      0.9965996784,                 1
           1,      -4.731506902,       -4.41495544,        -4.3890145,      -2.037001307,       2.706312135,              2.88,              2.88,      0.7410750934,       1.209666976,       1.739768145,    0.001199402251
           2,      -4.885020402,      -4.891929436,      -4.652257465,       -2.53354781,       2.215855875,             3.456,             3.456,      0.9170350154,       1.620115975,       2.305432839,     0.00196691895
           3,      -4.982759228,      -4.981486769,      -4.734702938,      -2.968803065,       1.788857476,            4.1472,            4.1472,       1.037883973,       1.907531283,       2.703028388,     0.00243267027
           4,      -5.051716273,      -5.042927953,      -4.780919797,        -3.3187289,       1.446779375,           4.97664,           4.97664,       1.115190312,       2.096161051,       2.963732196,    0.002709955099
           5,      -5.102722243,      -5.091831146,      -4.817525984,      -3.577753729,       1.192447022,          5.971968,          5.971968,       1.160660261,       2.212792646,       3.124070569,    0.002866658835
           6,      -5.146160683,      -5.135237005,       -4.85286926,      -3.767381565,       1.004188257,         7.1663616,         7.1663616,        1.18494247,       2.282380313,       3.218631412,    0.002948628075
           7,      -5.188328458,      -5.177012426,      -4.889232546,      -3.915065516,      0.8562251865,        8.59963392,        8.59963392,       1.197281263,       2.326140354,       3.276939172,     0.00298985078
           8,      -5.230584797,      -5.218345893,      -4.925796127,      -4.038768065,      0.7318647095,        10.3195607,        10.3195607,       1.204379584,       2.359083868,       3.319878318,     0.00301342581
           9,      -5.271337421,      -5.258272641,      -4.960303861,      -4.148198951,      0.6218761176,       12.38347284,       12.38347284,       1.210267737,       2.390015259,       3.359710665,     0.00303288647
          10,      -5.309802048,      -5.296304857,      -4.992063771,      -4.248541465,      0.5211536635,       14.86016741,       14.86016741,       1.216732422,       2.422736281,       3.401790227,    0.003054139082
          11,      -5.346496343,      -5.332817276,      -5.021966676,      -4.342749309,      0.4267141497,        17.8322009,        17.8322009,       1.224053115,       2.457757691,       3.446932982,    0.003078061877
          12,      -5.382211166,      -5.368354808,      -5.051154426,      -4.432636486,      0.3367095013,       21.39864108,       21.39864108,       1.231722678,       2.493923623,       3.493619885,    0.003102968661
          13,      -5.417260419,      -5.403119838,        -5.0801483,      -4.519387048,      0.2499309852,       25.67836929,       25.67836929,        1.23913362,        2.52992398,       3.540057756,    0.003126891641
          14,      -5.451714353,      -5.437055037,      -5.108820667,      -4.603659634,      0.1657016507,       30.81404315,       30.81404315,       1.245845396,       2.564977669,       3.585110815,    0.003148440948
          15,      -5.485339329,      -5.469791753,      -5.136724331,      -4.685929151,      0.0835330383,       36.97685178,       36.97685178,       1.251516266,        2.59874929,       3.628185842,    0.003166565746
          16,      -5.517405942,      -5.500448667,      -5.163250579,      -4.766545882,    0.003064900228,       44.37222213,       44.37222213,       1.255628127,       2.630824245,       3.668507354,    0.003179664725
          17,      -5.546713709,      -5.527469452,      -5.187394551,      -4.845681895,    -0.07588260477,       4.437222213,       4.437222213,       1.257430254,       2.660681999,       3.705052969,    0.003185397453
