"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -4.222219946,      -16.47470991,      -17.28340193,      -8.781209163,               2.4,               2.4,      0.5148173969,      0.7640637028,        1.07184502,                 1
           1,      -4.378725311,      -4.259230569,      -4.106344203,      -8.931171796,              2.88,              2.88,      0.5730493723,      0.9106003573,       1.269250002,   0.0004064709125
           2,      -4.548761343,      -4.455337602,        -4.2932231,      -9.168806213,             3.456,             3.456,      0.6093642188,       1.024340481,       1.423534346,   0.0006448495073
           3,        -4.6476278,      -4.567860378,        -4.3852319,      -9.372544766,            4.1472,            4.1472,      0.6300848676,       1.103487086,       1.530685394,   0.0007763914621
           4,      -4.711041252,      -4.640407283,      -4.440918433,      -9.598372087,           4.97664,           4.97664,      0.6398833442,       1.153333751,        1.59760347,   0.0008376431057
           5,      -4.759524075,      -4.694955475,      -4.485356837,      -9.693557886,          5.971968,          5.971968,      0.6418981256,        1.18213564,       1.635497449,    0.000850198253
           6,      -4.800914658,      -4.740702576,      -4.525068626,       -9.77919017,         7.1663616,         7.1663616,      0.6387182016,       1.197908191,       1.655342442,   0.0008701126631
           7,      -4.838642965,      -4.782252216,       -4.56206403,      -9.875447728,        8.59963392,        8.59963392,      0.6324363888,       1.206750085,       1.665532917,   0.0009098435381
           8,      -4.874324841,      -4.821954421,      -4.597223107,      -9.944288511,        10.3195607,        10.3195607,      0.6245054491,       1.212513178,       1.671391592,   0.0009606417476
           9,      -4.908660565,      -4.860666911,       -4.63097668,      -10.00549097,       12.38347284,       12.38347284,      0.6157839946,        1.21723434,       1.675742949,    0.001017294435
          10,       -4.94182801,      -4.898400661,      -4.663382743,      -10.06896323,       14.86016741,       14.86016741,      0.6066861031,       1.221785473,       1.679795094,    0.001077278611
          11,       -4.97354045,      -4.934541955,      -4.694048915,      -10.12239364,        17.8322009,        17.8322009,      0.5972969803,        1.22639605,       1.683844869,    0.001140156028
          12,      -5.002858488,      -4.967803209,      -4.721984293,      -10.16982166,       21.39864108,       21.39864108,      0.5874411734,       1.231004371,       1.687740539,    0.001207266114
          13,      -5.028062695,      -4.995951062,      -4.745311868,      -10.21297769,       25.67836929,       25.67836929,      0.5767172395,       1.235543151,       1.691234798,    0.001281645259
          14,      -5.046735745,      -5.015501491,      -4.761140692,      -10.24666341,       30.81404315,       30.81404315,      0.5644063115,        1.24006665,       1.694079681,    0.001368893951
          15,      -5.055939775,      -5.022251909,      -4.766674831,      -10.27053954,       36.97685178,       36.97685178,      0.5493263137,       1.244689716,       1.695823649,    0.001478701163
          16,      -5.054062837,        -5.0133622,      -4.761307594,      -10.28746351,       3.697685178,       3.697685178,       0.529912342,       1.250162567,       1.696391238,    0.001625245941
          17,      -5.045510108,      -4.987637482,      -4.746030597,      -10.30559617,       4.437222213,       4.437222213,      0.5279273661,       1.250733324,       1.696447278,    0.001640285707
          18,      -5.040159236,      -4.983972868,      -4.741225841,      -10.30368597,       5.324666656,       5.324666656,      0.5255161885,       1.251418836,       1.696490552,    0.001658638539
          19,      -5.034339397,      -4.978347564,       -4.73549563,      -10.30186608,       6.389599987,       6.389599987,      0.5225836434,       1.252243182,       1.696509786,    0.001681085052
          20,      -5.028159228,      -4.969919644,      -4.728680099,      -10.29999951,       7.667519985,       7.667519985,        0.51901015,       1.253245192,       1.696497409,    0.001708625888
          21,      -5.021694872,      -4.957983831,      -4.720623492,      -10.29812236,       9.201023982,       9.201023982,      0.5146457788,       1.254483516,       1.696451155,    0.001742547248
