"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -4.012439683,      -16.47579543,      -16.97323463,      -8.785611358,               2.4,               2.4,      0.8406755997,       1.383667909,       1.993759709,                 1
           1,      -4.168210888,      -4.118153812,      -3.877010122,      -8.920168004,              2.88,              2.88,      0.9700481119,       1.687766127,       2.405808309,   0.0005334684355
           2,      -4.338098649,      -4.312114414,      -4.062823486,       -9.15274298,             3.456,             3.456,       1.062143054,       1.913999788,        2.71789321,   0.0008802953219
           3,      -4.437504008,      -4.412374178,      -4.158126916,      -9.353396535,            4.1472,            4.1472,       1.122896842,       2.070257005,       2.934326102,    0.001096713378
           4,      -4.501492865,      -4.477635406,      -4.216298101,      -9.541046783,           4.97664,           4.97664,       1.159202643,       2.170186262,       3.071875103,    0.001221991909
           5,      -4.550639698,      -4.529306637,      -4.261645591,      -9.646594943,          5.971968,          5.971968,       1.178121553,       2.230700102,       3.153687497,    0.001286226063
           6,      -4.592947777,      -4.573848162,      -4.301215615,      -9.724088314,         7.1663616,         7.1663616,       1.186347565,        2.26792245,       3.202365813,    0.001313961652
           7,      -4.631971798,      -4.614441368,      -4.337373248,      -9.794150423,        8.59963392,        8.59963392,       1.189148487,       2.294072186,       3.235166048,    0.001323383257
           8,      -4.669348426,      -4.652949847,      -4.371218121,      -9.860208707,        10.3195607,        10.3195607,       1.189985074,       2.316849152,       3.263002038,    0.001326195349
           9,      -4.705763136,      -4.690265185,      -4.403353257,      -9.913554085,       12.38347284,       12.38347284,       1.190867977,       2.340510548,        3.29191909,    0.001329160927
          10,      -4.741503391,      -4.726640237,      -4.433905546,      -9.961278192,       14.86016741,       14.86016741,       1.192749705,       2.367040764,       3.324714719,    0.001335471482
          11,      -4.776360809,      -4.761744947,      -4.462606545,      -10.01039071,        17.8322009,        17.8322009,       1.195846703,       2.397037386,       3.362178672,    0.001345830663
          12,      -4.809480643,      -4.794541024,      -4.488718788,      -10.05209709,       21.39864108,       21.39864108,       1.199791177,       2.430195464,       3.403754548,    0.001358981196
          13,      -4.839216446,      -4.822977032,       -4.51067487,       -10.0883609,       25.67836929,       25.67836929,        1.20372344,       2.465691676,       3.448023725,    0.001372048196
          14,      -4.863033532,      -4.843581178,       -4.52577252,      -10.11557182,       30.81404315,       30.81404315,       1.206210556,       2.502292637,       3.492750792,    0.001380295897
          15,      -4.877692619,      -4.851349164,      -4.530839054,      -10.13129178,       36.97685178,       36.97685178,       1.205051802,       2.538211334,       3.534540463,    0.001384142219
          16,      -4.881001582,      -4.841041046,       -4.52418851,      -10.13757973,       3.697685178,       3.697685178,       1.197037757,       2.570698252,       3.568117394,    0.001410921809
          17,      -4.874369933,      -4.809749474,      -4.507814665,       -10.1463691,       4.437222213,       4.437222213,       1.196163124,        2.57387096,       3.571338987,    0.001413846605
          18,      -4.869593018,      -4.803482948,      -4.503057887,      -10.14271988,       5.324666656,       5.324666656,       1.195014489,       2.577522952,       3.574960682,    0.001417691361
          19,      -4.864089624,      -4.795588134,      -4.497473093,      -10.13853765,       6.389599987,       6.389599987,       1.193493272,       2.581681335,       3.578954251,    0.001422789729
          20,      -4.857841859,      -4.785603525,      -4.490943419,      -10.13384122,       7.667519985,       7.667519985,       1.191462202,        2.58635548,       3.583245123,    0.001429608476
          21,      -4.850857865,      -4.773051556,      -4.483356911,      -10.12868612,       9.201023982,       9.201023982,       1.188728701,       2.591518318,       3.587679836,    0.001438806542
          22,      -4.843163804,       -4.75753273,      -4.474633555,      -10.12323487,       11.04122878,       11.04122878,       1.185020606,       2.597082149,       3.591982166,    0.001451323101
          23,      -4.834790199,      -4.738812811,       -4.46477268,      -10.11735229,       13.24947453,       13.24947453,       1.179946571,       2.602865277,       3.595690752,    0.001468523998
          24,      -4.825766279,      -4.716850972,      -4.453912203,      -10.11086665,       15.89936944,       15.89936944,       1.172932827,       2.608542328,        3.59806413,    0.001492442651
          25,      -4.816146275,       -4.69176408,      -4.442366497,      -10.10393279,       19.07924333,       19.07924333,       1.163152205,       2.613574024,       3.597937192,    0.001526077535
          26,      -4.806141292,      -4.663752983,      -4.430555559,      -10.09721052,       22.89509199,       22.89509199,       1.149448971,       2.617130655,       3.593495067,    0.001573763808
          27,       -4.79665037,      -4.632530915,      -4.418550573,      -10.09153228,       27.47411039,       27.47411039,          1.130487,       2.617805426,       3.581894913,    0.001640856913
          28,      -4.788760523,      -4.598117031,      -4.406414709,      -10.08758804,       32.96893247,       32.96893247,       1.104758074,       2.613286917,       3.558828382,    0.001734013692
          29,      -4.783590152,      -4.560896367,      -4.394255205,      -10.08534405,       39.56271897,       39.56271897,       1.070414276,       2.599816154,        3.51801552,    0.001862352031
          30,       -4.78226443,      -4.521755537,      -4.382368866,      -10.08460025,       47.47526276,       47.47526276,       1.025188492,       2.571567347,       3.450855742,    0.002038810448
          31,      -4.786005433,      -4.482386772,      -4.371521468,      -10.08535175,       4.747526276,       4.747526276,      0.9666879565,        2.52009193,       3.346152577,    0.002280876297
          32,       -4.79604535,      -4.445718762,      -4.363330546,      -10.09495256,       5.697031531,       5.697031531,      0.9606976415,       2.514811514,       3.335404919,    0.002305817818
          33,      -4.793780041,      -4.440468922,      -4.359965545,      -10.09148198,       6.836437837,       6.836437837,      0.9534467931,       2.508218945,       3.322160112,    0.002336237338
          34,       -4.79153757,      -4.434006583,      -4.355923167,      -10.08766353,       8.203725405,       8.203725405,      0.9446706034,       2.499934772,       3.305776164,    0.002373398184
          35,       -4.78947301,      -4.426045699,      -4.351142555,      -10.08347941,       9.844470486,       9.844470486,      0.9340447177,       2.489456305,       3.285424904,     0.00241890301
          36,       -4.78775401,      -4.416301786,      -4.345629125,      -10.07883068,       11.81336458,       11.81336458,      0.9211738638,        2.47610723,       3.260027997,    0.002474791933
          37,      -4.786507887,      -4.404572647,      -4.339504464,      -10.07347588,        14.1760375,        14.1760375,       0.905580059,       2.458970258,        3.22817464,     0.00254367068
          38,      -4.785750607,      -4.390855846,      -4.333056948,      -10.06701403,         17.011245,         17.011245,        0.88668834,       2.436792679,       3.188008275,    0.002628894397
          39,      -4.785342677,      -4.375457438,      -4.326766684,      -10.05901782,         20.413494,         20.413494,      0.8638088023,       2.407857663,       3.137074157,    0.002734841628
          40,      -4.785041348,      -4.359041022,      -4.321282649,      -10.04926013,        24.4961928,        24.4961928,      0.8361112653,       2.369823527,       3.072127991,    0.002867348093
          41,      -4.784687042,       -4.34260781,      -4.317355048,      -10.03784662,       29.39543136,       29.39543136,      0.8025902567,       2.319561179,       2.988934028,    0.003034412212
          42,      -4.784466221,      -4.327474135,      -4.315779986,      -10.02473521,       35.27451763,       35.27451763,      0.7620391861,       2.253070745,       2.882129513,    0.003247267778
          43,      -4.785157664,      -4.315334026,       -4.31749535,      -10.00880279,       42.32942116,       42.32942116,      0.7131265803,       2.165648325,       2.745326617,    0.003521623592
          44,      -4.788431073,      -4.308404654,      -4.324070668,      -9.989288491,       50.79530539,       50.79530539,      0.6546753641,       2.052487734,       2.571613037,    0.003878754588
          45,       -4.79739516,      -4.309223587,      -4.338585342,      -9.974245375,       5.079530539,       5.079530539,      0.5860954398,        1.90982974,       2.354587126,    0.004346800709
          46,       -4.81678213,      -4.318963207,      -4.365289328,      -10.01969455,       6.095436647,       6.095436647,      0.5791627399,       1.895313892,       2.332540834,    0.004394681551
          47,      -4.824890553,      -4.318970007,      -4.367213924,      -10.01760029,       7.314523976,       7.314523976,      0.5708568323,       1.877781299,       2.305937083,    0.004452881135
          48,      -4.828273143,      -4.317508541,      -4.369196036,      -10.01544488,       8.777428771,       8.777428771,      0.5609202898,        1.85660924,       2.273836295,    0.004523739992
          49,      -4.830733732,      -4.315481118,      -4.371537909,      -10.01331676,       10.53291453,       10.53291453,      0.5490508399,       1.831046846,       2.235100702,    0.004610212493
          50,      -4.833530462,      -4.312913478,       -4.37447036,      -10.01141679,       12.63949743,       12.63949743,      0.5348977981,       1.800196615,       2.188359711,    0.004716049846
          51,      -4.837199865,      -4.309812078,      -4.378262652,      -10.01011096,       15.16739692,       15.16739692,       0.518059912,         1.7629989,       2.131973545,    0.004846057096
