"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
           0,      -3.928552832,      -16.54487455,      -17.01306281,     -0.7827131399,       3.955592885,               2.4,               2.4,      0.5219062926,       0.719594211
           1,      -4.091362982,       -3.80691682,       -3.76910741,        -1.3521746,       3.388848694,              2.88,              2.88,      0.7416130642,       1.256992362
           2,      -4.252372508,      -4.268851703,      -4.014875014,      -1.899299286,       2.845684184,             3.456,             3.456,      0.9133079521,       1.654799981
           3,      -4.349229734,      -4.358544776,      -4.099968551,       -2.40629522,       2.345282483,            4.1472,            4.1472,       1.030118697,        1.93027001
           4,      -4.418790472,       -4.42030751,      -4.147385273,      -2.838597359,       1.922086672,           4.97664,           4.97664,        1.10381649,       2.108149338
           5,      -4.471755846,      -4.470468464,      -4.186768315,      -3.158476415,       1.610208149,          5.971968,          5.971968,       1.146099189,       2.215234341
           6,      -4.515372473,      -4.513694189,      -4.223641728,      -3.374458513,       1.397439992,         7.1663616,         7.1663616,       1.167881326,       2.277000803
           7,      -4.554641569,      -4.552980476,      -4.258564636,      -3.530201382,        1.24179802,        8.59963392,        8.59963392,       1.178276485,       2.314363917
           8,      -4.592140707,      -4.590437454,      -4.291681272,      -3.656525412,       1.114813255,        10.3195607,        10.3195607,       1.183769833,       2.341880841
           9,       -4.62889469,      -4.627193035,      -4.323279914,      -3.767283542,       1.003498911,       12.38347284,       12.38347284,       1.188171112,       2.367947558
          10,      -4.665266547,      -4.663624711,      -4.353760339,      -3.868496268,      0.9019444132,       14.86016741,       14.86016741,       1.193259433,       2.396438783
          11,      -4.701384405,      -4.699727861,      -4.383377451,      -3.963023362,      0.8072282275,        17.8322009,        17.8322009,       1.199482991,       2.428400203
          12,      -4.737117191,      -4.735243942,      -4.412152089,      -4.052444583,      0.7177196326,       21.39864108,       21.39864108,       1.206487378,       2.463305809
          13,      -4.772000494,      -4.769579678,      -4.439836502,      -4.137715747,      0.6324401136,       25.67836929,       25.67836929,       1.213414199,       2.499824324
          14,       -4.80515175,      -4.801557599,      -4.465662544,       -4.21942978,      0.5507902169,       30.81404315,       30.81404315,       1.219023067,       2.536245743
          15,      -4.835069854,      -4.828935426,      -4.487989605,      -4.297978063,      0.4723788718,       36.97685178,       36.97685178,       1.221780096,       2.570879675
          16,      -4.859687038,      -4.847715438,      -4.503987458,      -4.373546836,      0.3970192318,       44.37222213,       44.37222213,       1.219673135,       2.601927321
          17,      -4.876785097,      -4.851041387,      -4.510510936,      -4.446341067,      0.3244937904,       4.437222213,       4.437222213,       1.209770571,       2.626704948
          18,      -4.886138544,      -4.829365502,      -4.506530612,      -4.516454922,       0.254359884,       5.324666656,       5.324666656,       1.208686845,       2.629056234
          19,      -4.882630893,      -4.823166468,       -4.50284515,      -4.523192496,      0.2476370379,       6.389599987,       6.389599987,       1.207281786,       2.631711909
          20,      -4.878624825,      -4.815128659,      -4.498482477,      -4.531054909,      0.2397922658,       7.667519985,       7.667519985,         1.2054473,       2.634664689
          21,      -4.874150871,      -4.804678902,      -4.493313597,      -4.540187704,      0.2306801048,       9.201023982,       9.201023982,       1.203031642,       2.637869546
          22,      -4.869283174,      -4.791201763,      -4.487190947,      -4.550741284,      0.2201501494,       11.04122878,       11.04122878,        1.19982382,       2.641230328
          23,      -4.864131213,      -4.774144702,      -4.479973424,      -4.562866601,      0.2080515103,       13.24947453,       13.24947453,       1.195527705,       2.644572522
          24,      -4.858811736,      -4.753127589,      -4.471587416,      -4.576709789,      0.1942369018,       15.89936944,       15.89936944,       1.189717112,       2.647600692
          25,      -4.853410945,      -4.728011493,      -4.462119522,      -4.592406053,      0.1785700907,       19.07924333,       19.07924333,         1.1817622,       2.649832661
          26,       -4.84797404,      -4.698926482,      -4.451892301,      -4.610073524,      0.1609285644,       22.89509199,       22.89509199,        1.17073992,       2.650484816
          27,      -4.842560985,       -4.66634509,      -4.441453747,      -4.629808328,      0.1412156685,       27.47411039,       27.47411039,       1.155337194,       2.648247305
          28,       -4.83760228,      -4.630832048,      -4.431265613,      -4.651603132,      0.1194290819,       32.96893247,       32.96893247,       1.133698598,       2.640778693
          29,      -4.834404071,      -4.592505032,      -4.421233208,      -4.675273044,     0.09575703149,       39.56271897,       39.56271897,       1.103389862,       2.623864982
          30,       -4.83410069,      -4.552607762,      -4.411393726,      -4.700795259,     0.07021284625,       47.47526276,       47.47526276,       1.060832227,       2.590219197
          31,      -4.837302195,       -4.51314709,      -4.402262461,      -4.728180058,     0.04278042784,       4.747526276,       4.747526276,       1.001095265,       2.528662855
          32,      -4.843837727,      -4.477126244,      -4.395399288,      -4.757531427,     0.01325729352,       5.697031531,       5.697031531,      0.9949129594,       2.522270022
          33,      -4.841161477,      -4.472205362,       -4.39244358,      -4.760279755,     0.01049299786,       6.836437837,       6.836437837,      0.9873599191,       2.514282742
          34,       -4.83834236,      -4.466155778,       -4.38890971,      -4.763539897,    0.007213894761,       8.203725405,       8.203725405,      0.9781162525,       2.504242369
          35,      -4.835497962,      -4.458702095,       -4.38473401,      -4.767400832,    0.003330797498,       9.844470486,       9.844470486,      0.9667735748,        2.49153387
          36,      -4.832766299,      -4.449552676,      -4.379895432,       -4.77196432,   -0.001258319548,       11.81336458,       11.81336458,      0.9528125025,       2.475328907
          37,      -4.830253067,      -4.438473235,      -4.374458599,       -4.77734656,    -0.00666962288,        14.1760375,        14.1760375,      0.9355743019,       2.454508892
          38,      -4.827935647,      -4.425407684,      -4.368627192,      -4.783679925,    -0.01303499323,         17.011245,         17.011245,      0.9142294734,        2.42756572
          39,      -4.825550539,      -4.410617844,      -4.362790427,      -4.791115251,    -0.02050382278,         20.413494,         20.413494,      0.8877509311,       2.392483709
          40,      -4.822553448,      -4.394768693,      -4.357528285,      -4.799825173,    -0.02924546039,        24.4961928,        24.4961928,      0.8549084584,       2.346622349
          41,      -4.818285392,      -4.378899645,      -4.353546312,      -4.810009992,    -0.03945343593,       29.39543136,       29.39543136,      0.8142988951,       2.286634401
          42,      -4.812411711,      -4.364295084,       -4.35154799,      -4.821905814,    -0.05135082695,       35.27451763,       35.27451763,      0.7644480576,       2.208521393
          43,      -4.805478534,      -4.352421703,      -4.352203159,         -4.835797,    -0.06519786892,       42.32942116,       42.32942116,      0.7040633003,       2.108018676
          44,      -4.799366101,      -4.345152633,      -4.356606279,      -4.852033766,    -0.08129554268,       50.79530539,       50.79530539,      0.6325730431,       1.981545224
          45,      -4.797839955,      -4.345119302,      -4.367623607,      -4.871056982,    -0.09997339583,       5.079530539,       5.079530539,      0.5509377398,       1.827696632
          46,      -4.807532434,       -4.35449189,      -4.390642135,      -4.893453248,     -0.1223020064,       6.095436647,       6.095436647,      0.5427876513,       1.812286596
          47,      -4.816691868,      -4.355026903,      -4.392140719,      -4.895613905,     -0.1244297255,       7.314523976,       7.314523976,       0.533071616,        1.79377607
          48,      -4.819538125,      -4.354211732,      -4.393567879,      -4.898203096,     -0.1269755009,       8.777428771,       8.777428771,      0.5215143279,       1.771553821
          49,      -4.821053485,      -4.352819065,      -4.395177549,      -4.901306739,     -0.1300214416,       10.53291453,       10.53291453,      0.5078045616,       1.744899696
          50,      -4.822936763,      -4.350806781,      -4.397208451,      -4.905026901,     -0.1336638399,       12.63949743,       12.63949743,      0.4915996346,       1.712975291
          51,      -4.826011725,       -4.34809864,      -4.399946532,      -4.909485027,       -0.13801549,       15.16739692,       15.16739692,      0.4725403919,       1.674830001
          52,      -4.830715737,      -4.344610243,      -4.403688708,      -4.914826468,     -0.1432089581,        18.2008763,        18.2008763,      0.4502688259,       1.629405804
          53,      -4.837252059,      -4.340250295,      -4.408584277,       -4.92122392,     -0.1493979699,       21.84105156,       21.84105156,      0.4244607024,       1.575569093
          54,      -4.845643118,      -4.334895715,      -4.414318498,      -4.928881841,     -0.1567592914,       26.20926187,       26.20926187,      0.3948747589,       1.512182558
          55,      -4.855818458,      -4.328398652,      -4.419688757,      -4.938040438,     -0.1654941632,       31.45111425,       31.45111425,      0.3614330646,       1.438267833
          56,      -4.867595072,      -4.320828403,      -4.422500758,      -4.948980554,     -0.1758318141,        37.7413371,        37.7413371,      0.3243481687,       1.353322957
          57,      -4.880810997,      -4.313075478,       -4.42061512,      -4.962027571,     -0.1880335008,       45.28960451,       45.28960451,      0.2843385451,       1.257925315
          58,      -4.895665381,      -4.307398736,      -4.414324128,      -4.977556296,     -0.2025122761,       54.34752542,       54.34752542,      0.2429374912,       1.154690849
          59,      -4.912949379,      -4.307216866,      -4.407842368,      -4.995996748,     -0.2196909403,       5.434752542,       5.434752542,       0.202811985,       1.049480215
          60,      -4.933482435,      -4.315911108,      -4.407355613,      -5.017908371,     -0.2413485516,        6.52170305,        6.52170305,      0.1988345284,       1.038972141
          61,      -4.938519681,      -4.315525624,      -4.406584821,      -5.020011466,     -0.2433026938,        7.82604366,        7.82604366,      0.1941972328,       1.026627586
