"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
          96,       -6.15399273,      -5.159308259,      -5.140491718,      -6.501453089,       -1.18036531,       22.29260875,       22.29260875,       0.115763212,       1.149483902,       1.150617064
          97,      -6.143759412,      -5.168261159,      -5.142869298,      -6.503550726,      -1.168345097,        26.7511305,        26.7511305,      0.1156710313,       1.149985514,       1.150950216
          98,       -6.12608717,      -5.173102611,       -5.14400107,      -6.506668876,      -1.155611461,        32.1013566,        32.1013566,      0.1155317647,       1.150646288,       1.151460022
          99,       -6.12165211,      -5.178174168,      -5.145588833,      -6.511533548,      -1.142650702,       38.52162792,       38.52162792,      0.1154184845,       1.151547268,       1.152250601
         100,      -6.153423687,      -5.190074721,      -5.157105489,      -6.518628198,      -1.129937859,       3.852162792,       3.852162792,      0.1154119291,       1.152872597,       1.153551795
         101,      -6.148741477,      -5.191692496,      -5.159911084,      -6.509978499,      -1.352229567,        4.62259535,        4.62259535,      0.1154032003,       1.152946552,       1.153584807
         102,      -6.163430478,      -5.192831439,      -5.168357957,      -6.510871261,      -1.346818679,        5.54711442,        5.54711442,      0.1153864525,       1.153040556,       1.153641873
         103,      -6.165192807,       -5.18935878,      -5.174600716,      -6.512043009,      -1.339623264,       6.656537304,       6.656537304,       0.115360761,       1.153169132,       1.153746642
         104,        -6.1642669,      -5.185925547,      -5.178292222,      -6.513569147,      -1.331072864,       7.987844765,       7.987844765,      0.1153215626,       1.153345816,       1.153915087
         105,      -6.169435674,      -5.185895373,      -5.180546451,      -6.515399017,      -1.322148062,       9.585413718,       9.585413718,      0.1152771577,       1.153590448,       1.154164609
         106,      -6.176895268,      -5.188165559,      -5.180497735,       -6.51755742,     -0.9828815622,       11.50249646,       11.50249646,      0.1152585276,        1.15393481,       1.154524681
         107,      -6.180361505,      -5.190236936,      -5.178719387,      -6.520255832,      -1.097147606,       13.80299575,       13.80299575,      0.1152704754,       1.154391617,       1.155008731
         108,      -6.185000817,      -5.191281663,      -5.177952529,      -6.523679737,      -1.187869138,        16.5635949,        16.5635949,      0.1152897945,       1.154955798,       1.155616893
         109,      -6.190763685,      -5.191125525,      -5.177953045,      -6.528012482,      -1.239091604,       19.87631389,       19.87631389,      0.1153139714,       1.155639644,       1.156372036
         110,      -6.197202494,      -5.190051455,       -5.17781123,      -6.533685498,      -1.255706906,       23.85157666,       23.85157666,      0.1153623549,       1.156474309,       1.157320184
         111,      -6.206311786,       -5.18832491,      -5.177254246,      -6.540860267,      -1.253095353,       28.62189199,       28.62189199,      0.1154395184,       1.157492104,       1.158509286
         112,      -6.218535485,      -5.185664251,      -5.176210469,      -6.549391758,      -1.241504431,       34.34627039,       34.34627039,      0.1155731068,       1.158747187,       1.160014462
         113,      -6.237365948,      -5.189362573,      -5.184504775,      -6.559055993,      -1.227851405,       34.34627039,       34.34627039,      0.1157843326,       1.160384751,       1.162027938
         114,       -6.25439554,      -5.194771635,      -5.190694677,        -6.5689874,      -1.248023902,       3.434627039,       3.434627039,      0.1160738753,       1.162101299,       1.164191578
         115,      -6.278094632,      -5.199119796,       -5.19862802,      -6.573254105,      -1.440050581,       4.121552447,       4.121552447,      0.1161151817,       1.162274894,       1.164391783
         116,      -6.281678465,      -5.198500688,      -5.204115438,      -6.574376691,      -1.436223486,       4.945862937,       4.945862937,      0.1161621169,       1.162475585,       1.164633349
         117,       -6.28414347,      -5.196981034,      -5.209751563,      -6.575653852,      -1.431904616,       5.935035524,       5.935035524,      0.1162117762,         1.1627097,       1.164927664
         118,      -6.288033045,      -5.196016819,      -5.213993037,      -6.577202322,      -1.425609905,       7.122042629,       7.122042629,      0.1162611541,       1.162987469,       1.165287396
         119,      -6.291994122,      -5.196546435,      -5.216085659,      -6.579074883,      -1.418060768,       8.546451155,       8.546451155,      0.1163099692,       1.163323728,        1.16572753
         120,      -6.295842153,      -5.198495348,      -5.216256189,      -6.581270733,      -1.409829431,       10.25574139,       10.25574139,      0.1163635672,       1.163736752,        1.16626689
         121,      -6.300408602,      -5.200900533,      -5.215568332,      -6.583773726,      -1.401414278,       12.30688966,       12.30688966,      0.1164346841,       1.164245447,       1.166928705
         122,      -6.305702158,      -5.202896659,      -5.215337969,      -6.586604209,      -1.392350501,        14.7682676,        14.7682676,      0.1165375438,       1.164864714,       1.167736909
         123,      -6.312299975,      -5.204503816,      -5.215939427,      -6.589782623,      -1.382080655,       17.72192111,       17.72192111,      0.1166886965,        1.16560831,       1.168718175
         124,      -6.314465906,      -5.205203619,      -5.216286659,      -6.593368404,      -1.370986965,       21.26630534,       21.26630534,      0.1168836426,       1.166484665,       1.169892792
         125,      -6.313281756,      -5.204896817,      -5.215001167,      -6.597397533,      -1.358897384,        25.5195664,        25.5195664,      0.1171170202,        1.16749887,       1.171276753
         126,      -6.325724965,      -5.205302062,      -5.213347905,      -6.601826465,      -1.345770442,       30.62347969,       30.62347969,       0.117443211,       1.168683248,       1.172918937
         127,      -6.339424916,      -5.208892873,      -5.216583233,      -6.606411964,      -1.332500448,       36.74817562,       36.74817562,      0.1178843799,       1.170121173,        1.17492282
         128,      -6.336991349,      -5.212036393,      -5.218005898,      -6.610614649,      -1.319593729,       3.674817562,       3.674817562,      0.1184246713,       1.171822619,       1.177310893
         129,      -6.341180083,      -5.214302427,      -5.217892932,      -6.634285647,      -1.511672886,       4.409781075,       4.409781075,      0.1184798356,       1.171950458,       1.177481146
         130,      -6.376356591,       -5.21666513,      -5.228992366,      -6.634753196,      -1.508736763,        5.29173729,        5.29173729,      0.1185379925,       1.172105401,       1.177694789
