"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,       -9.65296888,      -7.733280796,      -8.320854054,      -9.634590673,               2.4,               2.4,      0.1462892626,       1.056570422,       1.095789113
           1,      -9.653769209,       -7.73331974,      -8.320921673,        -9.6345996,              2.88,              2.88,      0.1462892143,       1.056570699,       1.095789339
           2,      -9.654198937,      -7.733363676,      -8.320986378,      -9.634610779,             3.456,             3.456,       0.146289153,       1.056571049,       1.095789626
           3,      -9.654419354,      -7.733411163,      -8.321050586,      -9.634624877,            4.1472,            4.1472,      0.1462890765,       1.056571485,       1.095789982
           4,      -9.654580797,      -7.733459861,      -8.321117552,       -9.63464266,           4.97664,           4.97664,      0.1462889829,       1.056572017,       1.095790417
           5,      -9.654747684,      -7.733507729,      -8.321194463,      -9.634664937,          5.971968,          5.971968,      0.1462888696,       1.056572659,       1.095790942
           6,      -9.654911174,      -7.733554661,      -8.321289876,      -9.634692543,         7.1663616,         7.1663616,      0.1462887334,       1.056573429,       1.095791573
           7,      -9.655058463,       -7.73360307,      -8.321405393,      -9.634726426,        8.59963392,        8.59963392,      0.1462885698,       1.056574354,       1.095792329
           8,      -9.655203372,      -7.733656348,      -8.321530026,      -9.634767837,        10.3195607,        10.3195607,      0.1462883734,       1.056575463,       1.095793236
           9,       -9.65535691,      -7.733716191,       -8.32164505,      -9.634818525,       12.38347284,       12.38347284,      0.1462881379,       1.056576795,       1.095794325
          10,      -9.655492392,      -7.733781078,      -8.321735681,      -9.634880884,       14.86016741,       14.86016741,      0.1462878555,       1.056578393,       1.095795633
          11,      -9.655542107,      -7.733847027,      -8.321792887,      -9.634958032,        17.8322009,        17.8322009,      0.1462875172,       1.056580312,       1.095797202
          12,      -9.655400037,      -7.733908581,      -8.321808646,      -9.635054339,        1.78322009,        1.78322009,      0.1462871116,       1.056582612,       1.095799083
          13,      -9.654902209,      -7.733971803,      -8.321581375,      -9.635373927,       2.139864108,       2.139864108,       0.146287077,       1.056582808,       1.095799244
          14,      -9.655512796,      -7.734003448,      -8.321648579,      -9.635381668,       2.567836929,       2.567836929,      0.1462870335,       1.056583056,       1.095799446
          15,      -9.655874108,      -7.734038148,      -8.321738508,       -9.63539133,       3.081404315,       3.081404315,      0.1462869788,       1.056583366,         1.0957997
          16,      -9.656078893,      -7.734074631,      -8.321854167,      -9.635403501,       3.697685178,       3.697685178,      0.1462869107,       1.056583752,       1.095800016
          17,      -9.656230107,      -7.734111247,      -8.321990141,      -9.635418876,       4.437222213,       4.437222213,      0.1462868273,       1.056584224,       1.095800401
          18,      -9.656379418,      -7.734146971,      -8.322133163,      -9.635438206,       5.324666656,       5.324666656,      0.1462867263,       1.056584794,       1.095800867
          19,      -9.656513776,      -7.734182629,      -8.322266695,      -9.635462251,       6.389599987,       6.389599987,      0.1462866047,       1.056585479,       1.095801427
          20,      -9.656609272,      -7.734221096,      -8.322377648,      -9.635491828,       7.667519985,       7.667519985,      0.1462864588,         1.0565863,       1.095802098
          21,      -9.656673084,      -7.734265634,      -8.322462544,      -9.635527966,       9.201023982,       9.201023982,      0.1462862836,       1.056587284,       1.095802902
          22,       -9.65672177,      -7.734317444,      -8.322527693,      -9.635572108,       11.04122878,       11.04122878,      0.1462860732,       1.056588462,       1.095803865
