"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -4.089105357,      -3.175351758,      -3.726599118,     -0.7652999895,       3.974705701,               2.4,               2.4,      0.1417515396,       1.181533243,        1.18864175
           1,       -4.38379608,      -3.513015769,      -3.654390784,        1.03937806,       5.746754306,              2.88,              2.88,      0.1435454283,        1.18857204,        1.19944432
           2,      -4.651281294,        -3.5226806,      -3.625111198,      0.4362040829,       5.143555785,             3.456,             3.456,       0.145028909,        1.19469494,       1.209295911
           3,      -4.704051827,      -2.837517804,      -3.153208515,     -0.1800682317,       4.526480007,            4.1472,            4.1472,      0.1455495674,       1.199171177,        1.21672245
           4,      -4.696367499,      -2.041340474,      -2.329523581,     -0.8484086568,       3.854588429,           4.97664,           4.97664,      0.1443256537,       1.200169658,       1.219962591
           5,      -4.742862406,      -2.012723655,      -2.256352004,      -1.682724094,       3.034940428,          5.971968,          5.971968,      0.1425582377,        1.19971324,       1.220869997
           6,      -4.665454667,     -0.8466596153,     -0.5518759515,      -2.817818423,       3.473534151,         7.1663616,         7.1663616,      0.1949050751,        1.27995648,        1.30171945
           7,      -4.167802543,      0.3105843285,      0.3591268943,      -2.928110181,       4.882898956,        8.59963392,        8.59963392,      0.7821740866,       2.115655308,        2.09702194
           8,      -4.045642739,      0.5903498577,     0.04252734385,      -2.751734686,       4.999836744,        10.3195607,        10.3195607,       2.220741314,       4.137273406,       3.980705017
           9,      -4.084974604,      0.1347376925,     0.09878350576,      -3.145006691,       4.835706471,       12.38347284,       12.38347284,       3.290654008,       5.651272997,       5.371691195
          10,      -4.243470819,      0.4960145578,      0.4908520789,      -3.085918712,       4.723894471,       14.86016741,       14.86016741,       3.023976877,       5.217137986,       4.963691129
          11,      -4.099216748,       1.138474983,      0.8876908325,      -2.149478757,       6.151822731,        17.8322009,        17.8322009,       2.679014815,       4.663547553,       4.444016354
          12,      -3.741498729,      0.5660229488,      0.7360701218,      -1.482829467,       6.981040749,       21.39864108,       21.39864108,      0.4163447684,      0.9677929582,       1.315235813
          13,      -4.085760047,      0.7920504198,      0.7705460078,      -2.207053993,       5.683921612,       25.67836929,       25.67836929,    -0.02569840197,     0.04343142009,      0.4966330584
          14,      -3.770680661,       1.996853038,       2.021728777,      -2.001168495,       7.566867295,       30.81404315,       30.81404315,     -0.3117919395,     -0.5267415688,    -0.09029439341
          15,      -3.608824338,       2.013971503,       1.796618634,      -1.817816218,       6.350864456,       36.97685178,       36.97685178,       18.58127355,       39.71766516,       35.60718438
          16,       -2.82455315,      0.4110450073,       0.229632232,      -3.215788217,       4.989199947,       44.37222213,       44.37222213,       34.08699302,       73.62811201,       66.03144766
          17,      -2.806803118,      0.8969678214,      0.7249196032,      -1.740504557,       5.079249025,       53.24666656,       53.24666656,        19.5875005,       42.83918007,       38.52832301
          18,      -3.459504096,       1.860073487,       2.106179784,     -0.2304388568,       5.321297258,       63.89599987,       63.89599987,      -23.60839007,       -29.2436217,      -26.15488919
          19,      -3.159353307,         2.3008415,       2.958066043,      -1.023063935,        6.25338005,       76.67519985,       76.67519985,       68.47735978,        87.5103077,       80.72318778
          20,      -2.347275711,       4.517060224,       4.462011691,       1.201798925,       9.352258646,       92.01023982,       92.01023982,      -291.2383663,      -2336.022759,      -1903.517791
          21,      -1.709062048,       3.795212426,       3.882567201,      0.6508501189,       11.20489165,       110.4122878,       110.4122878,      -11877.83908,      -23954.03189,      -20943.92582
          22,      -2.265001962,       2.161140684,       1.937202684,     -0.4711961596,       10.60304545,       132.4947453,       132.4947453,       3454.359847,      -2038.053454,      -1282.068704
          23,      -2.345381349,       3.521386103,       3.272426413,     -0.3825011686,       10.00179774,       158.9936944,       158.9936944,       30108.68859,       34370.29101,       31846.11071
          24,      -2.617262531,       1.134554881,       1.730365509,        -1.6634177,       9.400419914,       190.7924333,       190.7924333,       7398.650079,       8256.249936,       7543.329331
          25,      -2.694170477,      0.7804745753,      0.8116392253,      -2.157313485,       8.799355089,       190.7924333,       190.7924333,      -92.39383461,       192.2506929,       268.2149038
          26,      -2.892610602,      0.2134403891,      0.4641873198,      -2.180621522,       8.198774644,       19.07924333,       19.07924333,      -744.0360467,      -523.2375687,      -291.4523588
          27,      -3.224868798,     -0.1629513843,     0.01155105274,      -1.918560505,       7.598561375,       22.89509199,       22.89509199,      -763.3298316,      -555.3362126,      -312.0256234
          28,      -3.639332777,     -0.2952074099,     -0.2166592933,      -1.836045359,       7.026992482,       27.47411039,       27.47411039,      -735.1910039,      -520.4371226,      -271.1048169
          29,      -3.782921146,      -0.347908025,     -0.3813739192,      -1.745699348,       6.472178429,       32.96893247,       32.96893247,      -701.3201855,      -482.7010437,      -229.7309836
          30,      -3.803187037,     -0.3951263497,     -0.4415981643,      -1.646353413,       5.941268952,       39.56271897,       39.56271897,      -672.0567898,      -464.4399574,      -211.2821133
          31,      -3.749999843,     -0.4192134447,     -0.4566681482,      -1.534341889,       5.442155307,       47.47526276,       47.47526276,      -614.6924391,      -435.1158162,      -191.5983293
          32,      -3.750637474,     -0.4329155316,     -0.5728603175,      -1.411915294,       4.982157886,       56.97031531,       56.97031531,      -525.8754602,      -407.4503183,       -187.133797
          33,       -3.80856676,      -0.444636733,     -0.5500069942,      -1.276362213,       4.566956927,       68.36437837,       68.36437837,      -429.3614464,      -423.2081923,       -241.487728
          34,      -3.968249912,     -0.5106516851,     -0.6347878338,      -1.131016362,       4.209141536,       82.03725405,       82.03725405,      -342.3953541,      -483.5160711,      -359.1716997
          35,      -3.821960781,     -0.5315351477,     -0.5899385658,     -0.9851942153,        3.97381821,       98.44470486,       98.44470486,      -271.1718699,      -552.6307597,      -502.1388031
          36,      -3.794001526,     -0.5518119392,     -0.5951972017,     -0.8466222048,       3.783724089,       118.1336458,       118.1336458,      -218.5376058,      -574.6847828,      -604.2133618
          37,      -3.742709751,     -0.5713322117,     -0.6152560664,     -0.7183295103,       3.723479812,        141.760375,        141.760375,      -195.0829339,      -542.6863389,      -635.0867386
          38,      -3.818398614,     -0.5777867492,     -0.6508937261,     -0.6290276994,       3.750573378,         170.11245,         170.11245,      -202.4699963,      -477.0867752,      -593.6676298
          39,      -3.913726169,      -0.652198974,     -0.7239938191,     -0.6019381221,       3.767370462,         17.011245,         17.011245,      -224.2601501,      -404.3729825,      -494.5480069
          40,      -3.812147427,     -0.6451219749,      -0.708565137,     -0.3117919125,       3.354146487,         20.413494,         20.413494,      -225.3846368,       -400.874511,      -487.8182351
          41,      -4.289305839,     -0.7225441696,      -0.975698375,      -0.272425365,       3.374125621,        24.4961928,        24.4961928,      -226.4447932,      -398.8613691,      -479.6852981
          42,      -4.418703562,     -0.7318482565,      -1.046841001,      -0.229106992,       3.393444367,       29.39543136,       29.39543136,      -230.9820189,      -398.8870975,      -471.3719322
          43,      -4.382289651,      -0.741645897,      -1.042720857,      -0.181882482,       3.409826698,       35.27451763,       35.27451763,      -241.3536299,      -400.3760507,      -462.5955459
          44,      -3.973436926,     -0.7086417056,     -0.8910457258,     -0.1314531333,       3.422765872,       42.32942116,       42.32942116,      -256.9954255,      -401.0780216,      -450.8727697
          45,      -4.283901773,     -0.7610222866,     -0.9848809497,    -0.08018585671,       3.435760795,       50.79530539,       50.79530539,      -272.1527492,      -393.8304603,      -428.4771686
          46,      -4.292269831,      -0.771691204,     -0.9947779965,    -0.02606958364,       3.449102009,       60.95436647,       60.95436647,      -286.8496782,      -378.7743459,      -394.8188895
          47,      -3.905892946,     -0.7326569551,     -0.8796325407,     0.03150370438,       3.458467679,       73.14523976,       73.14523976,      -302.7916369,      -357.2328996,      -351.0156339
          48,      -3.977539872,     -0.7568356751,     -0.9269691404,     0.08300909528,       3.460746786,       87.77428771,       87.77428771,      -308.3165062,       -317.330817,      -287.1236189
          49,      -3.900420682,     -0.7791051077,     -0.8608031575,      0.1166279805,        3.45981572,       105.3291453,       105.3291453,      -303.6408214,      -260.7394368,      -208.8047983
          50,      -3.875482543,     -0.7822160309,     -0.8899353404,      0.1363580714,       3.464239441,       126.3949743,       126.3949743,      -292.4775581,      -198.3568346,      -133.0373904
          51,      -4.033400541,     -0.8582411677,      -0.963416753,      0.1607564562,       3.454178088,       151.6739692,       151.6739692,      -277.7408397,      -135.8039127,      -74.58532101
          52,      -3.894574903,     -0.8659104515,     -0.9535128397,       0.158161518,       3.429700319,       15.16739692,       15.16739692,      -266.4977251,      -90.10685613,      -54.54190742
          53,      -3.887112714,     -0.9297207309,     -0.9751502913,      0.2390321845,       3.083655834,        18.2008763,        18.2008763,      -265.6346664,      -86.60421854,      -53.69002818
          54,      -4.289111984,     -0.9841238827,      -1.174858817,      0.2351814081,       3.105515668,       21.84105156,       21.84105156,      -268.2235945,      -86.86787337,      -57.06850491
          55,      -4.332864753,      -1.001479558,      -1.218031804,      0.2274156027,       3.125416269,       26.20926187,       26.20926187,      -272.4088788,      -85.92233271,      -60.78875423
          56,      -4.396158291,      -1.015591509,       -1.23288755,      0.2139060964,       3.141168368,       31.45111425,       31.45111425,      -276.2731679,      -82.40439247,      -63.74880458
          57,       -4.39685054,      -1.024857452,      -1.239474512,       0.195979993,       3.150413022,        37.7413371,        37.7413371,      -279.5777733,      -78.09002587,      -67.70443922
          58,      -4.275036138,      -1.033070325,      -1.229870256,       0.176096142,       3.154621056,       45.28960451,       45.28960451,      -281.8342037,      -72.28082908,       -72.5069419
          59,      -4.182954982,      -1.041210196,      -1.216968027,      0.1591041574,       3.153249434,       54.34752542,       54.34752542,      -283.0320049,      -64.52465497,      -78.25129304
          60,      -4.160897162,      -1.062244344,      -1.225205384,      0.1494372723,       3.140282552,        65.2170305,        65.2170305,      -283.7320648,      -55.47914431,      -85.66564014
          61,      -4.108397478,      -1.084580709,       -1.21589375,       0.146299696,        3.11743214,        78.2604366,        78.2604366,       -282.970523,      -46.97445058,      -95.55248106
          62,      -4.144121305,      -1.126143807,      -1.234909387,      0.1402604787,       3.086436961,       93.91252392,       93.91252392,      -282.8421825,      -42.53674901,      -109.5970796
          63,      -3.991907908,       -1.13711279,      -1.212936192,      0.1231382302,        3.03913873,       112.6950287,       112.6950287,      -280.5524817,      -39.46880361,      -122.7869089
          64,      -4.136244228,      -1.205672894,      -1.273329153,      0.0866407082,       2.982173158,       11.26950287,       11.26950287,      -272.3878308,      -36.01648192,      -129.4244687
          65,      -3.976554376,      -1.232743734,      -1.250645655,     -0.1041147894,       2.740622869,       13.52340344,       13.52340344,      -271.6997469,      -35.56133329,      -130.0294548
          66,      -4.477531779,      -1.295367265,       -1.39153051,     -0.1132916325,       2.741871923,       16.22808413,       16.22808413,      -271.6748373,      -36.09404755,      -131.5485885
          67,      -4.585375567,      -1.302151432,      -1.421682519,     -0.1225828924,       2.742848782,       19.47370096,       19.47370096,      -272.0192002,      -36.02240898,       -132.678275
          68,      -4.619200437,      -1.314086128,      -1.430880207,     -0.1332042941,       2.741851822,       23.36844115,       23.36844115,      -271.8720339,      -34.58609567,      -132.6392505
          69,      -4.644188977,      -1.328643767,      -1.426451273,     -0.1462351012,       2.737496588,       28.04212938,       28.04212938,      -270.2234456,      -31.82607902,      -131.1414632
          70,      -4.502289412,      -1.339521258,       -1.42019224,     -0.1607344456,       2.729134623,       33.65055526,       33.65055526,      -266.6026617,      -28.28625916,      -128.3608596
          71,      -4.501206104,      -1.357532277,      -1.418877039,     -0.1764578207,       2.715565765,       40.38066631,       40.38066631,      -261.3768163,      -23.26450474,      -123.6363597
          72,      -4.330282849,      -1.360702511,      -1.407443534,     -0.1931662251,       2.694827671,       48.45679957,       48.45679957,      -254.5621923,      -16.81234483,      -116.7109936
          73,      -4.321988936,      -1.381859245,      -1.407289477,     -0.2124156004,       2.667622616,       58.14815949,       58.14815949,      -245.0146559,      -8.122448081,        -106.32939
          74,      -4.352012611,      -1.405125919,      -1.411664278,     -0.2389262964,       2.639241965,       69.77779139,       69.77779139,      -232.8386712,       2.511490404,      -92.36658592
          75,      -4.266548675,      -1.419184173,      -1.408329435,     -0.2751269601,       2.616384363,       83.73334966,       83.73334966,      -216.8688921,       14.56156619,      -74.56774156
          76,       -4.21430684,      -1.427170271,      -1.402069995,     -0.3171076713,       2.604098406,       8.373334966,       8.373334966,      -196.4465288,       26.53997338,      -53.89463274
          77,      -4.260636124,        -1.4614605,       -1.40462981,     -0.4929470475,        2.40797498,       10.04800196,       10.04800196,      -194.5749798,       27.05958509,      -52.46205268
          78,      -4.492475457,      -1.464979886,      -1.467259107,     -0.4909401395,       2.409014691,       12.05760235,       12.05760235,      -192.1241304,       28.23052529,      -50.22322751
