"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -5.972123849,      -4.771578426,       -4.84122883,      -9.358457002,               2.4,               2.4,      0.2475895885,        1.14695065,       1.253999425
           1,      -6.042194886,      -4.790517594,      -4.861871219,      -9.062002647,              2.88,              2.88,      0.2476424211,        1.14744327,       1.254582503
           2,      -5.999537905,       -4.80834192,      -4.885613951,       -8.87735836,             3.456,             3.456,      0.2476997894,       1.147907098,       1.255129298
           3,      -5.913858679,      -4.823133848,      -4.914712649,       -8.75246679,            4.1472,            4.1472,      0.2477315126,       1.148274137,       1.255546126
           4,      -5.843022461,      -4.832816863,      -4.952598882,      -8.670346419,           4.97664,           4.97664,      0.2477132058,       1.148491903,       1.255774097
           5,      -5.801498409,      -4.836247317,      -5.003020811,      -8.625052785,          5.971968,          5.971968,      0.2476316998,       1.148524135,       1.255795123
           6,      -5.791899472,      -4.834214167,       -5.06810492,      -8.612769237,         7.1663616,         7.1663616,      0.2474747057,       1.148350375,       1.255619257
           7,      -5.812946334,      -4.829370706,      -5.146389104,      -8.628552411,        8.59963392,        8.59963392,      0.2472056401,       1.147954729,       1.255247365
           8,      -5.857564456,      -4.825030543,      -5.229484978,        -8.6640815,        10.3195607,        10.3195607,      0.2467398399,       1.147298274,       1.254627904
           9,       -5.91213741,      -4.823806331,      -5.292791398,      -8.704671548,       12.38347284,       12.38347284,      0.2459357192,        1.14627616,       1.253619983
          10,      -5.964470687,      -4.826677897,       -5.30123682,      -8.727865566,       14.86016741,       14.86016741,      0.2445930618,       1.144674393,       1.251958329
          11,      -6.012751032,      -4.832550949,      -5.263666712,       -8.71759529,        17.8322009,        17.8322009,       0.242445263,       1.142147971,       1.249217517
          12,      -6.060545511,      -4.838700045,      -5.225334079,       -8.67314087,       21.39864108,       21.39864108,       0.239164958,       1.138251306,       1.244808652
          13,      -6.109727308,      -4.842498143,      -5.209386371,      -8.609336063,       25.67836929,       25.67836929,       0.234423732,         1.1325707,       1.238084429
