"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -6.181538483,       -5.01237878,      -5.089659104,      -8.985290671,      -1.947037351,               2.4,               2.4,      0.1122994405,       1.267598745,       1.265176071,                 1
           1,      -6.273163646,      -5.043504163,      -5.127865137,      -8.789322048,      -2.003837963,              2.88,              2.88,      0.1121951766,       1.268530909,       1.265954813,   3.717231696e-06
           2,      -6.246741019,      -5.075445547,      -5.167051255,      -8.695372233,      -2.368302345,             3.456,             3.456,      0.1120717269,       1.269334259,       1.266613555,   8.123328163e-06
           3,      -6.172325958,       -5.10659776,      -5.206126823,      -8.626197602,      -2.250580367,            4.1472,            4.1472,      0.1119305811,       1.269949716,       1.267098832,    1.31673766e-05
           4,      -6.112027317,       -5.13415841,      -5.244965998,      -8.567125051,      -2.303672327,           4.97664,           4.97664,      0.1117782127,       1.270340999,        1.26738504,    1.86199031e-05
           5,      -6.079518933,      -5.155084994,      -5.284974385,      -8.520293183,      -2.417489843,          5.971968,          5.971968,      0.1116224073,       1.270480727,       1.267461049,   2.420320499e-05
           6,      -6.075631759,      -5.167950565,       -5.32743726,      -8.487861859,      -2.469838782,         7.1663616,         7.1663616,      0.1114565322,       1.270350925,       1.267319806,   3.015619994e-05
           7,      -6.098296348,      -5.174146618,       -5.37212969,      -8.465650541,      -2.569288526,        8.59963392,        8.59963392,      0.1112443612,        1.26995261,        1.26695471,   3.778520796e-05
           8,      -6.140946884,      -5.176932619,      -5.417528541,       -8.44122761,      -2.646215839,        10.3195607,        10.3195607,      0.1109152802,        1.26929595,       1.266347839,   4.965304074e-05
           9,      -6.191345754,      -5.179395669,      -5.459808765,      -8.399801063,      -2.680227272,       12.38347284,       12.38347284,      0.1103658847,       1.268360709,       1.265438659,   6.956482755e-05
          10,      -6.237841066,      -5.183291985,      -5.491053468,      -8.337559226,      -2.677316154,       14.86016741,       14.86016741,      0.1094581065,       1.267050137,        1.26408036,   0.0001027383692
