"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -3.662637473,      -16.14954005,      -16.67103158,      -7.122786614,               2.4,               2.4,       4.679182951,      0.7027217762,       2.596705835
           1,      -3.811680921,      -3.113125022,      -3.290576229,      -7.480350499,              2.88,              2.88,       3.831854715,      0.6022565739,        2.15780609
           2,      -3.921132647,      -3.300327809,      -3.539298947,      -7.950540651,             3.456,             3.456,       3.208428072,       0.617193928,       1.945037289
           3,      -4.005166592,      -3.462456138,       -3.72740381,      -8.350620888,            4.1472,            4.1472,       2.752758009,      0.7102947981,       1.891183816
           4,      -4.074604061,      -3.603815828,      -3.857649517,      -8.672780493,           4.97664,           4.97664,       2.418881964,      0.8515549939,       1.941942572
           5,       -4.13868109,      -3.728437186,      -3.950268048,       -8.92684729,          5.971968,          5.971968,       2.172899223,       1.018786363,       2.056822792
           6,      -4.200630524,      -3.839815524,      -4.018499547,      -9.095173539,         7.1663616,         7.1663616,       1.990290319,        1.19634162,        2.20710571
           7,      -4.259975909,      -3.940534154,      -4.067896953,      -9.230304179,        8.59963392,        8.59963392,       1.853097705,       1.373309175,       2.372646556
           8,      -4.314828215,      -4.032306304,      -4.103035907,      -9.342162486,        10.3195607,        10.3195607,       1.747926914,       1.541864233,        2.53898641
           9,      -4.364180942,      -4.116263883,      -4.129394452,      -9.436067648,       12.38347284,       12.38347284,       1.664749045,       1.696213201,       2.695434798
          10,       -4.40779119,      -4.192980955,      -4.151242708,       -9.51443442,       14.86016741,       14.86016741,       1.596340281,       1.832678608,       2.834994511
