"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -9.641063921,      -7.720558657,      -8.308271065,       -9.61753874,               2.4,               2.4,      0.1463777384,        1.05606701,        1.09537766
           1,      -9.641862693,      -7.720597229,      -8.308338295,      -9.617529138,              2.88,              2.88,      0.1463776884,       1.056067294,       1.095377891
           2,      -9.642291508,      -7.720640738,      -8.308402534,       -9.61751808,             3.456,             3.456,      0.1463776249,       1.056067653,       1.095378184
           3,       -9.64251101,      -7.720687752,      -8.308466099,      -9.617505494,            4.1472,            4.1472,      0.1463775457,       1.056068099,       1.095378548
           4,      -9.642671001,      -7.720735944,       -8.30853219,       -9.61749126,           4.97664,           4.97664,      0.1463774488,       1.056068644,       1.095378993
           5,      -9.642835721,      -7.720783277,      -8.308608014,      -9.617475131,          5.971968,          5.971968,      0.1463773315,       1.056069301,       1.095379529
           6,      -9.642996536,      -7.720829628,      -8.308702259,      -9.617456681,         7.1663616,         7.1663616,      0.1463771904,       1.056070091,       1.095380173
           7,       -9.64314084,       -7.72087736,      -8.308816812,       -9.61743535,        8.59963392,        8.59963392,      0.1463770211,       1.056071038,       1.095380946
           8,      -9.643282409,      -7.720929798,      -8.308941077,       -9.61741058,        10.3195607,        10.3195607,      0.1463768178,       1.056072175,       1.095381873
           9,      -9.643432233,      -7.720988587,      -8.309056637,      -9.617381956,       12.38347284,       12.38347284,      0.1463765739,       1.056073539,       1.095382986
          10,       -9.64356379,      -7.721052184,      -8.309148723,      -9.617349299,       14.86016741,       14.86016741,      0.1463762815,       1.056075177,       1.095384322
          11,      -9.643609575,      -7.721116611,      -8.309208019,      -9.617312676,        17.8322009,        17.8322009,      0.1463759314,       1.056077143,       1.095385925
          12,      -9.643463779,      -7.721176423,       -8.30922602,       -9.61727285,        1.78322009,        1.78322009,      0.1463755114,       1.056079499,       1.095387847
          13,      -9.642962421,      -7.721237581,      -8.309001951,      -9.617446746,       2.139864108,       2.139864108,      0.1463754756,         1.0560797,       1.095388011
          14,      -9.643572009,      -7.721268895,      -8.309068979,      -9.617438207,       2.567836929,       2.567836929,      0.1463754306,       1.056079954,       1.095388218
          15,      -9.643932714,      -7.721303218,      -8.309158583,      -9.617428336,       3.081404315,       3.081404315,      0.1463753739,       1.056080272,       1.095388478
          16,      -9.644136925,      -7.721339286,      -8.309273663,      -9.617417072,       3.697685178,       3.697685178,      0.1463753034,       1.056080667,         1.0953888
          17,      -9.644287251,      -7.721375459,      -8.309408749,      -9.617404335,       4.437222213,       4.437222213,       0.146375217,       1.056081151,       1.095389194
          18,      -9.644435154,      -7.721410718,      -8.309550616,      -9.617389949,       5.324666656,       5.324666656,      0.1463751124,       1.056081735,        1.09538967
          19,      -9.644567625,      -7.721445868,      -8.309682891,      -9.617373568,       6.389599987,       6.389599987,      0.1463749866,       1.056082436,       1.095390242
          20,       -9.64466092,       -7.72148374,      -8.309792774,      -9.617354686,       7.667519985,       7.667519985,      0.1463748356,       1.056083278,       1.095390928
          21,       -9.64472225,      -7.721527535,      -8.309877121,      -9.617332752,       9.201023982,       9.201023982,      0.1463746542,       1.056084286,       1.095391749
          22,      -9.644768143,      -7.721578404,      -8.309942493,      -9.617307316,       11.04122878,       11.04122878,      0.1463744364,       1.056085493,       1.095392733
          23,      -9.644789084,      -7.721634543,      -8.309997275,      -9.617278124,       13.24947453,       13.24947453,      0.1463741749,        1.05608694,       1.095393911
          24,       -9.64474263,      -7.721692379,       -8.31004248,      -9.617245148,       15.89936944,       15.89936944,      0.1463738616,       1.056088675,       1.095395322
          25,      -9.644556307,      -7.721747975,      -8.310067273,      -9.617208629,       19.07924333,       19.07924333,      0.1463734869,       1.056090756,       1.095397015
          26,       -9.64412081,        -7.7217979,      -8.310031862,       -9.61717017,       1.907924333,       1.907924333,      0.1463730389,       1.056093254,        1.09539905
          27,      -9.643240226,      -7.721859796,      -8.309546888,       -9.61735843,       2.289509199,       2.289509199,      0.1463730011,       1.056093467,       1.095399222
          28,      -9.643982897,      -7.721893354,       -8.30962614,      -9.617349413,       2.747411039,       2.747411039,      0.1463729533,       1.056093735,       1.095399441
          29,      -9.644374785,      -7.721928436,      -8.309749286,      -9.617339076,       3.296893247,       3.296893247,      0.1463728929,       1.056094073,       1.095399716
          30,       -9.64456295,      -7.721963054,      -8.309921117,      -9.617327409,       3.956271897,       3.956271897,      0.1463728178,       1.056094494,       1.095400059
          31,       -9.64469469,      -7.721995249,      -8.310130626,      -9.617314364,       4.747526276,       4.747526276,      0.1463727259,       1.056095008,       1.095400478
          32,      -9.644828626,      -7.722024625,        -8.3103517,      -9.617299753,       5.697031531,       5.697031531,      0.1463726149,        1.05609563,       1.095400985
          33,      -9.644935277,      -7.722053647,      -8.310551204,      -9.617283166,       6.836437837,       6.836437837,      0.1463724816,       1.056096378,       1.095401594
          34,      -9.644985728,      -7.722087015,      -8.310702429,      -9.617264025,       8.203725405,       8.203725405,      0.1463723219,       1.056097275,       1.095402326
          35,      -9.644998219,      -7.722128678,       -8.31079803,      -9.617241762,       9.844470486,       9.844470486,      0.1463721306,       1.056098353,       1.095403205
          36,      -9.644994841,      -7.722178886,      -8.310851153,      -9.617215998,       11.81336458,       11.81336458,      0.1463719014,       1.056099648,       1.095404262
          37,      -9.644960055,      -7.722234141,      -8.310881299,      -9.617186612,        14.1760375,        14.1760375,      0.1463716271,       1.056101205,       1.095405533
          38,      -9.644842411,      -7.722289677,      -8.310896117,      -9.617153728,         17.011245,         17.011245,      0.1463712993,       1.056103078,       1.095407064
          39,      -9.644557365,      -7.722340856,      -8.310888081,       -9.61711791,         1.7011245,         1.7011245,      0.1463709081,       1.056105333,       1.095408909
          40,      -9.643976184,      -7.722388653,      -8.310745561,      -9.617287159,         2.0413494,         2.0413494,      0.1463708746,       1.056105527,       1.095409067
          41,      -9.644486302,      -7.722415796,      -8.310800058,      -9.617279485,        2.44961928,        2.44961928,      0.1463708326,        1.05610577,       1.095409266
          42,      -9.644792547,      -7.722446122,      -8.310868299,      -9.617270591,       2.939543136,       2.939543136,      0.1463707799,       1.056106075,       1.095409516
          43,      -9.644962713,      -7.722478748,      -8.310952292,      -9.617260412,       3.527451763,       3.527451763,      0.1463707145,       1.056106453,       1.095409826
          44,      -9.645078779,      -7.722512299,      -8.311048712,      -9.617248876,       4.232942116,       4.232942116,      0.1463706344,       1.056106917,       1.095410205
          45,      -9.645188586,      -7.722545571,      -8.311149561,      -9.617235843,       5.079530539,       5.079530539,      0.1463705375,       1.056107478,       1.095410665
          46,      -9.645287146,      -7.722578575,      -8.311245288,      -9.617221043,       6.095436647,       6.095436647,      0.1463704211,       1.056108154,       1.095411218
          47,      -9.645352849,      -7.722613078,      -8.311328613,      -9.617204059,       7.314523976,       7.314523976,      0.1463702816,       1.056108965,       1.095411884
          48,      -9.645386229,      -7.722651722,      -8.311397581,      -9.617184411,       8.777428771,       8.777428771,      0.1463701146,       1.056109939,       1.095412683
          49,      -9.645400805,      -7.722696062,      -8.311455403,      -9.617161691,       10.53291453,       10.53291453,      0.1463699145,       1.056111109,       1.095413643
          50,      -9.645391951,      -7.722745282,      -8.311505905,      -9.617135665,       12.63949743,       12.63949743,      0.1463696744,       1.056112512,       1.095414794
          51,      -9.645323986,      -7.722796589,      -8.311548358,      -9.617106328,       15.16739692,       15.16739692,       0.146369386,       1.056114193,       1.095416173
          52,      -9.645131601,      -7.722846469,      -8.311572504,      -9.617073927,        18.2008763,        18.2008763,      0.1463690386,       1.056116204,       1.095417821
          53,      -9.644715049,      -7.722890712,      -8.311558133,      -9.617039586,        1.82008763,        1.82008763,      0.1463686186,       1.056118608,       1.095419786
          54,      -9.643915033,      -7.722938986,      -8.311251684,      -9.617223244,       2.184105156,       2.184105156,      0.1463685829,       1.056118813,       1.095419954
          55,      -9.644544742,      -7.722968235,      -8.311316975,      -9.617215233,       2.620926187,       2.620926187,      0.1463685378,       1.056119071,       1.095420165
          56,      -9.644897804,       -7.72299979,      -8.311408365,      -9.617206019,       3.145111425,       3.145111425,       0.146368481,       1.056119396,        1.09542043
          57,      -9.645077369,      -7.723032255,      -8.311529459,      -9.617195576,        3.77413371,        3.77413371,      0.1463684102,       1.056119798,       1.095420759
          58,      -9.645194864,      -7.723063947,      -8.311674047,      -9.617183863,       4.528960451,       4.528960451,      0.1463683233,       1.056120291,       1.095421161
          59,      -9.645303616,      -7.723093973,      -8.311826498,      -9.617170738,       5.434752542,       5.434752542,       0.146368218,       1.056120885,       1.095421646
          60,      -9.645388589,      -7.723123422,      -8.311966814,      -9.617155892,        6.52170305,        6.52170305,       0.146368091,       1.056121599,       1.095422228
          61,      -9.645426195,      -7.723155388,      -8.312078621,      -9.617138865,        7.82604366,        7.82604366,      0.1463679383,       1.056122455,       1.095422925
          62,      -9.645425785,      -7.723193086,      -8.312156928,      -9.617119176,       9.391252392,       9.391252392,      0.1463677545,       1.056123481,        1.09542376
          63,      -9.645404071,      -7.723237387,      -8.312208852,      -9.617096487,       11.26950287,       11.26950287,      0.1463675336,        1.05612471,        1.09542476
          64,      -9.645349719,      -7.723286115,      -8.312244677,      -9.617070686,       13.52340344,       13.52340344,      0.1463672681,       1.056126186,       1.095425959
          65,      -9.645218616,      -7.723335483,      -8.312266516,       -9.61704192,       16.22808413,       16.22808413,      0.1463669498,       1.056127958,       1.095427398
          66,      -9.644936305,      -7.723381451,      -8.312263758,       -9.61701068,       16.22808413,       16.22808413,       0.146366569,       1.056130089,        1.09542913
          67,      -9.644390363,      -7.723421482,      -8.312180538,      -9.617010848,       16.22808413,       16.22808413,      0.1463661924,       1.056132212,       1.095430857
          68,      -9.644160226,      -7.723466051,      -8.312165354,      -9.617011302,       16.22808413,       16.22808413,      0.1463658181,       1.056134337,       1.095432588
          69,      -9.644021227,      -7.723511142,      -8.312186359,      -9.617012232,       16.22808413,       16.22808413,      0.1463654454,       1.056136465,       1.095434324
          70,      -9.643887829,      -7.723556317,      -8.312220617,      -9.617013646,       16.22808413,       16.22808413,      0.1463650735,       1.056138596,       1.095436062
          71,      -9.643754966,      -7.723601985,      -8.312257396,      -9.617015518,       16.22808413,       16.22808413,       0.146364702,       1.056140728,       1.095437803
          72,      -9.643634246,      -7.723648382,      -8.312292421,      -9.617017831,       16.22808413,       16.22808413,      0.1463643304,       1.056142861,       1.095439544
          73,      -9.643533459,      -7.723695488,      -8.312324515,      -9.617020582,       16.22808413,       16.22808413,      0.1463639586,       1.056144995,       1.095441285
          74,      -9.643455653,      -7.723743153,      -8.312354013,      -9.617023776,       16.22808413,       16.22808413,      0.1463635866,        1.05614713,       1.095443028
          75,      -9.643401467,       -7.72379119,      -8.312381841,      -9.617027422,       16.22808413,       16.22808413,      0.1463632146,       1.056149267,       1.095444773
          76,      -9.643370553,      -7.723839431,      -8.312408953,      -9.617031533,       16.22808413,       16.22808413,      0.1463628427,       1.056151406,       1.095446519
          77,      -9.643362034,      -7.723887737,      -8.312436073,      -9.617036119,       16.22808413,       16.22808413,       0.146362471,       1.056153547,       1.095448268
          78,      -9.643374545,      -7.723936001,      -8.312463635,      -9.617041192,       16.22808413,       16.22808413,      0.1463620994,        1.05615569,       1.095450019
          79,      -9.643406199,      -7.723984145,      -8.312491829,      -9.617046766,       16.22808413,       16.22808413,      0.1463617278,       1.056157835,       1.095451771
          80,      -9.643454632,       -7.72403211,      -8.312520666,      -9.617052851,       16.22808413,       16.22808413,      0.1463613561,        1.05615998,       1.095453525
          81,      -9.643517133,      -7.724079855,      -8.312550054,      -9.617059459,       16.22808413,       16.22808413,       0.146360984,       1.056162124,       1.095455278
          82,      -9.643590863,       -7.72412735,      -8.312579863,      -9.617066601,       16.22808413,       16.22808413,      0.1463606115,       1.056164269,       1.095457031
          83,      -9.643673079,      -7.724174576,      -8.312609962,       -9.61707429,       16.22808413,       16.22808413,      0.1463602383,       1.056166411,       1.095458782
          84,      -9.643761342,      -7.724221522,      -8.312640256,      -9.617082536,       16.22808413,       16.22808413,      0.1463598644,       1.056168553,       1.095460532
          85,       -9.64385363,      -7.724268183,      -8.312670693,      -9.617091352,       16.22808413,       16.22808413,      0.1463594898,       1.056170692,        1.09546228
          86,      -9.643948371,      -7.724314559,      -8.312701272,      -9.617100749,       16.22808413,       16.22808413,      0.1463591144,        1.05617283,       1.095464025
          87,      -9.644044405,      -7.724360656,      -8.312732027,       -9.61711074,       16.22808413,       16.22808413,      0.1463587383,       1.056174965,       1.095465768
          88,      -9.644140888,      -7.724406487,      -8.312763025,      -9.617121338,       16.22808413,       16.22808413,      0.1463583616,       1.056177099,       1.095467509
          89,        -9.6442372,      -7.724452065,      -8.312794342,      -9.617132557,       16.22808413,       16.22808413,      0.1463579843,        1.05617923,       1.095469248
          90,      -9.644332851,       -7.72449741,      -8.312826059,      -9.617144409,       16.22808413,       16.22808413,      0.1463576067,        1.05618136,       1.095470985
          91,      -9.644427435,      -7.724542544,      -8.312858245,      -9.617156908,       16.22808413,       16.22808413,      0.1463572287,       1.056183488,        1.09547272
          92,      -9.644520607,      -7.724587491,      -8.312890952,      -9.617170069,       16.22808413,       16.22808413,      0.1463568505,       1.056185615,       1.095474454
          93,       -9.64461209,      -7.724632277,      -8.312924214,      -9.617183907,       16.22808413,       16.22808413,      0.1463564722,        1.05618774,       1.095476187
          94,        -9.6447017,      -7.724676929,      -8.312958045,      -9.617198435,       16.22808413,       16.22808413,      0.1463560939,       1.056189864,       1.095477918
          95,      -9.644789372,      -7.724721477,      -8.312992444,      -9.617213669,       16.22808413,       16.22808413,      0.1463557156,       1.056191987,       1.095479649
          96,      -9.644875164,      -7.724765946,      -8.313027399,      -9.617229623,       16.22808413,       16.22808413,      0.1463553373,       1.056194108,       1.095481379
          97,      -9.644959252,      -7.724810366,      -8.313062895,      -9.617246311,       16.22808413,       16.22808413,      0.1463549593,       1.056196228,       1.095483108
          98,      -9.645041893,      -7.724854763,      -8.313098919,       -9.61726375,       16.22808413,       16.22808413,      0.1463545814,       1.056198347,       1.095484836
          99,      -9.645123385,      -7.724899161,       -8.31313546,      -9.617281953,       16.22808413,       16.22808413,      0.1463542037,       1.056200465,       1.095486564
         100,      -9.645204012,      -7.724943586,      -8.313172514,      -9.617300936,       16.22808413,       16.22808413,      0.1463538263,       1.056202582,       1.095488291
         101,      -9.645284014,      -7.724988058,      -8.313210082,      -9.617320714,       16.22808413,       16.22808413,      0.1463534492,       1.056204698,       1.095490018
         102,      -9.645363556,      -7.725032598,      -8.313248169,      -9.617341301,       16.22808413,       16.22808413,      0.1463530725,       1.056206813,       1.095491744
         103,      -9.645442725,      -7.725077225,      -8.313286783,      -9.617362712,       16.22808413,       16.22808413,      0.1463526962,       1.056208928,       1.095493471
         104,       -9.64552154,      -7.725121956,      -8.313325933,      -9.617384963,       16.22808413,       16.22808413,      0.1463523202,       1.056211041,       1.095495197
         105,      -9.645599976,      -7.725166804,      -8.313365628,      -9.617408067,       16.22808413,       16.22808413,      0.1463519446,       1.056213155,       1.095496923
         106,      -9.645677987,      -7.725211785,      -8.313405876,       -9.61743204,       16.22808413,       16.22808413,      0.1463515695,       1.056215267,        1.09549865
         107,      -9.645755531,       -7.72525691,      -8.313446687,      -9.617456897,       16.22808413,       16.22808413,      0.1463511947,        1.05621738,       1.095500376
         108,      -9.645832586,       -7.72530219,      -8.313488069,      -9.617482652,       16.22808413,       16.22808413,      0.1463508204,       1.056219492,       1.095502103
         109,      -9.645909154,      -7.725347637,      -8.313530034,      -9.617509321,       16.22808413,       16.22808413,      0.1463504465,       1.056221603,       1.095503829
         110,      -9.645985261,      -7.725393257,      -8.313572593,      -9.617536918,       16.22808413,       16.22808413,      0.1463500729,       1.056223715,       1.095505556
         111,      -9.646060944,      -7.725439061,      -8.313615756,      -9.617565457,       16.22808413,       16.22808413,      0.1463496997,       1.056225826,       1.095507283
         112,      -9.646136237,      -7.725485054,      -8.313659536,      -9.617594952,       16.22808413,       16.22808413,      0.1463493268,       1.056227937,        1.09550901
         113,      -9.646211162,      -7.725531243,      -8.313703939,      -9.617625417,       16.22808413,       16.22808413,      0.1463489541,       1.056230048,       1.095510737
         114,      -9.646285712,      -7.725577633,       -8.31374897,      -9.617656866,       16.22808413,       16.22808413,      0.1463485818,       1.056232159,       1.095512465
         115,      -9.646359852,      -7.725624228,      -8.313794626,       -9.61768931,       16.22808413,       16.22808413,      0.1463482096,       1.056234269,       1.095514192
         116,      -9.646433516,      -7.725671032,      -8.313840899,      -9.617722762,       16.22808413,       16.22808413,      0.1463478377,        1.05623638,        1.09551592
         117,      -9.646506608,      -7.725718046,      -8.313887772,      -9.617757234,       16.22808413,       16.22808413,       0.146347466,        1.05623849,       1.095517647
         118,      -9.646579015,      -7.725765274,       -8.31393522,      -9.617792737,       16.22808413,       16.22808413,      0.1463470944,       1.056240601,       1.095519374
