"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
           0,       -5.95352472,      -5.198333737,      -5.679736532,       -9.10921577,      -2.189482252,               2.4,               2.4,      0.1264047009,       1.165644362
           1,      -6.151202342,      -5.285513574,      -5.522782523,       -8.86896637,      -2.230961079,              2.88,              2.88,      0.1265361415,       1.166398772
           2,      -6.405628009,       -5.35911846,      -5.479033512,      -8.727414158,      -2.796811588,             3.456,             3.456,      0.1266637039,       1.167096224
           3,      -6.610739468,      -5.406632656,      -5.537683806,      -8.614189221,      -2.220105576,            4.1472,            4.1472,      0.1267570568,       1.167620735
           4,      -6.661984159,      -5.432007499,      -5.663658681,      -8.526916512,      -2.008623977,           4.97664,           4.97664,      0.1268049326,       1.167919921
           5,      -6.767433917,      -5.451560534,      -5.806854742,      -8.473545909,      -1.982172668,          5.971968,          5.971968,      0.1268154264,       1.168026601
           6,      -6.921122571,      -5.476790008,      -5.916281063,      -8.443855851,      -2.062573697,         7.1663616,         7.1663616,      0.1268082013,       1.168025651
           7,      -6.969062916,      -5.507141666,      -5.975264394,      -8.420496743,      -2.213614642,        8.59963392,        8.59963392,      0.1268008493,       1.167998696
           8,      -7.045107666,      -5.535186904,      -5.983155799,      -8.396101086,      -2.399860979,        10.3195607,        10.3195607,      0.1268004169,         1.1679863
           9,      -7.188658857,      -5.556703891,      -5.980865866,      -8.374107118,      -2.590147487,       12.38347284,       12.38347284,      0.1268049248,       1.167990463
          10,      -7.275107952,      -5.573436311,      -5.987376108,      -8.360022236,      -2.775109929,       14.86016741,       14.86016741,      0.1268102931,        1.16800072
          11,      -7.331382967,      -5.588187374,       -5.99533327,      -8.354949068,      -2.960496164,        17.8322009,        17.8322009,      0.1268149618,       1.168012021
          12,        -7.3997224,       -5.60197063,      -6.003745615,      -8.355858814,      -3.144123656,       21.39864108,       21.39864108,      0.1268198566,       1.168025396
          13,      -7.442141818,      -5.615019144,      -6.011749544,      -8.359000773,      -3.320027485,       25.67836929,       25.67836929,      0.1268265861,       1.168042931
          14,      -7.438043383,      -5.627920423,      -6.016390327,      -8.361334236,      -3.491392082,       30.81404315,       30.81404315,      0.1268364647,       1.168065483
          15,      -7.412470481,      -5.641346458,      -6.017798674,      -8.360062048,      -3.660496781,       36.97685178,       36.97685178,      0.1268502511,       1.168092501
          16,      -7.386982403,      -5.655697381,      -6.018266823,      -8.353026803,      -3.815774211,       44.37222213,       44.37222213,      0.1268676162,       1.168121739
          17,      -7.362209028,      -5.671187147,      -6.019133738,      -8.339869628,      -3.935753587,       53.24666656,       53.24666656,      0.1268865504,       1.168148919
          18,      -7.337437444,      -5.687996332,      -6.020687336,      -8.322322243,       -4.01273047,       63.89599987,       63.89599987,      0.1269040277,       1.168169254
          19,      -7.314696673,      -5.706229475,      -6.023234151,      -8.303211928,      -4.060437767,       76.67519985,       76.67519985,      0.1269180988,       1.168180804
          20,       -7.29570468,      -5.725991679,       -6.02717948,      -8.285285669,      -4.092623017,       92.01023982,       92.01023982,       0.126929106,       1.168185506
