"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -4.004817061,      -16.49028371,      -16.96470809,      -8.803199457,               2.4,               2.4,      0.8322537542,       1.383625241,       1.992245512
           1,      -4.140108704,      -4.104178939,      -3.863300764,      -8.932802315,              2.88,              2.88,       1.011824768,       1.807916824,       2.607707125
           2,      -4.280809371,       -4.25057863,      -4.028499265,      -9.160780049,             3.456,             3.456,       1.131959401,       2.103798509,       3.033758557
           3,      -4.374861351,      -4.354767063,      -4.093664656,      -9.354971239,            4.1472,            4.1472,        1.19159575,       2.258990425,       3.249363164
           4,      -4.436518165,      -4.425368104,      -4.147056336,      -9.536895297,           4.97664,           4.97664,       1.200056702,       2.296025737,       3.284615744
           5,      -4.476550228,      -4.463261603,      -4.192989249,      -9.628728987,          5.971968,          5.971968,       1.183535708,       2.278592135,       3.238703836
           6,      -4.523843332,      -4.511544436,      -4.233820703,      -9.699867981,         7.1663616,         7.1663616,       1.166719229,       2.260167523,       3.197217346
           7,       -4.56810358,      -4.559230736,      -4.274512312,      -9.764448991,        8.59963392,        8.59963392,       1.158217157,       2.262478792,       3.191542954
           8,      -4.610345572,      -4.603025024,       -4.31403831,      -9.830593968,        10.3195607,        10.3195607,         1.1558515,       2.278974036,       3.209635901
           9,      -4.652056319,      -4.644859726,      -4.351913214,      -9.885035397,       12.38347284,       12.38347284,       1.158569508,       2.306293747,       3.245512101
          10,       -4.69308274,      -4.685688269,      -4.387905091,      -9.935285603,       14.86016741,       14.86016741,       1.162974372,       2.336788747,       3.285750417
