"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -5.709911669,      -4.631824072,      -4.631273287,       -8.41295075,      -2.101761069,               2.4,               2.4,      0.1415615145,       1.267864613,       1.281048612,                 1
           1,      -5.804887746,      -4.660626795,      -4.669828084,      -8.232334666,      -1.958386437,              2.88,              2.88,      0.1415094067,        1.26799082,       1.281158553,   1.472914459e-06
           2,      -5.781626986,      -4.688430442,      -4.713398982,       -8.15632774,      -1.944254729,             3.456,             3.456,      0.1414486225,       1.268137727,       1.281271914,   3.191819983e-06
           3,       -5.70780361,       -4.71348354,       -4.76225671,      -8.111561505,      -2.001275688,            4.1472,            4.1472,      0.1413713875,       1.268275693,       1.281360322,   5.377125954e-06
           4,      -5.651727116,      -4.733389271,      -4.815658421,      -8.082406731,      -2.170902931,           4.97664,           4.97664,      0.1412641848,       1.268353779,       1.281382115,    8.41265011e-06
           5,      -5.628521202,      -4.746479035,      -4.872258509,      -8.066969408,      -2.240042115,          5.971968,          5.971968,      0.1411021777,       1.268295904,       1.281276916,   1.300526835e-05
           6,      -5.636043462,      -4.753253787,      -4.930160722,      -8.060129381,      -2.017593332,         7.1663616,         7.1663616,      0.1408335129,       1.267995145,       1.280950322,   2.063597609e-05
           7,      -5.665877769,      -4.756414531,      -4.986038465,      -8.048296496,      -1.898364418,        8.59963392,        8.59963392,      0.1403523899,       1.267298299,       1.280242569,   3.434783238e-05
           8,      -5.705264167,      -4.759217169,      -5.032767757,      -8.017339224,      -1.820135118,        10.3195607,        10.3195607,      0.1394616828,       1.265973387,       1.278875235,    5.98948393e-05
           9,      -5.742836897,      -4.763727714,       -5.06056327,      -7.965763795,      -1.711601925,       12.38347284,       12.38347284,      0.1378313491,       1.263667147,       1.276379137,   0.0001072087096
          10,      -5.774628383,      -4.770194299,      -5.069417447,      -7.902001454,      -1.627222688,       14.86016741,       14.86016741,        0.13498024,       1.259907181,       1.272061647,    0.000191698384
          11,      -5.801756187,      -4.777546174,       -5.07457772,      -7.832678625,      -1.580692186,        17.8322009,        17.8322009,       0.130346684,       1.254263279,       1.265167662,   0.0003338901406
          12,      -5.827426761,      -4.784493691,      -5.089612531,      -7.759781385,      -1.570259935,       21.39864108,       21.39864108,       0.123502808,       1.246720402,       1.255352398,   0.0005555491013
          13,      -5.854719472,      -4.790519232,      -5.112726992,      -7.684001648,      -1.593156786,       25.67836929,       25.67836929,      0.1144420576,       1.238023657,       1.243226004,   0.0008722421293
          14,      -5.881886407,      -4.795731134,      -5.130381324,      -7.607032527,       -1.66216246,       30.81404315,       30.81404315,      0.1037181043,       1.229510768,       1.230343103,    0.001285822895
