"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -4.080704348,      -16.53706592,      -17.01613145,      -8.940124507,               2.4,               2.4,      0.8035621941,       1.380873078,       1.978033548
           1,      -4.214037921,      -4.185901225,      -3.936819139,      -9.051727423,              2.88,              2.88,      0.9831207563,       1.796788299,         2.5799356
           2,      -4.353064659,       -4.33040928,      -4.101562943,      -9.266180644,             3.456,             3.456,       1.104496411,       2.089532983,       3.001765252
           3,      -4.444329552,      -4.429920828,      -4.163901881,      -9.455044199,            4.1472,            4.1472,       1.164458393,       2.241284917,       3.212516355
           4,      -4.508525783,      -4.501952667,      -4.217659305,      -9.628782532,           4.97664,           4.97664,       1.175712896,       2.281501749,       3.252028166
           5,      -4.548724668,      -4.539168679,      -4.263601164,      -9.716400406,          5.971968,          5.971968,       1.165170976,        2.27400473,       3.221728207
           6,        -4.5964388,      -4.587499034,      -4.303832618,      -9.783867988,         7.1663616,         7.1663616,       1.154732315,       2.266471018,       3.197440203
           7,      -4.641902235,      -4.635884365,      -4.344040785,      -9.844921049,        8.59963392,        8.59963392,       1.152942124,       2.280645088,        3.21000457
           8,      -4.685525195,      -4.680363817,      -4.383007257,      -9.913770168,        10.3195607,        10.3195607,       1.157225336,        2.30864964,       3.245391724
           9,      -4.728535353,      -4.722684473,      -4.420323628,      -9.967581862,       12.38347284,       12.38347284,       1.165058168,       2.343766967,       3.292497401
          10,      -4.770421707,      -4.763516974,      -4.455639597,       -10.0187668,       14.86016741,       14.86016741,       1.174063139,       2.381574133,       3.342969338
