"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -4.482730524,      -16.60955679,       -17.3788918,      -8.700573838,               2.4,               2.4,      0.7828382622,       0.772317105,       1.131787977,                 1
           1,      -4.639133597,      -4.419004521,      -4.350679006,      -8.941536702,              2.88,              2.88,      0.8042771397,      0.8991019713,       1.297164774,   0.0001066243285
           2,        -4.8105524,      -4.606888421,      -4.552760994,      -9.258637613,             3.456,             3.456,      0.8121453028,       1.002290261,       1.432638146,    0.000145376818
           3,      -4.909769425,      -4.719949483,      -4.649960992,      -9.506773167,            4.1472,            4.1472,      0.8093797484,       1.077551859,       1.530386543,   0.0001590443425
           4,      -4.973574891,      -4.798807925,      -4.705935626,      -9.739317342,           4.97664,           4.97664,      0.7983991605,       1.127527995,       1.593577067,   0.0002140573658
           5,      -5.022403325,      -4.863491231,      -4.749804435,       -9.85022671,          5.971968,          5.971968,      0.7813089221,       1.158319078,       1.630480503,   0.0003015527877
           6,      -5.064050783,      -4.922097753,      -4.789142647,      -9.960469018,         7.1663616,         7.1663616,      0.7605123777,       1.176509747,       1.650187838,   0.0004109345411
           7,      -5.101974635,      -4.977382927,      -4.826165923,      -10.04929915,        8.59963392,        8.59963392,      0.7382945277,       1.187482435,       1.660196845,   0.0005313084527
           8,      -5.137893971,      -5.029884943,      -4.861780598,      -10.12462832,        10.3195607,        10.3195607,       0.716340999,       1.194857782,        1.66557034,   0.0006538954813
           9,      -5.172700008,      -5.079623298,      -4.896444026,      -10.19848974,       12.38347284,       12.38347284,      0.6956378169,       1.200689075,       1.669176886,   0.0007729412355
          10,      -5.206817147,      -5.126682069,      -4.930373415,      -10.26209056,       14.86016741,       14.86016741,      0.6766183369,       1.205984151,       1.672407883,     0.00088537969
          11,      -5.240377397,      -5.171206438,      -4.963550257,      -10.32397635,        17.8322009,        17.8322009,      0.6593317706,       1.211170666,       1.675821306,   0.0009902529391
          12,      -5.273166035,      -5.213228381,      -4.995665379,      -10.38101296,       21.39864108,       21.39864108,       0.643604195,       1.216409235,       1.679581294,     0.00108799982
          13,      -5.304535426,      -5.252319743,      -5.025926093,      -10.43429496,       25.67836929,       25.67836929,      0.6290978262,       1.221743699,       1.683661098,    0.001180235833
          14,      -5.333072725,      -5.287206512,      -5.052761672,      -10.48392287,       30.81404315,       30.81404315,      0.6153178723,       1.227159525,        1.68790973,    0.001269815248
          15,      -5.356320037,      -5.315246325,      -5.073500705,      -10.52417686,       36.97685178,       36.97685178,      0.6015334565,       1.232602093,       1.692034411,    0.001361477088
          16,      -5.370786459,      -5.332256411,      -5.084628433,      -10.55500969,       3.697685178,       3.697685178,      0.5866530382,       1.237987441,       1.695532366,    0.001462936842
          17,      -5.373320815,      -5.333763596,      -5.083483368,      -10.57932512,       4.437222213,       4.437222213,      0.5851812747,       1.238518404,       1.695871976,    0.001472997065
          18,      -5.368730803,      -5.332153802,      -5.079830241,       -10.5787261,       5.324666656,       5.324666656,      0.5834328351,       1.239139792,       1.696257762,    0.001484984321
          19,      -5.363540887,      -5.329509477,      -5.075457546,      -10.57797274,       6.389599987,       6.389599987,      0.5813554666,       1.239862788,       1.696688336,    0.001499277596
          20,      -5.357792405,      -5.325198551,      -5.070211854,      -10.57706218,       7.667519985,       7.667519985,      0.5788844814,       1.240700307,       1.697159601,    0.001516351713
          21,      -5.351504873,      -5.318619458,      -5.063915691,      -10.57605647,       9.201023982,       9.201023982,       0.575938455,       1.241666255,       1.697661762,    0.001536812416
