"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -5.984785818,      -4.778130007,      -4.847771017,      -9.487519019,               2.4,               2.4,      0.2388103731,        1.17774543,       1.278026414
           1,      -6.062956227,        -4.7984163,      -4.867102351,      -9.161222121,              2.88,              2.88,      0.2387997873,       1.178315124,       1.278673963
           2,      -6.030022379,      -4.817429535,      -4.888671021,        -8.9657299,             3.456,             3.456,      0.2387685137,       1.178860686,       1.279283227
           3,       -5.94860905,      -4.833545613,      -4.914340717,       -8.83184969,            4.1472,            4.1472,      0.2387083808,       1.179297463,       1.279751756
           4,      -5.875826518,      -4.844725895,      -4.947208943,      -8.740436138,           4.97664,           4.97664,      0.2386188907,       1.179549216,       1.280005317
           5,      -5.827088954,      -4.849563251,      -4.991257689,      -8.684493038,          5.971968,          5.971968,      0.2385044349,       1.179564675,       1.280015406
           6,       -5.80645502,      -4.848332848,      -5.049570357,      -8.661538943,         7.1663616,         7.1663616,      0.2383617211,       1.179334105,       1.279802617
           7,      -5.815422642,      -4.843227866,      -5.122374112,      -8.668801537,        8.59963392,        8.59963392,      0.2381628899,       1.178878956,       1.279403456
           8,      -5.850818302,      -4.837519363,      -5.205125549,      -8.700030925,        10.3195607,        10.3195607,      0.2378497665,       1.178211424,       1.278819733
           9,      -5.901814041,      -4.834300382,      -5.282036833,      -8.744463895,       12.38347284,       12.38347284,      0.2373273608,       1.177283059,       1.277973793
          10,       -5.95433125,      -4.835395893,      -5.317399106,      -8.783416927,       14.86016741,       14.86016741,      0.2364578481,         1.1759477,       1.276681464
          11,      -6.002747177,        -4.8405716,      -5.293096316,      -8.793511246,        17.8322009,        17.8322009,      0.2350395122,       1.173937613,       1.274618766
          12,      -6.050339198,      -4.847421814,       -5.24880179,      -8.765371236,       21.39864108,       21.39864108,      0.2327817403,       1.170857927,       1.271280402
          13,      -6.100139185,      -4.852719503,      -5.222505843,      -8.709602433,       25.67836929,       25.67836929,      0.2293166449,       1.166243632,       1.265983687
          14,      -6.153445012,      -4.854809446,      -5.220724291,      -8.640814399,       30.81404315,       30.81404315,      0.2243085847,       1.159777782,       1.258075763
          15,      -6.208539568,      -4.854468899,      -5.230812883,      -8.567516143,       36.97685178,       36.97685178,      0.2176755204,       1.151685288,       1.247450114
          16,      -6.258177004,      -4.853153722,      -5.235908727,      -8.492125639,       44.37222213,       44.37222213,      0.2098096812,       1.143031258,       1.235130021
          17,      -6.296068343,      -4.851275527,        -5.2293392,      -8.415832006,       53.24666656,       53.24666656,      0.2015713333,       1.135436311,       1.223226252
          18,      -6.323186987,      -4.848436434,       -5.21428516,      -8.338645123,       63.89599987,       63.89599987,      0.1939815199,       1.130087796,       1.213812745
          19,      -6.343501772,      -4.844368248,      -5.193229898,      -8.260994043,       76.67519985,       76.67519985,      0.1878478949,       1.126840661,       1.207475852
          20,      -6.354407552,      -4.839127524,      -5.166591275,      -8.183411363,       7.667519985,       7.667519985,      0.1836310914,       1.124456562,       1.203046628
          21,      -6.346979006,      -4.832728547,      -5.135646236,      -8.167394844,       9.201023982,       9.201023982,      0.1832235221,       1.124230229,       1.202627783
          22,      -6.312048074,      -4.830792826,      -5.178092968,      -8.155500036,       11.04122878,       11.04122878,      0.1827875306,       1.123974686,       1.202165813
          23,      -6.326246842,      -4.826278405,      -5.239096782,       -8.14293629,       13.24947453,       13.24947453,      0.1823268014,       1.123678952,       1.201650852
          24,      -6.404032072,      -4.822929868,      -5.282803985,      -8.128921636,       15.89936944,       15.89936944,      0.1818522301,       1.123326454,       1.201068855
          25,      -6.439204447,      -4.822650134,      -5.281014901,      -8.112334286,       19.07924333,       19.07924333,      0.1813823034,       1.122892444,       1.200396046
          26,      -6.425414177,      -4.824401519,      -5.249844575,      -8.092847683,       22.89509199,       22.89509199,       0.180945403,       1.122344241,       1.199596015
          27,      -6.412945559,      -4.826048918,      -5.222331233,      -8.070436771,       27.47411039,       27.47411039,      0.1805837816,       1.121647474,        1.19862188
          28,      -6.406953654,      -4.826667209,      -5.207084698,      -8.045311059,       32.96893247,       32.96893247,      0.1803576599,        1.12078355,        1.19742887
          29,      -6.401334462,      -4.826746546,      -5.195373066,      -8.017472643,       39.56271897,       39.56271897,      0.1803433919,       1.119781915,       1.196002533
          30,      -6.390960034,      -4.826873525,      -5.179815094,      -7.986852352,       47.47526276,       47.47526276,      0.1806218193,       1.118765871,       1.194406396
          31,      -6.375666091,      -4.827116814,      -5.160245264,      -7.953710526,       56.97031531,       56.97031531,      0.1812606405,       1.118010712,       1.192854666
          32,      -6.356966414,      -4.827437963,       -5.13868283,      -7.918184227,       68.36437837,       68.36437837,      0.1823013648,       1.118007458,       1.191813066
          33,      -6.334129658,      -4.827949124,      -5.116115035,      -7.880804187,       82.03725405,       82.03725405,      0.1837584377,       1.119498883,       1.192112888
          34,      -6.296070871,      -4.828985488,      -5.093620347,      -7.842076885,       8.203725405,       8.203725405,      0.1856367045,       1.123419752,       1.195018966
          35,      -6.256610045,        -4.8311499,      -5.071738966,      -7.826319702,       9.844470486,       9.844470486,      0.1858260333,       1.123850309,       1.195351626
          36,        -6.2330293,      -4.828423787,      -5.147038456,      -7.819955753,       11.81336458,       11.81336458,      0.1860540503,       1.124392395,        1.19578565
          37,      -6.312740976,      -4.824374006,       -5.23861397,      -7.813121487,        14.1760375,        14.1760375,      0.1863287396,       1.125074557,       1.196351073
          38,      -6.457571203,      -4.825337482,      -5.276514814,      -7.805251124,         17.011245,         17.011245,      0.1866589696,       1.125943991,       1.197101276
          39,       -6.46330183,        -4.8313679,      -5.246851205,      -7.796014796,         20.413494,         20.413494,      0.1870553659,       1.127069549,       1.198117677
          40,      -6.433066698,      -4.838816491,      -5.208426019,      -7.785286646,        24.4961928,        24.4961928,      0.1875335401,       1.128547763,       1.199520131
          41,      -6.420096797,      -4.845448128,      -5.190898313,      -7.773145999,       29.39543136,       29.39543136,      0.1881182537,       1.130512217,       1.201484028
          42,      -6.414476219,      -4.851905101,      -5.185115897,      -7.759657836,       35.27451763,       35.27451763,      0.1888453381,       1.133139656,       1.204256721
          43,      -6.406019337,      -4.859379943,       -5.17788195,        -7.7448568,       42.32942116,       42.32942116,       0.189758135,       1.136642007,       1.208161332
          44,      -6.391695127,      -4.868221344,      -5.167010659,       -7.72864685,       50.79530539,       50.79530539,      0.1908961088,        1.14123859,       1.213579038
          45,      -6.376844996,      -4.878362685,      -5.155931416,      -7.711221922,       60.95436647,       60.95436647,      0.1922767853,        1.14710594,       1.220898295
          46,      -6.363889704,      -4.889910993,      -5.146350631,      -7.692636855,       73.14523976,       73.14523976,      0.1938717263,       1.154304765,        1.23040916
          47,      -6.352503644,       -4.90312959,      -5.138625235,      -7.673073689,       87.77428771,       87.77428771,      0.1955844895,       1.162696966,       1.242130355
          48,      -6.342045466,      -4.918327805,      -5.133500446,      -7.652715998,       8.777428771,       8.777428771,      0.1972449787,        1.17187786,       1.255588896
          49,      -6.332896024,      -4.935820343,      -5.131620579,      -7.640433587,       10.53291453,       10.53291453,      0.1974049627,       1.172810217,       1.256954247
          50,      -6.310366775,      -4.934452635,      -5.235108813,      -7.636992147,       12.63949743,       12.63949743,      0.1975917166,        1.17390501,       1.258572065
          51,      -6.452014559,       -4.93450459,      -5.343311614,      -7.633233101,       15.16739692,       15.16739692,      0.1978083507,       1.175186343,       1.260483555
          52,      -6.615389158,      -4.943345262,      -5.364997113,      -7.628875285,        18.2008763,        18.2008763,      0.1980558299,        1.17668435,       1.262738674
          53,      -6.575948591,      -4.957986425,      -5.323743805,      -7.623812696,       21.84105156,       21.84105156,      0.1983347508,       1.178433303,       1.265393182
          54,      -6.545352583,      -4.973187499,       -5.29517749,      -7.618042706,       26.20926187,       26.20926187,      0.1986464427,        1.18046734,       1.268502786
          55,      -6.533164017,      -4.987751321,      -5.292058824,      -7.611611736,       31.45111425,       31.45111425,       0.198991332,       1.182812924,       1.272111465
          56,      -6.528447038,      -5.003476904,      -5.296319364,      -7.604528646,        37.7413371,        37.7413371,      0.1993632891,       1.185475638,       1.276228608
          57,      -6.518809487,      -5.021494882,      -5.297632139,      -7.596784366,       45.28960451,       45.28960451,      0.1997420779,       1.188421306,       1.280794635
          58,      -6.506232542,      -5.041805045,      -5.298054885,      -7.588380438,       54.34752542,       54.34752542,      0.2000891711,       1.191551911,       1.285640083
          59,      -6.496299256,      -5.064168393,      -5.301255672,      -7.579330746,        65.2170305,        65.2170305,      0.2003518943,       1.194682333,       1.290452405
          60,      -6.491378215,      -5.088885827,       -5.30815981,      -7.569658008,        78.2604366,        78.2604366,      0.2004792986,       1.197529795,       1.294771239
          61,      -6.491930815,      -5.115972941,      -5.318620054,      -7.559390191,        7.82604366,        7.82604366,      0.2004528093,       1.199745387,       1.298056509
          62,       -6.49687915,      -5.145571296,      -5.333103018,      -7.551433191,       9.391252392,       9.391252392,      0.2004459297,       1.199964702,       1.298376318
          63,      -6.480874719,      -5.147511008,      -5.440826802,      -7.549809505,       11.26950287,       11.26950287,      0.2004355937,       1.200205069,       1.298726957
          64,      -6.601972238,      -5.151349095,      -5.552800425,      -7.548011358,       13.52340344,       13.52340344,      0.2004210581,       1.200463678,       1.299104618
          65,      -6.717102614,      -5.164682512,       -5.57768836,      -7.545938084,       16.22808413,       16.22808413,      0.2003999623,       1.200735178,       1.299500325
          66,      -6.691615589,      -5.184362189,      -5.539088574,       -7.54353156,       19.47370096,       19.47370096,      0.2003697162,       1.201011288,       1.299899507
          67,      -6.674744934,      -5.204615346,      -5.513930955,      -7.540787568,       23.36844115,       23.36844115,      0.2003292094,       1.201278483,       1.300279813
          68,      -6.668901959,      -5.224141333,      -5.516958627,      -7.537712882,       28.04212938,       28.04212938,      0.2002799647,       1.201514898,       1.300608466
          69,      -6.669641701,      -5.245017892,      -5.529167995,      -7.534298533,       33.65055526,       33.65055526,      0.2002264396,       1.201688472,       1.300840766
          70,      -6.668106189,      -5.268442869,      -5.538386147,      -7.530523479,       40.38066631,       40.38066631,      0.2001763854,       1.201758327,       1.300921976
          71,      -6.664015032,      -5.294029757,      -5.546420887,      -7.526364089,       48.45679957,       48.45679957,       0.200143355,       1.201680472,       1.300796704
          72,      -6.661958432,      -5.321380163,      -5.557532693,      -7.521802832,       58.14815949,       58.14815949,      0.2001510935,       1.201420288,       1.300431974
          73,      -6.662385011,      -5.350258424,      -5.572815339,      -7.516838216,       69.77779139,       69.77779139,      0.2002367313,       1.200969432,       1.299852192
          74,      -6.661904487,      -5.380488977,      -5.592155067,      -7.511476741,       6.977779139,       6.977779139,       0.200451147,       1.200360697,       1.299177086
          75,      -6.661032284,      -5.411895328,      -5.615049964,      -7.506373354,       8.373334966,       8.373334966,      0.2004712283,        1.20030378,       1.299113381
          76,      -6.657720327,      -5.416038572,      -5.708469743,      -7.505632009,       10.04800196,       10.04800196,      0.2004977635,       1.200232874,       1.299036449
          77,      -6.715674433,      -5.421359987,      -5.799193239,      -7.504791769,       12.05760235,       12.05760235,      0.2005329066,       1.200143817,       1.298943094
          78,      -6.755460561,      -5.434121487,      -5.822656979,      -7.503813931,       14.46912282,       14.46912282,      0.2005790221,       1.200032615,       1.298831185
          79,      -6.745336647,      -5.451865727,      -5.797154094,       -7.50266841,       17.36294739,       17.36294739,      0.2006392928,        1.19989593,       1.298700543
          80,      -6.737081748,      -5.469797818,      -5.778354761,      -7.501358719,       20.83553686,       20.83553686,      0.2007184883,       1.199731235,       1.298553891
          81,      -6.730799304,      -5.486636733,      -5.782174002,      -7.499875408,       25.00264424,       25.00264424,      0.2008238437,       1.199536242,       1.298398049
          82,      -6.725698035,      -5.503800933,       -5.79448477,      -7.498204228,       30.00317308,       30.00317308,      0.2009657562,       1.199309268,       1.298246697
          83,      -6.719822617,      -5.522095433,      -5.803891433,      -7.496326106,        36.0038077,        36.0038077,      0.2011583487,       1.199052762,       1.298126385
          84,      -6.712220982,      -5.541076457,      -5.810855143,      -7.494223135,       43.20456924,       43.20456924,      0.2014207228,       1.198779981,       1.298086534
          85,      -6.704189708,      -5.560057029,       -5.81844789,      -7.491881145,       51.84548309,       51.84548309,      0.2017787199,       1.198520415,       1.298209884
          86,      -6.697023892,      -5.578586705,      -5.826482677,      -7.489284662,       62.21457971,       62.21457971,      0.2022643143,       1.198318273,       1.298614248
          87,      -6.691111802,      -5.596084391,      -5.833233528,      -7.486447408,       6.221457971,       6.221457971,      0.2029110664,       1.198224065,       1.299439252
          88,      -6.686136574,      -5.611839147,      -5.837158175,      -7.483284232,       7.465749565,       7.465749565,      0.2029751916,       1.198220059,       1.299528721
          89,      -6.686725833,      -5.614192769,       -5.88130111,      -7.482955819,       8.958899478,       8.958899478,      0.2030534009,       1.198216065,       1.299640075
          90,      -6.697126363,      -5.616264592,      -5.917789355,      -7.482571647,       10.75067937,       10.75067937,      0.2031489952,       1.198211672,       1.299778101
          91,      -6.704334438,      -5.621292276,      -5.928051555,      -7.482117662,       12.90081525,       12.90081525,      0.2032657782,       1.198207728,       1.299950628
          92,      -6.702728245,      -5.628533207,      -5.919663628,      -7.481585019,        15.4809783,        15.4809783,      0.2034083051,       1.198206207,       1.300168561
          93,      -6.700609567,      -5.635819486,      -5.908944134,      -7.480968949,       18.57717396,       18.57717396,       0.203582248,       1.198210273,       1.300446239
          94,      -6.698475324,       -5.64222272,      -5.904336727,       -7.48026272,       22.29260875,       22.29260875,      0.2037949043,       1.198224264,       1.300802205
          95,      -6.696383891,      -5.648039712,       -5.90266297,      -7.479455794,        26.7511305,        26.7511305,      0.2040557443,       1.198254321,        1.30126088
          96,      -6.694157953,      -5.653496056,      -5.899814058,      -7.478537006,        32.1013566,        32.1013566,      0.2043769099,        1.19831164,       1.301856582
          97,      -6.691546593,      -5.658378063,      -5.895245737,      -7.477498331,       38.52162792,       38.52162792,      0.2047742144,       1.198419535,       1.302641234
          98,      -6.688802184,      -5.662415073,        -5.8898201,      -7.476337671,        46.2259535,        46.2259535,      0.2052691803,        1.19862419,       1.303696648
          99,      -6.686215986,      -5.665494392,       -5.88399092,      -7.475062357,        55.4711442,        55.4711442,      0.2058916159,       1.199007143,       1.305149786
         100,      -6.684047795,      -5.667688335,      -5.878022758,      -7.473696471,        5.54711442,        5.54711442,      0.2066809691,       1.199698635,       1.307188089
         101,      -6.682605574,      -5.669315925,      -5.872446271,      -7.472020432,       6.656537304,       6.656537304,      0.2067595233,       1.199771912,       1.307396681
         102,      -6.682582849,      -5.669218954,      -5.886479052,       -7.47189761,       7.987844765,       7.987844765,      0.2068547526,       1.199862782,       1.307651074
         103,      -6.684415668,      -5.668525914,      -5.899396411,       -7.47174865,       9.585413718,       9.585413718,      0.2069703615,       1.199975502,        1.30796144
         104,      -6.687020188,      -5.668768409,      -5.905290896,      -7.471569839,       11.50249646,       11.50249646,      0.2071106316,       1.200116859,       1.308341854
         105,      -6.687190547,      -5.670238276,      -5.904524248,      -7.471360282,       13.80299575,       13.80299575,      0.2072808214,       1.200296455,       1.308810919
         106,      -6.686529522,      -5.672272961,        -5.9003616,      -7.471120008,        16.5635949,        16.5635949,      0.2074876936,       1.200527412,       1.309392883
         107,      -6.685770294,      -5.674192533,      -5.896590403,      -7.470847755,       19.87631389,       19.87631389,      0.2077400402,       1.200827953,       1.310119786
