"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -4.570814237,      -16.89983735,      -17.35404006,      -9.355497921,               2.4,               2.4,      0.8367077302,       1.378436858,       1.985314202,                 1
           1,      -4.726464733,      -4.678274264,      -4.435687503,      -9.484471945,              2.88,              2.88,      0.9673888597,       1.685065409,       2.400943483,   0.0005403458108
           2,      -4.895095898,      -4.870757127,      -4.619783849,      -9.714079864,             3.456,             3.456,       1.061055159,       1.914174993,       2.717148018,   0.0008934520509
           3,      -4.994380621,      -4.970421616,      -4.714440006,       -9.91207594,            4.1472,            4.1472,       1.124508658,       2.075677098,       2.941073524,     0.00111916307
           4,      -5.058692743,       -5.03550886,      -4.771823399,      -10.09805176,           4.97664,           4.97664,       1.164912208,       2.183814149,       3.090276166,    0.001257898162
           5,      -5.108585856,      -5.087329465,      -4.815878519,      -10.20596965,          5.971968,          5.971968,       1.189213998,       2.255182317,        3.18742077,    0.001339638839
           6,      -5.152001077,      -5.132299411,      -4.853760166,      -10.28218059,         7.1663616,         7.1663616,       1.203613521,        2.30486488,       3.253641907,    0.001387493146
           7,      -5.192234169,      -5.173433105,      -4.888199358,      -10.34855943,        8.59963392,        8.59963392,       1.212760536,       2.343787797,       3.304406541,    0.001417662383
           8,      -5.230708205,      -5.212460127,      -4.920684477,      -10.41872776,        10.3195607,        10.3195607,       1.220051813,       2.379418179,       3.350343134,    0.001441567196
           9,      -5.268435282,      -5.250475914,      -4.951811796,      -10.47320007,       12.38347284,       12.38347284,       1.227339172,       2.415637763,       3.396985853,    0.001465317301
          10,      -5.305804219,      -5.287939076,       -4.98199867,      -10.52167616,       14.86016741,       14.86016741,       1.235320996,       2.453780557,       3.446257692,    0.001491162645
          11,      -5.342795893,      -5.324914906,      -5.011705528,      -10.57300472,        17.8322009,        17.8322009,       1.243874197,       2.493449743,       3.497638949,     0.00151866768
          12,      -5.379275248,      -5.361306433,      -5.041244074,      -10.61985703,       21.39864108,       21.39864108,       1.252407093,       2.533306475,       3.549275127,    0.001545920468
          13,      -5.415078367,      -5.396942847,      -5.070707161,      -10.66338286,       25.67836929,       25.67836929,       1.260372577,       2.572164927,        3.59949978,    0.001571200244
