"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
        1628,      -6.293357126,       -5.30589882,      -5.516586909,       29.37652324,       29.37652324,      0.2651318144,      0.5792054826
        1629,      -6.295389689,      -5.306330231,      -5.518165224,       29.37652324,       29.37652324,      0.2648246795,      0.5785706616
        1630,      -6.297457705,      -5.306786721,      -5.519755586,       2.937652324,       2.937652324,      0.2645098461,      0.5779186886
        1631,      -6.299562797,      -5.307265559,      -5.521356463,       3.525182789,       3.525182789,      0.2644782991,      0.5778533463
        1632,      -6.300665352,      -5.307310954,      -5.521524743,       4.230219347,       4.230219347,       0.264440328,      0.5777746786
        1633,      -6.301343945,      -5.307366375,      -5.521699097,       5.076263217,       5.076263217,      0.2643945929,      0.5776799016
        1634,      -6.301860882,      -5.307445026,      -5.521890873,        6.09151586,        6.09151586,      0.2643394596,      0.5775656217
        1635,      -6.302334949,      -5.307553894,      -5.522105614,       7.309819032,       7.309819032,      0.2642729302,      0.5774276861
        1636,      -6.302832511,      -5.307696815,      -5.522354149,       8.771782838,       8.771782838,      0.2641925528,      0.5772609891
        1637,       -6.30339665,       -5.30787357,       -5.52265693,       10.52613941,       10.52613941,       0.264095305,      0.5770592237
        1638,      -6.304055706,      -5.308079376,      -5.523044865,       12.63136729,       12.63136729,      0.2639774455,      0.5768145669
        1639,       -6.30482783,      -5.308306785,      -5.523555665,       15.15764074,       15.15764074,      0.2638343304,       0.576517292
        1640,      -6.305727607,      -5.308552144,       -5.52422331,       18.18916889,       18.18916889,      0.2636601929,      0.5761552964
        1641,      -6.306772508,      -5.308822216,      -5.525071703,       21.82700267,       21.82700267,      0.2634478748,      0.5757135005
        1642,      -6.307985616,       -5.30913888,      -5.526116205,       26.19240321,       26.19240321,      0.2631884621,      0.5751729438
        1643,      -6.309394256,      -5.309530322,      -5.527370332,       31.43088385,       31.43088385,      0.2628707483,      0.5745092403
        1644,      -6.311025127,      -5.310022013,       -5.52886281,       3.143088385,       3.143088385,      0.2624805453,      0.5736903297
        1645,      -6.312913541,      -5.310639714,      -5.530650948,       3.771706062,       3.771706062,      0.2624414542,      0.5736082518
        1646,      -6.314270207,      -5.310698605,      -5.530827513,       4.526047274,       4.526047274,      0.2623944109,      0.5735094204
        1647,      -6.315078296,      -5.310773745,      -5.531013648,       5.431256729,       5.431256729,      0.2623377611,      0.5733903276
        1648,      -6.315684146,      -5.310879079,      -5.531219032,       6.517508075,       6.517508075,      0.2622694902,      0.5732466895
        1649,      -6.316239257,      -5.311022002,      -5.531448636,        7.82100969,        7.82100969,      0.2621871386,      0.5730732516
        1650,      -6.316825691,      -5.311206635,      -5.531714606,       9.385211628,       9.385211628,      0.2620876937,      0.5728635354
        1651,       -6.31749555,      -5.311432648,        -5.5320406,       11.26225395,       11.26225395,      0.2619674523,      0.5726095155
        1652,      -6.318282964,      -5.311695047,      -5.532460892,       13.51470474,       13.51470474,      0.2618218528,      0.5723012217
        1653,      -6.319210716,      -5.311988084,      -5.533013588,       16.21764569,       16.21764569,      0.2616452832,      0.5719262814
        1654,      -6.320297934,      -5.312311394,      -5.533730748,       19.46117483,       19.46117483,      0.2614308854,      0.5714694549
        1655,      -6.321566418,      -5.312675797,      -5.534631954,        23.3534098,        23.3534098,      0.2611703663,      0.5709122213
        1656,      -6.323041899,      -5.313104944,      -5.535725304,       28.02409176,       28.02409176,      0.2608537642,      0.5702323126
        1657,      -6.324748914,      -5.313633582,      -5.537026093,       28.02409176,       28.02409176,      0.2604689714,      0.5694027307
        1658,      -6.326708317,      -5.314295174,      -5.538570502,       28.02409176,       28.02409176,      0.2600796218,      0.5685608192
        1659,      -6.329172717,      -5.315006194,      -5.540069162,       28.02409176,       28.02409176,      0.2596856518,      0.5677070868
        1660,      -6.331704382,      -5.315752306,      -5.541526124,       28.02409176,       28.02409176,      0.2592869439,      0.5668419536
        1661,      -6.334297305,      -5.316522582,      -5.542963195,       28.02409176,       28.02409176,       0.258883477,      0.5659661359
        1662,      -6.336943605,      -5.317310642,      -5.544393243,       28.02409176,       28.02409176,      0.2584753591,      0.5650807062
        1663,      -6.339633707,      -5.318113019,      -5.545819629,       28.02409176,       28.02409176,      0.2580627591,      0.5641868868
        1664,       -6.34235873,      -5.318926957,      -5.547240938,       28.02409176,       28.02409176,       0.257645811,       0.563285762
        1665,      -6.345111767,      -5.319754274,      -5.548656405,       28.02409176,       28.02409176,      0.2572245491,      0.5623780667
        1666,      -6.347888721,      -5.320595328,      -5.550063529,       28.02409176,       28.02409176,      0.2567988971,      0.5614641149
        1667,      -6.350703933,       -5.32145355,      -5.551464647,       28.02409176,       28.02409176,      0.2563687108,      0.5605438517
        1668,      -6.353499352,      -5.322326384,      -5.552849062,       28.02409176,       28.02409176,      0.2559338655,      0.5596170477
        1669,      -6.356298708,      -5.323212315,       -5.55421363,       28.02409176,       28.02409176,      0.2554943012,      0.5586834395
        1670,      -6.359133373,      -5.324107673,      -5.555559351,       28.02409176,       28.02409176,       0.255050033,      0.5577428012
        1671,      -6.361991244,      -5.325009942,      -5.556887615,       28.02409176,       28.02409176,      0.2546011466,      0.5567949818
        1672,      -6.364857919,      -5.325919442,      -5.558196434,       28.02409176,       28.02409176,      0.2541477792,      0.5558399136
        1673,      -6.367728791,      -5.326836727,      -5.559483742,       28.02409176,       28.02409176,      0.2536900941,      0.5548776039
        1674,      -6.370599712,      -5.327759759,      -5.560747598,       28.02409176,       28.02409176,      0.2532282615,      0.5539081323
        1675,       -6.37346683,      -5.328685804,      -5.561986433,       28.02409176,       28.02409176,      0.2527624468,      0.5529316559
        1676,      -6.376357884,      -5.329621135,      -5.563206326,       28.02409176,       28.02409176,       0.252292813,      0.5519484145
        1677,      -6.379185114,      -5.330562558,      -5.564393005,       28.02409176,       28.02409176,      0.2518195597,      0.5509588199
        1678,      -6.381987159,      -5.331500075,      -5.565544442,       28.02409176,       28.02409176,      0.2513429163,      0.5499634569
        1679,      -6.384795883,      -5.332435757,      -5.566665898,       28.02409176,       28.02409176,      0.2508631258,      0.5489630467
        1680,      -6.387599188,      -5.333364665,      -5.567760567,       28.02409176,       28.02409176,       0.250380432,      0.5479584091
        1681,      -6.390383731,      -5.334281056,      -5.568829615,       28.02409176,       28.02409176,      0.2498950686,      0.5469504235
        1682,      -6.393140249,      -5.335186424,      -5.569873621,       28.02409176,       28.02409176,      0.2494072515,      0.5459399977
        1683,      -6.395863049,       -5.33607674,      -5.570893272,       28.02409176,       28.02409176,      0.2489171785,      0.5449280492
        1684,      -6.398546289,      -5.336949343,      -5.571889594,       28.02409176,       28.02409176,      0.2484250335,      0.5439154949
        1685,      -6.401185697,      -5.337809382,      -5.572862957,       28.02409176,       28.02409176,      0.2479309947,      0.5429032446
        1686,      -6.403812553,      -5.338652037,      -5.573819275,       28.02409176,       28.02409176,      0.2474352438,      0.5418921879
        1687,      -6.406360751,      -5.339481793,      -5.574749677,       28.02409176,       28.02409176,      0.2469379967,      0.5408832291
        1688,      -6.408814019,      -5.340297174,      -5.575648603,       28.02409176,       28.02409176,      0.2464395101,      0.5398772908
        1689,      -6.411235622,      -5.341093114,      -5.576523082,       28.02409176,       28.02409176,      0.2459400617,      0.5388752641
        1690,      -6.413032858,      -5.341960126,      -5.577471773,       28.02409176,       28.02409176,      0.2454400124,      0.5378777345
        1691,      -6.412318261,      -5.342838088,      -5.578073537,       28.02409176,       28.02409176,      0.2449407759,       0.536886938
        1692,      -6.412797255,      -5.343732489,      -5.578514942,       28.02409176,       28.02409176,      0.2444444087,      0.5359062059
        1693,      -6.414162952,      -5.344557434,      -5.578858829,       28.02409176,       28.02409176,      0.2439531577,      0.5349391042
        1694,      -6.415956665,      -5.345295913,      -5.579149837,       28.02409176,       28.02409176,      0.2434690958,      0.5339886796
        1695,      -6.417868392,      -5.345960883,      -5.579408201,       28.02409176,       28.02409176,      0.2429938029,      0.5330568556
        1696,      -6.419903625,      -5.346572035,      -5.579645746,       28.02409176,       28.02409176,      0.2425281938,      0.5321442047
        1697,      -6.421959885,      -5.347137268,      -5.579866051,       28.02409176,       28.02409176,      0.2420724866,      0.5312500473
        1698,      -6.424062285,      -5.347668835,      -5.580078169,       28.02409176,       28.02409176,      0.2416263193,      0.5303728422
        1699,      -6.426190303,      -5.348178617,      -5.580284851,       28.02409176,       28.02409176,      0.2411889249,      0.5295106602
        1700,      -6.428311892,      -5.348668377,      -5.580489989,       28.02409176,       28.02409176,      0.2407593245,      0.5286616316
        1701,      -6.430348497,      -5.349142123,      -5.580693837,       28.02409176,       28.02409176,      0.2403364996,      0.5278242846
        1702,      -6.432388538,      -5.349611503,      -5.580903046,       28.02409176,       28.02409176,      0.2399195263,       0.526997762
        1703,      -6.434282964,      -5.350077179,      -5.581108866,       28.02409176,       28.02409176,      0.2395076465,       0.526181869
        1704,       -6.43619863,      -5.350543594,      -5.581325649,       28.02409176,       28.02409176,      0.2391003158,      0.5253770636
        1705,      -6.438124431,      -5.351018499,        -5.5815551,       28.02409176,       28.02409176,      0.2386971847,      0.5245843161
        1706,      -6.440007849,      -5.351499843,      -5.581798985,       28.02409176,       28.02409176,      0.2382980653,      0.5238049397
        1707,      -6.441811996,      -5.351984185,        -5.5820604,       28.02409176,       28.02409176,       0.237902894,      0.5230404239
        1708,      -6.443618027,      -5.352480523,      -5.582348233,       28.02409176,       28.02409176,      0.2375116909,      0.5222922908
        1709,      -6.445266678,      -5.352985247,      -5.582653409,       28.02409176,       28.02409176,       0.237124519,      0.5215619619
        1710,      -6.446917985,      -5.353503289,      -5.582994158,       28.02409176,       28.02409176,      0.2367414687,      0.5208507003
        1711,      -6.448576843,      -5.354023433,      -5.583372921,       28.02409176,       28.02409176,      0.2363626227,      0.5201595381
        1712,      -6.450165429,      -5.354538565,      -5.583789307,       28.02409176,       28.02409176,      0.2359880365,      0.5194892391
        1713,      -6.451697678,      -5.355047615,      -5.584248414,       33.62891011,       33.62891011,      0.2356177353,      0.5188403029
        1714,      -6.453230609,      -5.355548489,      -5.584753825,       3.362891011,       3.362891011,      0.2351796091,      0.5180924332
        1715,      -6.454368691,      -5.356066902,      -5.585469066,       4.035469213,       4.035469213,      0.2351358314,      0.5180179437
        1716,      -6.455330988,      -5.356197462,      -5.585563245,       4.842563056,       4.842563056,      0.2350833785,      0.5179290081
        1717,      -6.455828278,      -5.356308915,      -5.585608505,       5.811075667,       5.811075667,      0.2350205526,      0.5178229404
        1718,      -6.456302086,      -5.356432421,       -5.58564611,         6.9732908,         6.9732908,      0.2349453332,      0.5176966108
        1719,      -6.456826614,      -5.356573258,      -5.585690668,        8.36794896,        8.36794896,      0.2348553199,      0.5175463969
        1720,      -6.457410653,      -5.356731788,      -5.585755078,       10.04153875,       10.04153875,      0.2347476685,      0.5173681419
        1721,      -6.458044827,      -5.356905854,      -5.585855663,        12.0498465,        12.0498465,      0.2346190212,      0.5171571323
        1722,      -6.458715066,      -5.357093295,      -5.586012134,        14.4598158,        14.4598158,       0.234465439,       0.516908121
        1723,      -6.459413801,       -5.35728975,      -5.586245663,       17.35177896,       17.35177896,      0.2342823427,      0.5166154205
        1724,      -6.460147779,      -5.357501895,      -5.586576888,       20.82213476,       20.82213476,      0.2340644529,      0.5162730451
        1725,      -6.460858187,      -5.357732095,      -5.587015108,       24.98656171,       24.98656171,      0.2338056866,      0.5158747714
        1726,      -6.461677333,      -5.357985832,      -5.587585548,       29.98387405,       29.98387405,      0.2334989039,      0.5154138741
        1727,       -6.46266979,      -5.358267381,      -5.588317613,       29.98387405,       29.98387405,      0.2331353865,      0.5148824095
        1728,      -6.463811119,      -5.358571087,      -5.589244182,       29.98387405,       29.98387405,      0.2327755546,      0.5143699713
        1729,      -6.465406529,      -5.358900059,      -5.590182268,       29.98387405,       29.98387405,      0.2324188982,      0.5138752901
        1730,      -6.467278511,      -5.359237516,      -5.591128093,       29.98387405,       29.98387405,      0.2320655693,      0.5133989449
        1731,      -6.469092379,       -5.35957076,      -5.592065038,       29.98387405,       29.98387405,      0.2317163656,      0.5129432068
        1732,       -6.47106832,      -5.359887914,      -5.593023185,       29.98387405,       29.98387405,      0.2313724888,      0.5125113526
        1733,      -6.473129382,      -5.360193189,      -5.594005016,       29.98387405,       29.98387405,      0.2310351868,      0.5121067904
        1734,      -6.475075672,      -5.360483296,      -5.594991392,       29.98387405,       29.98387405,      0.2307054756,       0.511732378
        1735,      -6.476991518,      -5.360743609,      -5.595992768,       29.98387405,       29.98387405,      0.2303840011,      0.5113900704
        1736,      -6.478939938,      -5.360978896,      -5.597021585,       29.98387405,       29.98387405,      0.2300710142,      0.5110808683
        1737,      -6.480770165,      -5.361163112,       -5.59806917,       29.98387405,       29.98387405,      0.2297664439,      0.5108050006
        1738,      -6.482418694,      -5.361250595,      -5.599131038,       29.98387405,       29.98387405,      0.2294700309,      0.5105622218
        1739,      -6.484062227,      -5.361290745,       -5.60022588,       29.98387405,       29.98387405,      0.2291814414,      0.5103520693
        1740,      -6.485611801,      -5.361302845,      -5.601344571,       29.98387405,       29.98387405,       0.228900339,      0.5101740617
        1741,      -6.486854886,      -5.361276035,      -5.602470339,       29.98387405,       29.98387405,      0.2286264572,      0.5100278633
        1742,      -6.488126982,      -5.361238918,      -5.603626276,       29.98387405,       29.98387405,      0.2283596233,      0.5099133033
        1743,      -6.489325522,      -5.361192762,      -5.604806282,       29.98387405,       29.98387405,      0.2280997382,      0.5098303692
        1744,      -6.490277581,      -5.361125928,      -5.605993812,       29.98387405,       29.98387405,      0.2278467752,      0.5097792019
        1745,      -6.491146455,      -5.361054738,      -5.607195783,       29.98387405,       29.98387405,      0.2276007697,      0.5097600397
        1746,      -6.491971664,      -5.360975632,      -5.608422824,       29.98387405,       29.98387405,      0.2273617898,      0.5097731673
        1747,      -6.492663881,      -5.360894138,      -5.609659522,       29.98387405,       29.98387405,      0.2271299131,       0.509818891
        1748,      -6.493085249,      -5.360811403,      -5.610888175,       29.98387405,       29.98387405,      0.2269052399,      0.5098975744
        1749,      -6.493508263,      -5.360720869,      -5.612131541,       29.98387405,       29.98387405,      0.2266878802,       0.510009579
        1750,      -6.493826838,      -5.360621242,      -5.613387425,       29.98387405,       29.98387405,      0.2264779313,      0.5101552725
        1751,       -6.49394557,      -5.360502478,      -5.614633571,       29.98387405,       29.98387405,      0.2262754795,      0.5103350477
        1752,      -6.493892375,      -5.360363804,      -5.615864234,       29.98387405,       29.98387405,      0.2260806115,      0.5105493276
        1753,       -6.49380673,      -5.360215813,      -5.617094044,       29.98387405,       29.98387405,      0.2258933996,      0.5107985087
        1754,      -6.493610331,      -5.360055404,      -5.618313566,       29.98387405,       29.98387405,      0.2257138881,      0.5110829537
        1755,      -6.493246006,      -5.359880575,        -5.6195063,       29.98387405,       29.98387405,      0.2255421014,      0.5114029961
        1756,      -6.492747046,      -5.359695887,      -5.620660852,       29.98387405,       29.98387405,       0.225378065,      0.5117589363
        1757,      -6.492238839,      -5.359499354,      -5.621792166,       29.98387405,       29.98387405,      0.2252217983,      0.5121509725
        1758,      -6.491662866,      -5.359287386,       -5.62289358,       29.98387405,       29.98387405,      0.2250733077,      0.5125791955
        1759,      -6.490995576,      -5.359058081,      -5.623958772,       29.98387405,       29.98387405,      0.2249325865,      0.5130435767
        1760,      -6.490187736,      -5.358803274,      -5.624955676,       29.98387405,       29.98387405,      0.2247996542,      0.5135440523
        1761,      -6.489430792,       -5.35854062,      -5.625912523,       29.98387405,       29.98387405,      0.2246745451,      0.5140804038
        1762,      -6.488631938,      -5.358265464,      -5.626824912,       29.98387405,       29.98387405,       0.224557301,      0.5146523151
        1763,      -6.487777996,      -5.357984814,      -5.627686159,       29.98387405,       29.98387405,      0.2244479685,      0.5152593815
        1764,      -6.486870145,      -5.357685554,      -5.628479864,       29.98387405,       29.98387405,      0.2243466156,      0.5159011718
        1765,      -6.485967686,      -5.357369329,      -5.629204341,       29.98387405,       29.98387405,      0.2242533384,      0.5165772221
        1766,      -6.485085669,      -5.357042573,      -5.629875951,       29.98387405,       29.98387405,      0.2241682409,      0.5172870074
        1767,      -6.484171743,      -5.356703734,      -5.630491336,       29.98387405,       29.98387405,      0.2240914205,      0.5180299805
        1768,      -6.483225256,      -5.356351033,      -5.631042629,       29.98387405,       29.98387405,      0.2240229602,      0.5188055882
        1769,      -6.482272339,      -5.355975901,      -5.631505065,       35.98064886,       35.98064886,      0.2239629609,      0.5196133801
        1770,      -6.481365577,      -5.355591719,      -5.631890855,       3.598064886,       3.598064886,      0.2239033986,      0.5206273995
        1771,      -6.480034676,      -5.355109952,      -5.632351344,       4.317677863,       4.317677863,      0.2238975724,      0.5207293355
        1772,      -6.480432069,      -5.355070693,       -5.63235642,       5.181213436,       5.181213436,       0.223890735,      0.5208522997
        1773,      -6.480491525,      -5.355017858,      -5.632349225,       6.217456123,       6.217456123,      0.2238827583,      0.5210008002
        1774,      -6.480393692,      -5.354954467,       -5.63232855,       7.460947347,       7.460947347,      0.2238735227,      0.5211803798
        1775,      -6.480199393,      -5.354879725,      -5.632293676,       8.953136817,       8.953136817,      0.2238629356,      0.5213978866
        1776,      -6.479931528,      -5.354790078,      -5.632247644,       10.74376418,       10.74376418,      0.2238509638,       0.521661833
        1777,      -6.479592774,      -5.354679794,       -5.63219809,       12.89251702,       12.89251702,      0.2238376893,      0.5219828821
        1778,      -6.479172405,      -5.354541004,       -5.63215514,       15.47102042,       15.47102042,      0.2238234069,      0.5223745193
        1779,      -6.478654382,      -5.354364282,      -5.632127294,        18.5652245,        18.5652245,      0.2238087845,      0.5228539573
        1780,      -6.478049413,       -5.35413586,      -5.632107218,        22.2782694,        22.2782694,      0.2237951002,      0.5234432673
        1781,      -6.477356233,      -5.353846243,      -5.632090177,       26.73392329,       26.73392329,      0.2237845219,      0.5241704886
        1782,      -6.476550926,      -5.353485185,      -5.632073685,       32.08070794,       32.08070794,      0.2237802911,      0.5250703029
        1783,      -6.475601717,      -5.353034562,        -5.6320382,       32.08070794,       32.08070794,      0.2237866395,      0.5261841138
        1784,      -6.474468587,      -5.352478311,      -5.631951041,       32.08070794,       32.08070794,      0.2238031302,      0.5273271777
        1785,      -6.473578912,      -5.351918254,      -5.631726773,       32.08070794,       32.08070794,       0.223828695,      0.5284963187
        1786,      -6.472764022,      -5.351356174,      -5.631357704,       32.08070794,       32.08070794,       0.223862906,      0.5296909351
        1787,      -6.472072799,      -5.350781596,      -5.630832225,       32.08070794,       32.08070794,      0.2239060966,      0.5309129563
        1788,      -6.471434088,      -5.350207842,      -5.630197789,       32.08070794,       32.08070794,      0.2239591147,      0.5321657495
        1789,      -6.470793696,      -5.349627732,      -5.629463841,       32.08070794,       32.08070794,      0.2240230216,      0.5334531813
        1790,      -6.470153634,      -5.349040306,      -5.628637349,       32.08070794,       32.08070794,      0.2240987861,      0.5347786431
        1791,      -6.469532984,      -5.348445756,      -5.627718131,       32.08070794,       32.08070794,      0.2241870934,      0.5361444816
        1792,      -6.468978458,      -5.347837975,      -5.626700652,       32.08070794,       32.08070794,      0.2242882934,      0.5375518452
        1793,      -6.468568782,      -5.347217591,      -5.625572569,       32.08070794,       32.08070794,      0.2244024778,      0.5390008989
        1794,      -6.468216201,      -5.346586668,      -5.624359809,       32.08070794,       32.08070794,      0.2245295153,      0.5404909036
        1795,       -6.46788135,      -5.345950185,      -5.623070002,       32.08070794,       32.08070794,      0.2246691339,      0.5420205978
        1796,      -6.467574315,      -5.345304322,      -5.621704443,       32.08070794,       32.08070794,      0.2248209747,      0.5435884455
        1797,      -6.467309181,      -5.344653811,      -5.620265276,       32.08070794,       32.08070794,      0.2249846243,      0.5451927994
        1798,       -6.46709142,      -5.343998863,      -5.618753836,       32.08070794,       32.08070794,      0.2251596369,      0.5468320064
        1799,       -6.46692203,      -5.343342355,      -5.617174562,       32.08070794,       32.08070794,       0.225345553,       0.548504471
        1800,      -6.466918434,      -5.342679712,      -5.615513198,       32.08070794,       32.08070794,      0.2255419879,      0.5502088849
        1801,      -6.466949814,      -5.342022812,      -5.613800282,       38.49684953,       38.49684953,      0.2257485844,      0.5519439473
        1802,      -6.466982726,      -5.341370998,      -5.612047888,       3.849684953,       3.849684953,      0.2260109153,      0.5540679079
        1803,       -6.46655215,      -5.340593213,      -5.610001932,       4.619621944,       4.619621944,      0.2260372669,      0.5542806938
        1804,      -6.467540109,      -5.340531993,      -5.609752402,       5.543546332,       5.543546332,      0.2260690549,      0.5545366194
        1805,      -6.467904738,      -5.340431956,      -5.609430765,       6.652255599,       6.652255599,      0.2261074453,      0.5548445917
        1806,      -6.468068516,      -5.340314575,      -5.609033481,       7.982706719,       7.982706719,      0.2261538732,      0.5552154169
        1807,      -6.468154027,      -5.340183678,      -5.608549084,       9.579248062,       9.579248062,      0.2262101133,      0.5556622342
        1808,      -6.468204196,      -5.340036539,      -5.607969265,       11.49509767,       11.49509767,      0.2262783715,      0.5562010689
        1809,      -6.468238402,      -5.339864076,      -5.607289564,       13.79411721,       13.79411721,      0.2263614147,      0.5568515489
        1810,      -6.468246428,      -5.339654574,      -5.606510938,       16.55294065,       16.55294065,      0.2264627539,      0.5576378295
        1811,      -6.468217834,      -5.339394176,      -5.605628972,       19.86352878,       19.86352878,      0.2265869082,      0.5585897715
        1812,      -6.468146609,      -5.339070181,      -5.604627198,       23.83623454,       23.83623454,      0.2267397615,      0.5597443091
        1813,      -6.468044726,      -5.338672185,      -5.603471194,       28.60348145,       28.60348145,      0.2269289794,      0.5611467561
        1814,      -6.467919196,      -5.338194219,      -5.602117799,       34.32417774,       34.32417774,      0.2271643009,       0.562851487
        1815,      -6.467776198,      -5.337631608,      -5.600517885,       34.32417774,       34.32417774,      0.2274574679,      0.5649218426
        1816,      -6.467614547,       -5.33698752,      -5.598621134,       34.32417774,       34.32417774,       0.227759516,      0.5670101991
        1817,      -6.467865804,      -5.336382483,       -5.59667157,       41.18901328,       41.18901328,      0.2280687112,      0.5691117065
        1818,      -6.468246906,      -5.335822574,      -5.594680411,       4.118901328,       4.118901328,      0.2284487141,      0.5716494908
        1819,      -6.468210744,      -5.335197278,      -5.592399615,       4.942681594,       4.942681594,      0.2284867595,      0.5719033611
        1820,      -6.469303572,       -5.33515047,      -5.592135397,       5.931217913,       5.931217913,      0.2285324867,      0.5722082052
        1821,      -6.469737364,      -5.335067199,      -5.591785354,       7.117461495,       7.117461495,      0.2285874682,       0.572574333
        1822,      -6.469991126,      -5.334975035,      -5.591349653,       8.540953794,       8.540953794,      0.2286536086,      0.5730141659
        1823,      -6.470191481,       -5.33488013,      -5.590818971,       10.24914455,       10.24914455,      0.2287332184,      0.5735426909
        1824,      -6.470379247,      -5.334780374,      -5.590189989,       12.29897346,       12.29897346,      0.2288291113,      0.5741780392
        1825,      -6.470574237,       -5.33466542,      -5.589464669,       14.75876816,       14.75876816,      0.2289447427,      0.5749422474
        1826,       -6.47075855,      -5.334524216,      -5.588651749,       17.71052179,       17.71052179,       0.229084408,      0.5758622406
        1827,      -6.470935563,      -5.334343378,      -5.587749113,       21.25262615,       21.25262615,      0.2292535342,      0.5769711115
        1828,      -6.471105678,       -5.33411892,      -5.586742578,       25.50315137,       25.50315137,      0.2294590734,      0.5783095853
        1829,      -6.471287006,       -5.33385199,      -5.585603051,       30.60378165,       30.60378165,      0.2297099438,      0.5799273624
        1830,      -6.471506275,      -5.333544932,      -5.584299016,       36.72453798,       36.72453798,      0.2300172746,      0.5818836457
        1831,      -6.471788611,      -5.333220887,      -5.582799708,       44.06944558,       44.06944558,      0.2303942189,      0.5842467296
        1832,      -6.472136686,      -5.332893227,      -5.581086924,       4.406944558,       4.406944558,      0.2308557794,      0.5870948677
        1833,      -6.472507087,      -5.332611646,      -5.579157748,       5.288333469,       5.288333469,       0.230901968,      0.5873797261
        1834,      -6.473781108,       -5.33259491,      -5.578930528,       6.346000163,       6.346000163,      0.2309574531,       0.587721677
        1835,      -6.474329756,      -5.332554746,      -5.578618671,       7.615200195,       7.615200195,      0.2310241187,      0.5881321898
        1836,      -6.474695121,      -5.332521326,       -5.57822443,       9.138240235,       9.138240235,      0.2311042337,      0.5886250248
        1837,      -6.475023647,      -5.332501504,      -5.577742365,       10.96588828,       10.96588828,      0.2312005263,      0.5892166807
        1838,      -6.475364993,      -5.332494032,      -5.577176451,       13.15906594,       13.15906594,      0.2313162761,      0.5899269412
        1839,      -6.475736217,       -5.33248975,      -5.576539221,       15.79087913,       15.79087913,      0.2314554399,      0.5907795541
        1840,      -6.476125751,      -5.332479139,      -5.575846338,       18.94905495,       18.94905495,      0.2316228229,      0.5918030631
        1841,      -6.476529406,      -5.332453832,      -5.575101484,       22.73886594,       22.73886594,      0.2318243234,      0.5930318324
        1842,      -6.476961509,      -5.332418239,      -5.574290563,       27.28663913,       27.28663913,       0.232067278,      0.5945072415
        1843,      -6.477448632,      -5.332387966,      -5.573389938,       32.74396695,       32.74396695,      0.2323608525,      0.5962788369
        1844,      -6.478013685,       -5.33238605,      -5.572384497,       39.29276034,       39.29276034,      0.2327162403,      0.5984050066
        1845,      -6.478656241,      -5.332454333,      -5.571272779,       47.15131241,       47.15131241,      0.2331464943,      0.6009532682
        1846,      -6.479335079,      -5.332635588,      -5.570066208,       4.715131241,       4.715131241,      0.2336664591,      0.6040020153
        1847,      -6.479981595,      -5.333017872,      -5.568767562,        5.65815749,        5.65815749,      0.2337184201,      0.6043067305
        1848,      -6.481485028,      -5.333060218,      -5.568597022,       6.789788988,       6.789788988,      0.2337807399,      0.6046722103
        1849,      -6.482158167,      -5.333103442,      -5.568353894,       8.147746785,       8.147746785,      0.2338554763,      0.6051105322
        1850,      -6.482630415,      -5.333178612,      -5.568040735,       9.777296142,       9.777296142,      0.2339450912,      0.6056361331
        1851,      -6.483070434,      -5.333292293,      -5.567658832,       11.73275537,       11.73275537,      0.2340525204,      0.6062662452
        1852,      -6.483530005,       -5.33344434,      -5.567223623,       14.07930644,       14.07930644,        0.23418126,      0.6070214158
        1853,      -6.484018876,       -5.33362766,      -5.566758618,       16.89516773,       16.89516773,      0.2343354803,       0.607926124
        1854,      -6.484525459,      -5.333836516,      -5.566285479,       20.27420128,       20.27420128,      0.2345201732,      0.6090094838
        1855,      -6.485051925,       -5.33407617,      -5.565807812,       24.32904154,       24.32904154,      0.2347413525,       0.610306043
        1856,      -6.485624575,      -5.334360936,      -5.565315719,       29.19484984,       29.19484984,       0.235006337,      0.6118566697
        1857,      -6.486273842,      -5.334720034,      -5.564796065,       35.03381981,       35.03381981,      0.2353240458,      0.6137093834
        1858,      -6.487019946,      -5.335204258,      -5.564248393,       42.04058377,       42.04058377,      0.2357050642,      0.6159198475
        1859,      -6.487848131,      -5.335878462,      -5.563689595,       42.04058377,       42.04058377,      0.2361613188,      0.6185517286
        1860,      -6.488691335,      -5.336827855,      -5.563156786,       42.04058377,       42.04058377,      0.2366146894,      0.6211599306
        1861,      -6.490124929,      -5.337941385,      -5.562665693,       42.04058377,       42.04058377,       0.237063159,      0.6237415544
        1862,       -6.49166966,      -5.339222051,      -5.562233974,       42.04058377,       42.04058377,      0.2375048874,      0.6262940766
        1863,      -6.493360107,      -5.340633417,      -5.561848594,       42.04058377,       42.04058377,       0.237938632,      0.6288160917
        1864,      -6.495146886,      -5.342168884,      -5.561571125,       42.04058377,       42.04058377,      0.2383636176,      0.6313065623
        1865,      -6.496916697,       -5.34384017,      -5.561393345,       42.04058377,       42.04058377,      0.2387794533,       0.633764693
        1866,      -6.498679971,      -5.345641998,      -5.561321396,       42.04058377,       42.04058377,      0.2391859309,      0.6361895482
        1867,      -6.500463562,      -5.347563876,      -5.561343193,       4.204058377,       4.204058377,       0.239582866,      0.6385798998
