"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     
          0,           0,          83,      -5.259091926,      -4.404736412,      -4.383319482,      -7.414910689,      0.3407138777
          0,           0,          84,       -5.26634767,      -4.406954742,      -4.384418894,      -7.396389769,      0.4074991656
          0,           0,          85,      -5.273264399,      -4.409599479,      -4.386099881,      -7.372028825,      0.4598498634
          0,           0,          86,      -5.279407155,      -4.412968931,      -4.388563764,      -7.340365508,      0.4867653676
          0,           0,          87,      -5.284036714,      -4.417548264,      -4.392055425,      -7.300133321,      0.4700302456
          0,           0,          88,      -5.286164889,      -4.424060173,      -4.396928847,      -7.250638163,      0.5181967002
          0,           0,          89,      -5.284717858,      -4.433518547,       -4.40374239,      -7.192067694,      0.5481811187
          0,           0,          90,      -5.278978188,      -4.447275608,      -4.413319052,      -7.126190293,      0.5630160739
          0,           0,          91,      -5.269545628,      -4.466993904,      -4.426631173,      -7.056767347,      0.5967607589
          0,           0,          92,      -5.259410661,      -4.494262668,      -4.444428212,      -6.988562366,        0.63877759
          0,           0,          93,       -5.25417161,      -4.529279971,      -4.466649093,      -6.924895401,      0.6953929968
          0,           0,          94,      -5.260878657,      -4.568031725,      -4.491882764,      -6.865586789,      0.7414494155
          0,           0,          95,      -5.285528481,      -4.599968329,      -4.517677943,      -6.893925271,     -0.2384613563
          0,           0,          96,      -5.287220688,      -4.601891303,       -4.51900966,      -6.884630302,     -0.1491622007
          0,           0,          97,       -5.28841204,      -4.603974241,      -4.520581639,      -6.873918939,    -0.05334001251
          0,           0,          98,      -5.290125073,      -4.605972391,      -4.522447852,      -6.861683382,     0.05569161004
          0,           0,          99,      -5.292710676,      -4.607628347,       -4.52463725,      -6.847831809,      0.1665623297
          0,           0,         100,       -5.29655107,      -4.608647681,      -4.527132638,      -6.832347647,      0.2562556433
          0,           0,         101,       -5.30208175,      -4.608687088,      -4.529862138,      -6.815400325,      0.3095580699
          0,           0,         102,      -5.309706216,      -4.607399597,      -4.532767063,      -6.797077573,      0.3423407906
          0,           0,         103,      -5.319644857,      -4.604537126,      -4.535987878,      -6.777676826,      0.3995965363
          0,           0,         104,      -5.331791407,       -4.60010163,      -4.540064989,      -6.757799772,       0.483854382
          0,           0,         105,      -5.345783209,      -4.594488598,      -4.545931339,      -6.738512238,      0.5587294748
          0,           0,         106,      -5.361634374,      -4.588478821,      -4.554571423,      -6.721766824,      0.6374689345
          0,           0,         107,      -5.381202401,      -4.582921277,      -4.566383196,      -6.710698928,      0.6843148244
          0,           0,         108,      -5.410111372,      -4.578142711,      -4.580375626,      -6.709198539,       0.616498831
          0,           0,         109,      -5.458556378,      -4.573764431,      -4.593803896,      -6.734331702,      -0.387369612
          0,           0,         110,      -5.464579203,      -4.572965427,      -4.594226912,        -6.7346275,     -0.3113807142
          0,           0,         111,      -5.469993727,      -4.571915764,      -4.594657065,      -6.735211907,     -0.2225849458
          0,           0,         112,      -5.476854447,      -4.570597841,      -4.595205837,      -6.736235581,     -0.1183138208
          0,           0,         113,      -5.485815202,      -4.568968621,      -4.595909366,      -6.737918547,    -0.03668839049
          0,           0,         114,       -5.49764776,      -4.567032232,      -4.596749728,      -6.740566292,    0.003108649866
          0,           0,         115,      -5.513433423,      -4.564839509,      -4.597664958,      -6.744639043,     0.06406948457
          0,           0,         116,      -5.534642329,      -4.562504087,      -4.598561314,      -6.750762187,      0.1793474293
          0,           0,         117,      -5.563056399,       -4.56024092,      -4.599319767,      -6.759782734,      0.2654008501
          0,           0,         118,      -5.600646607,      -4.558430766,      -4.599794143,      -6.772887731,      0.3086188909
          0,           0,         119,      -5.648418344,      -4.557700477,      -4.599939961,      -6.791447057,      0.3440227879
          0,           0,         120,      -5.703694134,      -4.558984119,      -4.600119061,      -6.816830463,      0.3999952367
          0,           0,         121,      -5.756733813,      -4.563490062,      -4.601509766,      -6.850958135,      0.3830382348
          0,           0,         122,      -5.788871236,      -4.572380878,      -4.606340893,      -6.896245354,      0.4021614803
          0,           0,         123,      -5.788540499,      -4.586096094,      -4.617491931,      -6.954775319,      0.4278877376
          0,           0,         124,      -5.778362657,      -4.603617309,      -4.637480086,      -7.077223843,     -0.5792336742
          0,           0,         125,      -5.786185305,      -4.605582484,       -4.63920618,      -7.086660515,     -0.4900456594
          0,           0,         126,      -5.784090259,        -4.6077694,      -4.641370396,       -7.09794327,      -0.378931085
          0,           0,         127,      -5.780026803,      -4.610272691,      -4.644169321,      -7.111341918,     -0.2734322623
          0,           0,         128,       -5.77530489,      -4.613153983,      -4.647706857,       -7.12716345,      -0.189224278
          0,           0,         129,       -5.77078828,      -4.616473665,      -4.652074532,      -7.145711419,     -0.1544750959
          0,           0,         130,      -5.767165609,      -4.620273446,      -4.657433588,      -7.167253309,     -0.1942500807
          0,           0,         131,      -5.765006865,      -4.624571239,      -4.664147065,       -7.19197183,     -0.2692003857
          0,           0,         132,      -5.764963756,      -4.629371025,      -4.672802462,      -7.219628285,     -0.1875055959
          0,           0,         133,      -5.768099851,      -4.634665888,      -4.684000682,      -7.248850773,    -0.01880386785
          0,           0,         134,      -5.776200309,      -4.640443418,      -4.698066602,      -7.276376311,      0.1024963301
          0,           0,         135,      -5.792011211,      -4.646774889,      -4.714905425,       -7.29741796,      0.1761287109
          0,           0,         136,      -5.819247831,      -4.654035412,      -4.733916364,      -7.307936128,      0.2371542279
          0,           0,         137,      -5.861570619,      -4.663145778,      -4.753791318,      -7.426028218,     -0.7001217289
          0,           0,         138,      -5.870468698,      -4.664341029,        -4.7555679,      -7.423367411,     -0.6056321028
          0,           0,         139,      -5.878091141,      -4.665542051,      -4.757554661,       -7.41985147,     -0.4965896784
          0,           0,         140,      -5.887041324,      -4.666873559,      -4.759943506,      -7.415421548,      -0.404045361
          0,           0,         141,      -5.897742087,      -4.668407562,      -4.762810294,       -7.40990034,     -0.3564242512
          0,           0,         142,      -5.910664248,      -4.670234456,       -4.76617056,      -7.403106283,     -0.3210772968
          0,           0,         143,      -5.926477029,      -4.672473643,      -4.770008686,      -7.394789406,     -0.2373903548
          0,           0,         144,      -5.946040829,      -4.675286573,      -4.774329244,      -7.384653139,     -0.1587568729
          0,           0,         145,      -5.970347223,      -4.678901887,      -4.779158166,      -7.372619369,     -0.1189591211
          0,           0,         146,      -6.000172513,      -4.683653063,      -4.784431071,      -7.359991368,     -0.1094944623
          0,           0,         147,      -6.035127436,      -4.690024564,      -4.789870405,      -7.348174422,     -0.1088898944
          0,           0,         148,      -6.071815374,      -4.698711785,      -4.795057281,      -7.341774816,    -0.07686318194
          0,           0,         149,      -6.101918132,      -4.710689182,      -4.799743279,      -7.338060558,    -0.01328572921
          0,           0,         150,      -6.115042611,      -4.727196588,      -4.804248097,      -7.361298979,     -0.9916766733
          0,           0,         151,      -6.138538356,      -4.729053395,       -4.80456917,      -7.361196064,      -0.921479331
          0,           0,         152,      -6.145310363,      -4.731215559,      -4.804924051,      -7.361115124,     -0.8384851084
          0,           0,         153,      -6.149364416,      -4.733795451,      -4.805400395,      -7.361065986,     -0.7607144782
          0,           0,         154,      -6.152007392,      -4.736901334,      -4.806015163,      -7.361096801,     -0.6829766658
          0,           0,         155,      -6.153290198,      -4.740674907,      -4.806782556,      -7.361289738,     -0.5625653057
          0,           0,         156,      -6.152946555,      -4.745293163,      -4.807738539,      -7.361730653,     -0.4383084182
          0,           0,         157,      -6.150644606,      -4.750977887,      -4.808975928,      -7.362463802,     -0.3809726259
          0,           0,         158,      -6.146227812,      -4.758014818,      -4.810656856,      -7.363552681,     -0.4051532939
          0,           0,         159,      -6.139920701,      -4.766763117,      -4.812958057,      -7.365131154,     -0.4825412086
          0,           0,         160,      -6.132450288,      -4.777622679,      -4.816006207,      -7.367466329,     -0.5601797458
          0,           0,         161,      -6.125095664,      -4.790951459,      -4.819954556,      -7.370907198,     -0.6045594146
          0,           0,         162,      -6.119634055,      -4.806971142,      -4.825211108,       -7.37558462,     -0.6153590931
          0,           0,         163,      -6.116626938,       -4.82570574,      -4.832552765,      -7.384091717,     -0.6525234148
          0,           0,         164,      -6.123128735,      -4.843798147,      -4.840970569,      -7.392419136,     -0.6272173695
          0,           0,         165,      -6.134121635,      -4.861059509,      -4.850323391,      -7.400069518,      -0.523653688
          0,           0,         166,      -6.147962936,      -4.877524767,      -4.860246438,      -7.406884341,     -0.4184852596
          0,           0,         167,      -6.163927119,      -4.893358747,      -4.870294851,      -7.422969066,      -1.346444996
          0,           0,         168,      -6.174815263,      -4.895153892,       -4.87124419,      -7.423670292,      -1.256818485
          0,           0,         169,      -6.179444588,      -4.897186214,      -4.872358112,      -7.424491826,      -1.159195313
          0,           0,         170,      -6.183561667,      -4.899535408,      -4.873720891,      -7.425448049,       -1.06966845
          0,           0,         171,      -6.187877953,       -4.90226399,      -4.875386437,      -7.426558326,      -1.025550713
          0,           0,         172,      -6.192544658,      -4.905449316,      -4.877400968,      -7.427841656,     -0.9639225084
          0,           0,         173,      -6.197560821,      -4.909184879,      -4.879804559,      -7.429296689,      -0.836245612
          0,           0,         174,      -6.202837449,       -4.91358612,      -4.882648375,      -7.430878089,     -0.7066728009
          0,           0,         175,      -6.208309649,      -4.918804819,      -4.886021794,      -7.432480401,     -0.6153057494
          0,           0,         176,      -6.214077812,      -4.925048834,        -4.8900338,      -7.433938634,     -0.5552747681
          0,           0,         177,       -6.22036543,      -4.932596559,      -4.894716858,      -7.435062608,     -0.5278153306
          0,           0,         178,      -6.227182165,      -4.941805156,      -4.899943785,      -7.435637994,     -0.5314648207
          0,           0,         179,      -6.234008931,       -4.95313161,      -4.905480683,      -7.435425881,     -0.5265908931
          0,           0,         180,      -6.240029985,      -4.967178053,      -4.911151473,      -7.434184834,     -0.4679329684
          0,           0,         181,      -6.244925688,      -4.984701567,      -4.917006761,      -7.458053676,      -1.449796598
          0,           0,         182,      -6.262152952,      -4.986671616,      -4.917538399,      -7.458598744,      -1.361659507
          0,           0,         183,      -6.267244256,      -4.988960981,      -4.918175424,      -7.459266427,      -1.265135275
          0,           0,         184,      -6.270808272,      -4.991629078,      -4.918959709,      -7.460046222,      -1.174668734
          0,           0,         185,      -6.274074145,      -4.994747922,      -4.919899803,      -7.460962277,       -1.07836309
          0,           0,         186,      -6.277233297,      -4.998425542,      -4.921001002,      -7.462052974,     -0.9514124796
          0,           0,         187,       -6.28017781,       -5.00279766,       -4.92227804,      -7.463342751,     -0.8370520974
          0,           0,         188,      -6.282760571,      -5.008031161,      -4.923784904,      -7.464818958,     -0.7840837049
          0,           0,         189,      -6.285137499,      -5.014335837,      -4.925640256,      -7.466430364,     -0.8050907337
          0,           0,         190,      -6.287994956,      -5.021967455,        -4.9279907,      -7.468102074,     -0.8743193116
          0,           0,         191,       -6.29232217,      -5.031198194,      -4.930930116,      -7.469757567,     -0.9672153869
          0,           0,         192,      -6.298869729,      -5.042246825,      -4.934511636,      -7.471343381,      -1.057605616
          0,           0,         193,      -6.307909864,      -5.055176927,      -4.938916368,      -7.472806814,      -1.076171579
          0,           0,         194,      -6.319495338,      -5.069760978,      -4.944631046,      -7.480004905,      -1.057614239
          0,           0,         195,      -6.336791811,       -5.08297759,      -4.950989087,       -7.48745115,      -1.003475355
          0,           0,         196,      -6.354877636,       -5.09439285,      -4.958108152,      -7.494811773,     -0.9682945619
          0,           0,         197,      -6.372979688,      -5.103781848,      -4.965972568,      -7.501930113,     -0.9340183747
          0,           0,         198,       -6.39026067,      -5.111031411,        -4.9744731,      -7.508710035,     -0.9108201773
          0,           0,         199,      -6.406463931,      -5.116149275,      -4.983461316,      -7.515146921,     -0.9183743936
          0,           0,         200,      -6.421367501,      -5.119242897,      -4.992787216,      -7.521285624,      -0.957440777
          0,           0,         201,      -6.434871773,      -5.120491944,      -5.002327734,       -7.52719825,      -1.018692931
          0,           0,         202,      -6.447078919,      -5.120116709,      -5.011997274,      -7.532986852,      -1.089763989
          0,           0,         203,      -6.458318404,      -5.118350646,      -5.021746759,      -7.538810456,      -1.143790021
          0,           0,         204,      -6.469090475,      -5.115420848,      -5.031558787,      -7.545046234,       -1.17393414
          0,           0,         205,      -6.479953688,      -5.111535954,      -5.041441975,      -7.551904825,       -1.19798198
          0,           0,         206,      -6.491412344,      -5.106880423,      -5.051425064,      -7.559443878,      -1.215268798
          0,           0,         207,        -6.5038381,      -5.101614068,      -5.061550666,       -7.56766458,      -1.253305701
          0,           0,         208,       -6.51742455,      -5.095874159,       -5.07186863,      -7.576499794,      -1.338741089
          0,           0,         209,      -6.532174796,      -5.089778817,      -5.082429716,      -7.585835607,      -1.446666012
          0,           0,         210,      -6.547902847,       -5.08343104,      -5.093280042,      -7.595546084,      -1.528407553
          0,           0,         211,      -6.564247172,      -5.076921267,       -5.10445671,       -7.60552403,      -1.590633738
          0,           0,         212,      -6.580698379,      -5.070329602,      -5.115984918,       -7.61564518,       -1.60699365
          0,           0,         213,      -6.596646294,      -5.063727122,       -5.12787652,      -7.625754018,      -1.604638727
          0,           0,         214,      -6.611447224,      -5.057176539,       -5.14013004,      -7.635797386,      -1.570336224
          0,           0,         215,      -6.624507616,      -5.050732569,      -5.152731734,      -7.640012578,      -1.521854915
          0,           0,         216,      -6.630530515,      -5.043231958,      -5.168358801,      -7.670521732,      -2.001603187
          0,           0,         217,      -6.648875652,      -5.042567284,      -5.169903088,      -7.671587614,      -1.767258552
          0,           0,         218,      -6.653274575,      -5.041731016,      -5.171816636,      -7.672866895,      -1.837592621
          0,           0,         219,      -6.655716018,      -5.040674474,      -5.174134113,      -7.674350239,      -1.927632282
          0,           0,         220,      -6.657501894,      -5.039369422,      -5.176894169,      -7.676074664,      -1.666308789
          0,           0,         221,      -6.658921907,       -5.03779755,      -5.180147696,      -7.678088367,      -1.559123462
          0,           0,         222,      -6.660015421,      -5.035938647,      -5.183969194,      -7.680416769,      -1.652393095
          0,           0,         223,      -6.660755066,      -5.033761454,       -5.18850141,      -7.683030445,      -1.889036375
          0,           0,         224,      -6.661179849,      -5.031217346,      -5.194014878,      -7.685832716,      -1.524387084
          0,           0,         225,      -6.661399811,      -5.028243847,      -5.200894454,      -7.688678275,      -1.433885184
          0,           0,         226,      -6.661378531,      -5.024779234,      -5.209519454,      -7.691442291,      -1.596008858
          0,           0,         227,      -6.660679268,      -5.020778156,      -5.220155723,      -7.694045931,      -1.832829669
          0,           0,         228,      -6.658406536,      -5.016221836,      -5.232994855,      -7.696471251,      -1.521929856
          0,           0,         229,      -6.653485291,      -5.011130635,        -5.2483108,      -7.704378398,      -1.438218062
          0,           0,         230,      -6.651161896,      -5.006439517,      -5.263469626,      -7.712187563,      -1.493969724
          0,           0,         231,      -6.648064207,      -5.002142692,      -5.278460177,      -7.719748824,       -1.60620588
          0,           0,         232,      -6.644728444,      -4.998246281,      -5.293334865,      -7.726930274,      -1.695560837
          0,           0,         233,      -6.641651105,      -4.994753138,      -5.308125735,      -7.733693849,      -1.730788929
          0,           0,         234,      -6.638942717,      -4.991663652,      -5.322806083,      -7.740049697,      -1.739215576
          0,           0,         235,      -6.636440253,      -4.988977131,      -5.337299915,      -7.746028325,      -1.725458072
          0,           0,         236,      -6.633860535,        -4.9866924,      -5.351507061,      -7.751654649,       -1.70664934
          0,           0,         237,      -6.631295718,       -4.98480633,      -5.365319805,      -7.756892895,      -1.700742501
          0,           0,         238,      -6.629047759,      -4.983313661,       -5.37863152,      -7.761774907,      -1.699377632
          0,           0,         239,      -6.625731306,      -4.982211124,      -5.391350612,       -7.76648389,      -1.705342731
          0,           0,         240,       -6.62171231,      -4.981496451,       -5.40337804,      -7.770952499,      -1.714875461
          0,           0,         241,      -6.617307938,      -4.981161928,      -5.414628577,      -7.775225074,      -1.707811832
          0,           0,         242,      -6.612685683,       -4.98119971,      -5.425049514,      -7.779340219,      -1.690159721
          0,           0,         243,      -6.607989019,      -4.981603142,      -5.434608665,       -7.78332305,       -1.67174018
          0,           0,         244,      -6.603350777,      -4.982366493,      -5.443281899,      -7.787208569,      -1.654901581
          0,           0,         245,      -6.598888264,      -4.983484647,      -5.451049234,      -7.791033595,      -1.640822403
          0,           0,         246,      -6.594696658,      -4.984953587,      -5.457897509,      -7.794825994,      -1.628413285
          0,           0,         247,      -6.590844422,      -4.986769648,      -5.463825777,      -7.798607369,      -1.621593414
          0,           0,         248,      -6.587371553,      -4.988929958,      -5.468848095,      -7.802408213,      -1.618612057
          0,           0,         249,      -6.584290711,      -4.991431382,      -5.472994854,      -7.806240816,      -1.618361114
          0,           0,         250,      -6.581592464,      -4.994271699,      -5.476311743,      -7.810163798,      -1.619369791
          0,           0,         251,      -6.579253158,      -4.997448368,      -5.478857229,      -7.814157155,      -1.618632252
          0,           0,         252,      -6.577240762,      -5.000958896,      -5.480700408,      -7.818236072,      -1.619862647
          0,           0,         253,      -6.575518465,      -5.004801191,      -5.481917275,      -7.822416703,      -1.622190284
          0,           0,         254,       -6.57406335,      -5.008972292,      -5.482588724,      -7.826663241,      -1.624321011
          0,           0,         255,       -6.57285896,      -5.013469843,      -5.482797499,      -7.830999774,      -1.626260076
          0,           0,         256,      -6.571895025,       -5.01829079,      -5.482625694,      -7.835419627,      -1.628155678
          0,           0,         257,      -6.571165785,      -5.023432218,      -5.482152633,      -7.839938427,      -1.629328166
          0,           0,         258,      -6.570670142,      -5.028890538,      -5.481453322,      -7.844563479,      -1.627746969
          0,           0,         259,      -6.570408439,      -5.034663122,       -5.48059734,      -7.849284039,      -1.629673146
          0,           0,         260,      -6.570380133,      -5.040746329,      -5.479647919,      -7.854116785,       -1.63211202
          0,           0,         261,      -6.570582227,      -5.047137493,      -5.478661897,      -7.859069402,      -1.636434099
          0,           0,         262,      -6.571009368,      -5.053833363,       -5.47768967,      -7.864138924,      -1.640989229
          0,           0,         263,       -6.57165362,      -5.060831227,      -5.476775107,      -7.869279189,      -1.647721725
          0,           0,         264,      -6.572504968,      -5.068128546,       -5.47595599,      -7.874518625,       -1.65681073
          0,           0,         265,      -6.573552628,      -5.075721382,       -5.47526507,      -7.879837312,      -1.664509081
          0,           0,         266,      -6.574786105,      -5.083608594,      -5.474729985,      -7.885265932,      -1.673123015
          0,           0,         267,      -6.576189255,      -5.091785805,       -5.47437401,      -7.890792511,      -1.686882903
          0,           0,         268,      -6.577758622,      -5.100250531,       -5.47421742,      -7.896415584,      -1.702024742
          0,           0,         269,      -6.579490922,      -5.108999094,       -5.47427729,      -7.902163626,      -1.718660196
          0,           0,         270,      -6.581380701,      -5.118028518,      -5.474567817,       -7.90800409,      -1.737863321
          0,           0,         271,      -6.583422711,      -5.127333795,      -5.475100208,      -7.932033904,      -2.407531457
          0,           0,         272,      -6.593016156,      -5.128360346,      -5.475313841,      -7.932653419,      -2.133664796
          0,           0,         273,      -6.596364053,      -5.129539454,      -5.475407699,      -7.933386152,      -1.994928786
          0,           0,         274,      -6.598824115,      -5.130935378,      -5.475504789,      -7.934236986,      -1.720626193
          0,           0,         275,      -6.600960579,      -5.132596712,      -5.475614853,      -7.935209017,      -1.474922459
          0,           0,         276,      -6.602760611,      -5.134582032,      -5.475734986,      -7.936315084,      -1.349641085
          0,           0,         277,      -6.604047755,      -5.136962636,      -5.475871665,      -7.937561769,         -1.355672
          0,           0,         278,      -6.604611399,      -5.139828248,      -5.476071672,      -7.938917707,      -1.510351958
          0,           0,         279,      -6.604366172,      -5.143297138,      -5.476444718,      -7.940301069,      -1.327918561
          0,           0,         280,      -6.603492451,      -5.147522705,      -5.477106704,      -7.941598488,      -1.195303266
          0,           0,         281,      -6.602407363,      -5.152689699,      -5.478052991,      -7.942656434,      -1.306104407
