"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     
          0,           0,         357,      -6.717458419,      -5.490650018,       -5.61026505,      -8.130958149,      -1.272029027
          0,           0,         358,      -6.715407617,       -5.49760773,      -5.614495354,      -8.126700806,      -1.387258286
          0,           0,         359,      -6.711656959,      -5.505607479,      -5.619139174,      -8.159847723,       -2.37124391
          0,           0,         360,      -6.725111418,       -5.50674911,      -5.620074752,      -8.160219588,      -2.204938226
          0,           0,         361,      -6.729230822,      -5.507901665,      -5.620920766,      -8.160666024,      -2.122308473
          0,           0,         362,       -6.73192353,       -5.50918903,      -5.621843476,      -8.161174181,      -1.922714145
          0,           0,         363,      -6.734271894,      -5.510651046,      -5.622855421,      -8.161715556,      -1.630072833
          0,           0,         364,      -6.736460114,      -5.512329303,      -5.623968065,      -8.162295085,      -1.465129498
          0,           0,         365,      -6.738417881,      -5.514274709,      -5.625218425,      -8.162928573,      -1.394274936
          0,           0,         366,      -6.739970395,      -5.516553127,      -5.626688182,      -8.163588133,      -1.381493955
          0,           0,         367,      -6.740921128,      -5.519244355,      -5.628521612,      -8.164137401,      -1.539763662
          0,           0,         368,      -6.741117003,      -5.522430061,      -5.630892994,      -8.164326416,      -1.403905395
          0,           0,         369,      -6.740532385,      -5.526170317,       -5.63389906,      -8.163851074,      -1.199150055
          0,           0,         370,       -6.73928208,      -5.530484365,      -5.637469495,      -8.179191499,      -2.134373609
          0,           0,         371,      -6.743871572,       -5.53104661,      -5.637997616,      -8.179446572,       -2.04821998
          0,           0,         372,      -6.745598785,      -5.531656964,      -5.638557362,      -8.179755139,       -1.97530164
          0,           0,         373,      -6.746722267,      -5.532355858,       -5.63920165,      -8.180122758,      -1.898109262
          0,           0,         374,      -6.747721989,      -5.533160473,      -5.639942239,      -8.180541566,      -1.804709396
          0,           0,         375,      -6.748742411,      -5.534087886,      -5.640782819,      -8.180999546,      -1.692813003
          0,           0,         376,      -6.749844296,      -5.535156694,      -5.641729043,      -8.181483778,      -1.593067869
          0,           0,         377,      -6.751021579,      -5.536389911,      -5.642790813,      -8.181981309,       -1.56631611
          0,           0,         378,      -6.752195411,      -5.537816861,      -5.643985566,      -8.182474216,      -1.617724388
          0,           0,         379,      -6.753211233,      -5.539477994,      -5.645349498,       -8.18291695,      -1.592373011
          0,           0,         380,      -6.753860727,      -5.541426882,      -5.646950751,      -8.183203273,      -1.535124226
          0,           0,         381,      -6.753937681,      -5.543728809,      -5.648880758,       -8.18316003,      -1.507309137
          0,           0,         382,      -6.753292285,      -5.546451316,      -5.651206288,      -8.182606118,      -1.432290793
          0,           0,         383,      -6.751834091,      -5.549638872,      -5.653916246,      -8.181394461,      -1.418512124
          0,           0,         384,      -6.749454186,      -5.553310206,      -5.656930975,      -8.179344754,      -1.486366443
          0,           0,         385,      -6.745914477,      -5.557467794,      -5.660185521,      -8.176097035,      -1.544911466
          0,           0,         386,      -6.740783745,      -5.562109075,      -5.663711948,      -8.206569288,      -2.491463752
          0,           0,         387,      -6.753615024,      -5.562964099,      -5.664639275,      -8.206978892,      -2.298632784
          0,           0,         388,      -6.757601775,       -5.56372504,      -5.665410626,      -8.207461087,      -2.157766193
          0,           0,         389,      -6.760189711,      -5.564533448,      -5.666207564,      -8.208026744,      -1.930403308
          0,           0,         390,      -6.762422103,      -5.565419428,      -5.667043717,      -8.208651856,      -1.643589476
          0,           0,         391,      -6.764485557,      -5.566405961,      -5.667928253,      -8.209337948,      -1.488998771
          0,           0,         392,      -6.766337455,      -5.567521989,      -5.668891651,      -8.210106744,      -1.470587766
          0,           0,         393,      -6.767842268,      -5.568807474,      -5.670001012,      -8.210933142,      -1.506477447
          0,           0,         394,      -6.768827695,      -5.570312814,       -5.67137642,      -8.211666163,      -1.602672091
          0,           0,         395,      -6.769099316,      -5.572082789,      -5.673163403,       -8.21202833,      -1.536677136
          0,           0,         396,      -6.768478281,      -5.574136206,      -5.675430726,      -8.211677536,      -1.262630608
          0,           0,         397,      -6.766877269,        -5.5764543,      -5.678067019,      -8.210265662,      -1.174279962
          0,           0,         398,      -6.764161409,      -5.579007168,      -5.680808635,      -8.207481004,      -1.195193781
          0,           0,         399,      -6.759780112,       -5.58181849,      -5.683405765,      -8.232237857,      -2.174443645
          0,           0,         400,      -6.769848066,      -5.582431528,      -5.684164319,      -8.232519815,      -2.100256395
          0,           0,         401,      -6.773130968,      -5.582946796,      -5.684780275,      -8.232842006,        -2.0320863
          0,           0,         402,       -6.77526074,      -5.583479545,      -5.685393246,       -8.23322149,      -1.947347862
          0,           0,         403,      -6.777085718,      -5.584052738,      -5.686008806,      -8.233635848,      -1.767472213
          0,           0,         404,       -6.77875678,      -5.584680699,      -5.686623103,      -8.234075175,      -1.600798485
          0,           0,         405,      -6.780236451,       -5.58538123,      -5.687243561,       -8.23454654,      -1.560239494
          0,           0,         406,       -6.78139914,      -5.586183324,      -5.687897474,      -8.235051971,      -1.602156119
          0,           0,         407,      -6.782083017,      -5.587129191,      -5.688649698,      -8.235534835,      -1.530654461
          0,           0,         408,      -6.782097474,      -5.588265648,      -5.689604024,      -8.235830427,      -1.551693942
          0,           0,         409,      -6.781213904,      -5.589623728,      -5.690846371,      -8.235691632,      -1.472304395
          0,           0,         410,      -6.779225215,      -5.591197671,      -5.692346919,      -8.234850318,      -1.313726991
          0,           0,         411,      -6.776023792,      -5.592952694,      -5.693918081,      -8.233012604,      -1.260158787
          0,           0,         412,      -6.771429268,      -5.594858858,      -5.695301208,      -8.229862551,      -1.268328968
          0,           0,         413,      -6.764876302,       -5.59695354,      -5.696312295,      -8.256726713,        -2.2465263
          0,           0,         414,      -6.776378696,      -5.597566163,      -5.697058278,      -8.257051211,      -2.152141056
          0,           0,         415,      -6.780006381,      -5.598014493,      -5.697553129,      -8.257408119,      -2.064102557
          0,           0,         416,      -6.782351433,      -5.598452529,      -5.697976966,       -8.25783461,      -1.925273481
          0,           0,         417,      -6.784316244,      -5.598908192,      -5.698337506,      -8.258312711,      -1.685705292
          0,           0,         418,      -6.786034014,      -5.599396118,      -5.698633016,      -8.261154539,      -2.506556171
          0,           0,         419,       -6.78636353,      -5.599454202,      -5.698670916,      -8.261239601,      -2.427891297
          0,           0,         420,      -6.786661063,      -5.599521164,      -5.698713772,      -8.261341488,      -2.348570529
          0,           0,         421,      -6.786962757,      -5.599599013,      -5.698763306,      -8.261463651,      -2.264671472
          0,           0,         422,      -6.787292821,      -5.599689493,      -5.698820717,       -8.26161024,      -2.175981634
          0,           0,         423,      -6.787664069,      -5.599794361,      -5.698886418,      -8.261786118,      -2.084215643
          0,           0,         424,      -6.788080788,      -5.599915702,      -5.698959911,       -8.26199693,      -1.992663772
          0,           0,         425,      -6.788541981,      -5.600056191,      -5.699039883,      -8.262249257,      -1.906669773
          0,           0,         426,      -6.789043336,      -5.600219284,      -5.699124536,      -8.262550953,      -1.811710153
          0,           0,         427,      -6.789577437,      -5.600409454,      -5.699212247,      -8.262911743,      -1.764988624
          0,           0,         428,      -6.790132906,       -5.60063234,      -5.699302666,      -8.263343757,      -1.756946061
          0,           0,         429,      -6.790693079,      -5.600896249,      -5.699398724,      -8.263860616,      -1.762150408
          0,           0,         430,      -6.791233414,      -5.601212536,       -5.69951025,      -8.264472508,      -1.690743777
          0,           0,         431,       -6.79171405,      -5.601596355,      -5.699659351,      -8.265174253,      -1.572236475
          0,           0,         432,      -6.792063091,       -5.60206646,      -5.699884929,      -8.265925773,      -1.500142123
          0,           0,         433,      -6.792152111,      -5.602642875,      -5.700238634,      -8.266635934,      -1.539354455
          0,           0,         434,      -6.791784274,      -5.603341055,      -5.700762504,      -8.267164523,      -1.498106177
          0,           0,         435,      -6.790736181,      -5.604162761,      -5.701448141,      -8.267354641,      -1.351680979
          0,           0,         436,      -6.788858087,      -5.605088509,      -5.702198068,      -8.267046422,      -1.265002365
          0,           0,         437,        -6.7861092,      -5.606088926,      -5.702823373,      -8.266054266,      -1.243857344
          0,           0,         438,      -6.782374385,      -5.607168228,      -5.703091166,      -8.264181024,      -1.264705002
          0,           0,         439,      -6.777215297,      -5.608403775,      -5.702802358,      -8.282337077,      -2.238810431
          0,           0,         440,      -6.783531237,      -5.608783004,      -5.703177018,      -8.282553726,      -2.174113845
          0,           0,         441,       -6.78565728,      -5.609066827,      -5.703395512,      -8.282792062,      -2.116149736
          0,           0,         442,      -6.787003764,        -5.6093449,      -5.703544215,      -8.283083025,      -2.063720441
          0,           0,         443,      -6.788129456,      -5.609637931,      -5.703619291,      -8.283422875,      -1.959821816
          0,           0,         444,      -6.789121019,      -5.609956276,       -5.70360647,      -8.283805923,       -1.77747288
          0,           0,         445,      -6.789952089,      -5.610310293,      -5.703495978,      -8.284237211,      -1.646211306
          0,           0,         446,      -6.790538315,      -5.610716623,      -5.703283691,      -8.287554853,         -2.499224
          0,           0,         447,      -6.790857928,      -5.610772017,      -5.703282472,      -8.287646439,      -2.429711119
          0,           0,         448,      -6.791091276,      -5.610833847,       -5.70327655,      -8.287756155,      -2.364822368
          0,           0,         449,      -6.791293915,      -5.610904643,      -5.703266463,      -8.287887803,      -2.301549758
          0,           0,         450,      -6.791496957,      -5.610986497,      -5.703251428,      -8.288046119,      -2.241678976
          0,           0,         451,      -6.791712597,      -5.611081659,      -5.703229146,      -8.288236785,      -2.189407007
          0,           0,         452,      -6.791941887,      -5.611193027,      -5.703195901,      -8.288466516,      -2.150621118
          0,           0,         453,       -6.79218126,      -5.611324424,       -5.70314704,      -8.288743121,      -2.130786255
          0,           0,         454,      -6.792425551,      -5.611480706,      -5.703077851,       -8.28907566,      -2.125162766
          0,           0,         455,      -6.792667116,      -5.611667914,      -5.702984794,      -8.289474306,      -2.095931938
          0,           0,         456,       -6.79289213,        -5.6118938,      -5.702867018,      -8.289948551,      -1.979401586
          0,           0,         457,      -6.793075398,      -5.612168091,      -5.702728076,      -8.290503308,      -1.862883557
          0,           0,         458,      -6.793173226,      -5.612503297,      -5.702577636,      -8.291132714,      -1.771003932
          0,           0,         459,       -6.79311319,      -5.612914303,      -5.702432056,       -8.29181184,      -1.729259154
          0,           0,         460,      -6.792781308,      -5.613416319,      -5.702311161,      -8.295398927,      -2.584288477
          0,           0,         461,      -6.793081979,      -5.613485718,      -5.702328408,      -8.295518687,      -2.527930354
          0,           0,         462,      -6.793252531,      -5.613563213,      -5.702344588,      -8.295660857,      -2.471773441
          0,           0,         463,      -6.793364138,        -5.6136523,      -5.702361961,      -8.295829419,      -2.414630292
          0,           0,         464,      -6.793453149,      -5.613755873,      -5.702381493,      -8.296028944,      -2.356603127
          0,           0,         465,      -6.793531327,      -5.613876981,      -5.702402846,      -8.296264137,      -2.297967007
          0,           0,         466,      -6.793596987,      -5.614019299,      -5.702424692,      -8.296539455,      -2.238703343
          0,           0,         467,      -6.793642828,      -5.614187187,      -5.702445303,      -8.296858605,      -2.177320913
          0,           0,         468,      -6.793658659,      -5.614385395,      -5.702463201,       -8.29722939,      -2.106437522
          0,           0,         469,      -6.793629749,      -5.614618677,      -5.702477427,      -8.297645961,       -2.00731588
          0,           0,         470,      -6.793533326,      -5.614891453,       -5.70248689,      -8.298103739,      -1.882902471
          0,           0,         471,      -6.793336064,      -5.615207614,      -5.702488554,      -8.298593675,      -1.747128856
          0,           0,         472,       -6.79299459,      -5.615570335,      -5.702475038,      -8.299102332,      -1.661407693
          0,           0,         473,      -6.792459114,      -5.615981761,      -5.702433076,      -8.299608189,      -1.625568818
          0,           0,         474,      -6.791677392,      -5.616442802,      -5.702343373,      -8.300065824,      -1.612252543
          0,           0,         475,      -6.790592148,      -5.616954417,      -5.702178364,       -8.30037754,      -1.553962838
          0,           0,         476,      -6.789119679,      -5.617523651,       -5.70189216,      -8.300386412,      -1.486543408
          0,           0,         477,      -6.787096162,      -5.618175152,      -5.701401773,      -8.299907239,      -1.440494162
          0,           0,         478,      -6.784205526,      -5.618964114,      -5.700578212,      -8.298764649,       -1.43253008
          0,           0,         479,      -6.779966585,      -5.619967832,      -5.699271569,      -8.296981149,       -1.47414432
          0,           0,         480,      -6.773871524,      -5.621260934,      -5.697366026,      -8.294621603,      -1.551114905
          0,           0,         481,      -6.765580492,      -5.622876501,      -5.694825671,      -8.319622631,      -2.513905055
          0,           0,         482,      -6.774901192,      -5.623451472,      -5.695222352,      -8.320022953,      -2.406546535
          0,           0,         483,      -6.777902342,      -5.623822346,      -5.695279953,      -8.320436058,      -2.264258378
          0,           0,         484,      -6.779886852,      -5.624173508,      -5.695163354,      -8.320961838,      -2.024841335
          0,           0,         485,      -6.781522948,      -5.624542564,      -5.694881199,      -8.321609535,      -1.721225095
          0,           0,         486,      -6.782871832,      -5.624945465,      -5.694431292,      -8.322390509,      -1.521880369
          0,           0,         487,       -6.78388389,      -5.625396945,      -5.693818744,      -8.323330304,      -1.471824367
          0,           0,         488,      -6.784481051,       -5.62592096,      -5.693065123,       -8.32442803,      -1.648771565
          0,           0,         489,      -6.784556573,      -5.626550268,      -5.692226969,      -8.325573131,      -1.725742644
          0,           0,         490,      -6.783900812,      -5.627317737,      -5.691387589,      -8.326495452,      -1.645717274
          0,           0,         491,      -6.782151683,      -5.628239114,      -5.690585542,      -8.326807551,      -1.673945354
          0,           0,         492,      -6.778892002,      -5.629313722,      -5.689713253,      -8.338819693,       -2.60967747
          0,           0,         493,      -6.781636559,      -5.629574275,      -5.689844645,      -8.339078048,      -2.508568354
          0,           0,         494,      -6.782645726,      -5.629789195,      -5.689899298,      -8.339360012,      -2.409042359
          0,           0,         495,      -6.783271458,      -5.630007038,      -5.689907808,      -8.339684254,      -2.321033995
          0,           0,         496,      -6.783793028,      -5.630243343,      -5.689865504,      -8.340054868,      -2.186027972
          0,           0,         497,      -6.784246623,       -5.63050585,      -5.689759717,      -8.340465874,      -1.992604521
          0,           0,         498,      -6.784613529,      -5.630799247,      -5.689577866,      -8.340906357,      -1.790345445
          0,           0,         499,      -6.784842291,      -5.631127301,      -5.689305589,      -8.341363157,      -1.631863217
          0,           0,         500,      -6.784851727,      -5.631497055,      -5.688922716,       -8.34182215,      -1.581553517
          0,           0,         501,      -6.784535775,      -5.631923867,      -5.688405207,      -8.342260036,      -1.636444594
          0,           0,         502,      -6.783756495,      -5.632435154,      -5.687733014,      -8.346889197,      -2.527300335
          0,           0,         503,      -6.784173228,      -5.632520506,      -5.687711209,      -8.347009509,      -2.472526383
          0,           0,         504,      -6.784370321,      -5.632608251,       -5.68767208,      -8.347151438,      -2.414943887
          0,           0,         505,      -6.784485413,      -5.632704595,      -5.687615953,      -8.347319163,      -2.364168265
          0,           0,         506,      -6.784576052,      -5.632813671,      -5.687539383,      -8.347517711,      -2.298662919
          0,           0,         507,      -6.784655903,      -5.632939535,      -5.687435932,      -8.347752084,      -2.220975456
          0,           0,         508,      -6.784719951,      -5.633086956,       -5.68729732,      -8.348026402,      -2.135776639
          0,           0,         509,      -6.784755995,      -5.633261436,      -5.687114692,      -8.348342754,      -2.056378506
          0,           0,         510,      -6.784744992,       -5.63346909,      -5.686879535,      -8.348699296,      -2.002816614
          0,           0,         511,      -6.784655195,      -5.633716954,      -5.686583407,       -8.34908722,      -1.988200302
          0,           0,         512,      -6.784434521,      -5.634014055,      -5.686216217,      -8.349488165,      -1.995093073
          0,           0,         513,      -6.784004815,      -5.634373119,       -5.68576339,      -8.349873951,      -1.982746424
          0,           0,         514,      -6.783259891,      -5.634812243,       -5.68520365,      -8.350206768,      -1.947943395
          0,           0,         515,       -6.78206493,      -5.635355259,      -5.684508268,      -8.350438019,      -1.877664537
          0,           0,         516,      -6.780253272,      -5.636029718,      -5.683639639,       -8.35050868,      -1.779712946
          0,           0,         517,      -6.778007554,      -5.636887118,      -5.682588087,      -8.350357581,      -1.708227914
          0,           0,         518,      -6.774824021,      -5.637931077,      -5.681235464,      -8.349915891,      -1.658478653
          0,           0,         519,      -6.770502327,      -5.639172922,      -5.679465858,       -8.34905977,      -1.634346458
          0,           0,         520,      -6.765088337,      -5.640639675,      -5.677172571,       -8.34758361,      -1.649692631
          0,           0,         521,      -6.758541348,      -5.642373035,      -5.674272586,      -8.345198035,      -1.687578731
          0,           0,         522,      -6.750578865,      -5.644426209,      -5.670745002,      -8.371823077,      -2.628545118
          0,           0,         523,      -6.757796258,       -5.64505025,       -5.67093316,      -8.372292204,      -2.507030585
          0,           0,         524,      -6.760247187,      -5.645461209,      -5.670791871,      -8.372748714,      -2.345357088
          0,           0,         525,      -6.762030174,      -5.645856743,      -5.670456355,      -8.373320916,      -2.060170456
          0,           0,         526,      -6.763578579,      -5.646277745,      -5.669938301,      -8.374028483,      -1.735276956
          0,           0,         527,       -6.76487618,      -5.646742542,      -5.669239268,      -8.374875585,      -1.533580412
          0,           0,         528,       -6.76584719,      -5.647269494,      -5.668361912,      -8.375870706,      -1.491757995
          0,           0,         529,      -6.766410319,      -5.647887633,       -5.66731806,      -8.376988235,      -1.687290044
          0,           0,         530,      -6.766453191,      -5.648638143,      -5.666147386,      -8.378089127,      -1.839508629
          0,           0,         531,      -6.765738969,      -5.649563188,      -5.664912923,      -8.378869917,      -1.722753801
          0,           0,         532,      -6.763859068,      -5.650692445,      -5.663641658,      -8.378935466,      -1.781084456
          0,           0,         533,      -6.760378571,      -5.652042753,      -5.662239527,       -8.37793369,      -1.628467015
          0,           0,         534,      -6.755071919,      -5.653638473,      -5.660463082,      -8.375634788,      -1.494900801
          0,           0,         535,      -6.747920862,        -5.6555489,       -5.65800617,      -8.371939582,      -1.489078027
          0,           0,         536,      -6.738820879,      -5.657895751,      -5.654662546,      -8.403693708,      -2.480176472
          0,           0,         537,      -6.746445307,      -5.658635858,      -5.654897054,      -8.404240073,      -2.376515992
          0,           0,         538,       -6.74903905,      -5.659100539,      -5.654754667,      -8.404724933,      -2.281539249
          0,           0,         539,      -6.750951545,      -5.659546996,      -5.654395947,      -8.405345472,      -2.025622403
          0,           0,         540,       -6.75255129,       -5.66002589,      -5.653841104,      -8.406125675,      -1.704956682
          0,           0,         541,      -6.753777912,        -5.6605612,      -5.653094658,      -8.407071567,      -1.531345144
          0,           0,         542,       -6.75454242,      -5.661179438,      -5.652157482,      -8.408184657,      -1.541884691
          0,           0,         543,      -6.754769062,      -5.661921378,      -5.651040921,      -8.409408262,      -1.830730011
          0,           0,         544,      -6.754345342,      -5.662839632,      -5.649789372,       -8.41053653,      -1.673645099
          0,           0,         545,      -6.753021567,      -5.663982875,       -5.64847088,      -8.411184819,      -1.575719012
          0,           0,         546,      -6.750401848,      -5.665379634,      -5.647110451,      -8.410884064,      -1.665123507
          0,           0,         547,      -6.746136994,      -5.667037402,      -5.645609942,      -8.409201229,      -1.666781778
          0,           0,         548,      -6.740156874,      -5.668967273,      -5.643738431,      -8.405799937,      -1.569971662
          0,           0,         549,      -6.732574658,      -5.671221343,      -5.641237858,      -8.409922689,      -1.660247634
          0,           0,         550,      -6.729149392,       -5.67363331,        -5.6387139,      -8.439250658,      -2.615284528
          0,           0,         551,      -6.734371182,      -5.674279788,      -5.638838681,      -8.440629579,      -3.156139739
          0,           0,         552,      -6.734729627,      -5.674353003,      -5.638841075,      -8.440696268,      -3.123485969
          0,           0,         553,      -6.735057078,      -5.674429933,      -5.638835607,      -8.440776664,       -3.08601069
          0,           0,         554,      -6.735380003,      -5.674513214,      -5.638820711,      -8.440873092,      -3.039019059
          0,           0,         555,      -6.735726993,      -5.674605431,      -5.638794198,      -8.440988555,      -2.979716958
          0,           0,         556,      -6.736123513,      -5.674709026,      -5.638752899,      -8.441126972,      -2.908085939
          0,           0,         557,      -6.736587791,      -5.674826416,      -5.638692359,      -8.441293547,      -2.828838264
          0,           0,         558,      -6.737129031,      -5.674960241,      -5.638606684,      -8.441495032,       -2.75366087
          0,           0,         559,      -6.737747829,      -5.675113548,       -5.63848866,      -8.441739799,      -2.685667733
          0,           0,         560,      -6.738437181,      -5.675289752,      -5.638330204,      -8.442037856,      -2.581946918
          0,           0,         561,      -6.739182449,      -5.675492434,      -5.638123067,      -8.442401411,      -2.378300086
          0,           0,         562,      -6.739960047,      -5.675725189,      -5.637859389,      -8.442844346,      -2.116011578
          0,           0,         563,      -6.740736401,      -5.675991884,      -5.637531469,      -8.443380832,      -1.864950903
          0,           0,         564,      -6.741468546,      -5.676297717,      -5.637130342,      -8.444023582,      -1.659113177
          0,           0,         565,      -6.742107199,      -5.676651324,      -5.636643924,      -8.444784357,      -1.525885721
          0,           0,         566,      -6.742602636,      -5.677067813,      -5.636057939,      -8.445675526,      -1.563207507
          0,           0,         567,      -6.742908167,      -5.677571401,      -5.635363261,      -8.449304123,      -2.432430015
          0,           0,         568,       -6.74301003,      -5.677636195,      -5.635308028,      -8.449509612,      -2.535498905
          0,           0,         569,      -6.743054227,      -5.677676411,      -5.635271484,      -8.449610163,      -2.498784072
          0,           0,         570,       -6.74309673,      -5.677722969,      -5.635226689,      -8.449730637,      -2.463822464
          0,           0,         571,      -6.743142626,      -5.677777245,      -5.635172006,      -8.449874915,      -2.431385031
          0,           0,         572,       -6.74319702,      -5.677840831,      -5.635105392,      -8.450047629,      -2.403387165
          0,           0,         573,      -6.743264168,      -5.677915635,      -5.635024265,      -8.450254312,      -2.382574926
          0,           0,         574,      -6.743346838,      -5.678004057,      -5.634925395,      -8.450501567,       -2.37222245
          0,           0,         575,      -6.743446086,      -5.678109181,      -5.634804834,      -8.450797205,      -2.369233809
          0,           0,         576,      -6.743561426,      -5.678234972,      -5.634657978,      -8.451150266,       -2.35649128
          0,           0,         577,      -6.743691077,      -5.678386402,      -5.634479814,      -8.451570745,      -2.290232609
          0,           0,         578,      -6.743831818,       -5.67856952,      -5.634265434,      -8.452068575,      -2.155134285
          0,           0,         579,      -6.743977792,      -5.678791543,      -5.634010833,      -8.452651794,      -2.002708566
          0,           0,         580,      -6.744117469,      -5.679060968,      -5.633713899,      -8.453321923,      -1.879236578
          0,           0,         581,      -6.744227885,      -5.679387804,      -5.633375325,      -8.455097385,      -2.589283269
          0,           0,         582,      -6.744243187,      -5.679429406,      -5.633342074,      -8.455212727,      -2.576459609
          0,           0,         583,       -6.74425527,      -5.679470426,      -5.633308768,       -8.45532786,      -2.568050595
          0,           0,         584,      -6.744266446,      -5.679511052,       -5.63327551,      -8.455442773,      -2.561797125
          0,           0,         585,      -6.744277818,      -5.679551382,      -5.633242356,      -8.455547122,       -2.51557272
          0,           0,         586,      -6.744293213,      -5.679599359,      -5.633202666,      -8.455671326,       -2.46598128
          0,           0,         587,      -6.744314027,      -5.679656433,      -5.633155222,      -8.455818899,      -2.413524428
          0,           0,         588,      -6.744341382,      -5.679724346,      -5.633098585,      -8.455993766,      -2.359097568
          0,           0,         589,      -6.744375819,      -5.679805216,      -5.633031066,      -8.456200242,      -2.303951316
          0,           0,         590,      -6.744416968,      -5.679901657,      -5.632950716,      -8.456442901,      -2.249602661
          0,           0,         591,      -6.744463185,      -5.680016872,      -5.632855354,      -8.456726294,      -2.197662678
          0,           0,         592,      -6.744511055,       -5.68015473,      -5.632742664,       -8.45705445,      -2.149459146
          0,           0,         593,      -6.744554526,      -5.680319874,      -5.632610364,      -8.457430111,      -2.105320785
          0,           0,         594,       -6.74458345,      -5.680517779,      -5.632456456,      -8.457853661,      -2.063062546
          0,           0,         595,      -6.744581294,      -5.680754886,      -5.632279499,       -8.45832184,      -2.021459496
          0,           0,         596,      -6.744522156,      -5.681038798,      -5.632078785,      -8.458825611,      -1.974965208
          0,           0,         597,       -6.74436741,      -5.681378573,      -5.631854242,      -8.459347799,      -1.921199497
          0,           0,         598,      -6.744062646,      -5.681784984,      -5.631605881,      -8.459860498,      -1.864968785
          0,           0,         599,       -6.74353584,      -5.682270581,      -5.631332681,      -8.460322849,       -1.81321327
          0,           0,         600,      -6.742697947,      -5.682849331,       -5.63103069,      -8.460679446,      -1.760556571
          0,           0,         601,      -6.741449495,      -5.683535558,      -5.630689561,      -8.460857582,      -1.698733725
          0,           0,         602,      -6.739701274,      -5.684342332,      -5.630285877,      -8.460754653,      -1.650725069
          0,           0,         603,      -6.737409723,      -5.685281639,      -5.629772404,      -8.460214777,      -1.585778151
          0,           0,         604,      -6.734589145,      -5.686371816,      -5.629067834,       -8.45903675,      -1.557319094
          0,           0,         605,      -6.731247065,      -5.687654014,      -5.628061209,       -8.45707646,      -1.585878695
          0,           0,         606,      -6.727271983,      -5.689202947,      -5.626647949,      -8.454356371,      -1.657180491
          0,           0,         607,      -6.722398794,      -5.691106255,      -5.624791097,      -8.450887612,      -1.705768396
          0,           0,         608,      -6.716305785,       -5.69341734,      -5.622559857,       -8.44607279,      -1.726401539
          0,           0,         609,      -6.708700717,      -5.696129756,      -5.620097017,      -8.492633855,      -2.634625768
          0,           0,         610,       -6.71555491,      -5.697037671,      -5.620337318,      -8.493564641,      -2.461899509
          0,           0,         611,      -6.718147499,      -5.697579545,      -5.620231256,      -8.494342174,      -2.215547839
          0,           0,         612,      -6.720252854,      -5.698092419,      -5.619949412,      -8.495331565,      -1.868314296
          0,           0,         613,       -6.72208947,      -5.698630216,      -5.619530914,       -8.49655964,      -1.585434937
          0,           0,         614,      -6.723572804,       -5.69921202,      -5.618995005,      -8.497975928,      -1.424807655
          0,           0,         615,      -6.724640823,      -5.699859947,      -5.618353168,      -8.499470481,      -1.510624328
          0,           0,         616,      -6.725252178,      -5.700612588,      -5.617628918,      -8.500809617,      -1.824911821
          0,           0,         617,      -6.725303932,      -5.701521659,      -5.616884052,      -8.501561142,      -1.747454107
          0,           0,         618,      -6.724551805,      -5.702635361,      -5.616207683,      -8.501140286,      -1.668093925
          0,           0,         619,      -6.722668777,      -5.703983357,       -5.61564634,      -8.498985946,      -1.711447361
          0,           0,         620,      -6.719439648,      -5.705580194,      -5.615123861,      -8.494721906,      -1.662554537
          0,           0,         621,       -6.71490118,      -5.707449747,      -5.614442798,      -8.488150929,      -1.623237505
          0,           0,         622,      -6.709194926,      -5.709652337,      -5.613413029,      -8.494113328,      -1.827161743
          0,           0,         623,      -6.707433012,      -5.712070816,      -5.612361559,      -8.500569179,      -1.933565707
          0,           0,         624,      -6.706960555,      -5.714519346,      -5.611316587,      -8.507479094,      -1.899716717
          0,           0,         625,      -6.706898551,      -5.716970767,      -5.610419129,      -8.514380918,      -1.919571028
          0,           0,         626,      -6.706917123,      -5.719417792,      -5.609736056,      -8.562296287,      -2.801319692
          0,           0,         627,      -6.711838105,      -5.720171506,      -5.609955666,      -8.563175851,       -2.64115049
          0,           0,         628,      -6.714014605,      -5.720648942,       -5.60996765,      -8.563869432,      -2.445343849
          0,           0,         629,        -6.7159327,      -5.721105705,      -5.609881653,      -8.564692054,      -2.082308972
          0,           0,         630,      -6.717736969,      -5.721582293,      -5.609729745,      -8.565668499,      -1.725683822
          0,           0,         631,      -6.719335401,      -5.722090566,      -5.609532229,      -8.566719501,      -1.575838051
          0,           0,         632,      -6.720643284,      -5.722644838,      -5.609302398,      -8.567698423,      -1.609118495
          0,           0,         633,      -6.721588377,      -5.723275747,      -5.609054548,      -8.568376133,      -1.934462277
          0,           0,         634,      -6.722071336,      -5.724032435,      -5.608825613,      -8.568407964,      -1.777398258
          0,           0,         635,      -6.721912924,      -5.724970912,      -5.608685311,      -8.567334453,       -1.57483372
          0,           0,         636,      -6.720866993,      -5.726136726,      -5.608703475,      -8.564669692,      -1.563358646
          0,           0,         637,      -6.718746443,      -5.727555607,      -5.608885238,       -8.56002536,      -1.621831977
          0,           0,         638,      -6.715566617,       -5.72924107,      -5.609138626,      -8.553132813,      -1.607265118
          0,           0,         639,      -6.711517867,      -5.731218542,      -5.609337275,      -8.543734974,      -1.618481942
          0,           0,         640,      -6.706669577,       -5.73354789,      -5.609455771,      -8.605511318,      -2.619534275
