"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
           0,      -5.953258438,      -5.198223552,       -5.67485843,      -9.145947003,      -2.191349792,               2.4,               2.4,      0.1256411954,        1.17546015
           1,      -6.152709326,      -5.285442663,      -5.520704481,      -8.895294566,      -2.232582381,              2.88,              2.88,      0.1257741942,       1.176216554
           2,      -6.406685937,      -5.358927283,       -5.47834619,      -8.749366187,      -2.799808631,             3.456,             3.456,      0.1259029223,       1.176916463
           3,      -6.609707012,      -5.406337426,       -5.53751679,      -8.636654425,      -2.221805382,            4.1472,            4.1472,       0.125997135,       1.177442779
           4,      -6.662208343,      -5.431714659,      -5.663564577,      -8.549784097,      -2.010001888,           4.97664,           4.97664,      0.1260452699,       1.177742981
           5,      -6.768490073,      -5.451363996,      -5.806724785,      -8.494116379,      -1.983111754,          5.971968,          5.971968,      0.1260556247,       1.177849979
           6,      -6.922533122,      -5.476704242,       -5.91623511,      -8.459936607,      -2.062869931,         7.1663616,         7.1663616,      0.1260481215,       1.177849063
           7,      -6.970929596,       -5.50713519,      -5.975470809,      -8.432318944,       -2.21302741,        8.59963392,        8.59963392,      0.1260405791,       1.177822178
           8,      -7.046807606,        -5.5353209,      -5.983649521,      -8.405650983,      -2.398335939,        10.3195607,        10.3195607,      0.1260401276,       1.177809863
           9,      -7.190224971,      -5.556994412,      -5.981484019,      -8.382722936,      -2.587924115,       12.38347284,       12.38347284,      0.1260447218,       1.177813972
          10,      -7.276888432,      -5.573811751,      -5.988062338,      -8.367370536,       -2.77252605,       14.86016741,       14.86016741,      0.1260501688,       1.177824063
          11,      -7.333586468,      -5.588599064,      -5.996008083,      -8.360019896,      -2.957694205,        17.8322009,        17.8322009,      0.1260548813,       1.177835273
          12,      -7.402131357,      -5.602387481,      -6.004437528,      -8.358096852,      -3.141053554,       21.39864108,       21.39864108,      0.1260598344,       1.177848772
          13,      -7.444881354,      -5.615424817,      -6.012501337,      -8.358643584,       -3.31637326,       25.67836929,       25.67836929,      0.1260666627,       1.177866628
          14,      -7.441043622,      -5.628296291,      -6.017182818,      -8.359290496,      -3.486505019,       30.81404315,       30.81404315,      0.1260766291,       1.177889561
