"Inner_Iter",     "rms[k]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
         260,      -6.643179177,        46.8898754,        46.8898754,      0.1278447798,       1.805515095
         261,      -6.639261044,       56.26785048,       56.26785048,       0.127867014,       1.805173226
         262,      -6.634449547,       67.52142058,       67.52142058,      0.1278575273,       1.804674264
         263,      -6.628601204,       81.02570469,       81.02570469,      0.1278268749,       1.803993396
         264,      -6.621581822,       97.23084563,       97.23084563,      0.1278008576,       1.803112653
         265,      -6.613258369,       116.6770148,       116.6770148,      0.1277987264,       1.801965313
         266,      -6.603460917,       116.6770148,       116.6770148,      0.1278208947,       1.800416883
         267,       -6.59816044,       116.6770148,       116.6770148,      0.1278569558,       1.798686296
         268,       -6.59280598,       116.6770148,       116.6770148,      0.1278924968,       1.796774135
         269,      -6.587499556,       116.6770148,       116.6770148,      0.1279173159,       1.794687198
         270,      -6.582201013,       116.6770148,       116.6770148,      0.1279320755,       1.792439784
         271,      -6.576886411,       116.6770148,       116.6770148,      0.1279451204,       1.790047478
         272,      -6.571527905,       116.6770148,       116.6770148,      0.1279654664,       1.787522233
         273,      -6.566160341,       116.6770148,       116.6770148,      0.1279980322,       1.784869103
         274,      -6.560829743,       116.6770148,       116.6770148,       0.128042391,       1.782088354
         275,      -6.555561067,       116.6770148,       116.6770148,      0.1280949415,       1.779177693
         276,      -6.550377904,       116.6770148,       116.6770148,      0.1281513486,       1.776134892
         277,      -6.545333015,       116.6770148,       116.6770148,      0.1282086392,        1.77295937
         278,       -6.54043448,       116.6770148,       116.6770148,      0.1282648388,       1.769653883
         279,      -6.535701522,       116.6770148,       116.6770148,      0.1283197961,       1.766222465
         280,      -6.531119156,       116.6770148,       116.6770148,      0.1283745604,       1.762670768
         281,      -6.526697859,       116.6770148,       116.6770148,      0.1284306774,       1.759005917
         282,      -6.522457135,       116.6770148,       116.6770148,      0.1284894349,        1.75523449
         283,      -6.518363107,       116.6770148,       116.6770148,      0.1285515374,       1.751362037
         284,      -6.514409786,       116.6770148,       116.6770148,      0.1286167677,       1.747394047
         285,      -6.510593078,       116.6770148,       116.6770148,      0.1286853678,       1.743333942
         286,      -6.506962468,       116.6770148,       116.6770148,      0.1287568112,       1.739185042
         287,      -6.503513968,       116.6770148,       116.6770148,      0.1288303393,       1.734951417
         288,      -6.500298091,       116.6770148,       116.6770148,      0.1289057182,       1.730638039
         289,      -6.497347321,       116.6770148,       116.6770148,      0.1289830581,       1.726250003
         290,      -6.494605138,       11.66770148,       11.66770148,      0.1290621743,       1.721792188
         291,      -6.514641612,       14.00124177,       14.00124177,      0.1290707733,        1.72134708
         292,      -6.514026575,       16.80149013,       16.80149013,       0.129083909,       1.720815101
         293,      -6.513085127,       20.16178815,       20.16178815,      0.1291064889,       1.720181142
         294,      -6.512026448,       24.19414578,       24.19414578,      0.1291464135,       1.719427388
         295,       -6.51079164,       29.03297494,       29.03297494,      0.1292113799,       1.718534428
         296,      -6.509258934,       34.83956992,       34.83956992,      0.1293029345,       1.717483973
         297,      -6.507390328,       41.80748391,       41.80748391,       0.129410047,        1.71624413
         298,      -6.505182984,       50.16898069,       50.16898069,      0.1295069453,       1.714737306
         299,      -6.502604843,       60.20277683,       60.20277683,      0.1295655601,       1.712841746
         300,      -6.499634019,       72.24333219,       72.24333219,      0.1295771651,       1.710438622
         301,      -6.496217621,       86.69199863,       86.69199863,      0.1295573571,       1.707440636
         302,      -6.492292863,       104.0303984,       104.0303984,      0.1295291574,       1.703770614
         303,      -6.487766768,       104.0303984,       104.0303984,      0.1295078803,       1.699331124
         304,      -6.487190334,       104.0303984,       104.0303984,      0.1295253605,       1.694917507
         305,      -6.486449123,       104.0303984,       104.0303984,      0.1295806008,        1.69054967
         306,      -6.485700982,       104.0303984,       104.0303984,       0.129660094,       1.686220528
         307,      -6.484985826,       104.0303984,       104.0303984,      0.1297515748,       1.681911839
         308,      -6.484317943,       104.0303984,       104.0303984,      0.1298469275,       1.677605639
         309,      -6.483801107,       104.0303984,       104.0303984,      0.1299413799,       1.673287102
         310,      -6.483496273,       104.0303984,       104.0303984,      0.1300319357,       1.668944949
         311,      -6.483427587,       104.0303984,       104.0303984,      0.1301163982,       1.664571794
         312,      -6.483649895,       104.0303984,       104.0303984,      0.1301934198,       1.660165486
         313,      -6.484101944,       104.0303984,       104.0303984,      0.1302626585,       1.655728987
         314,      -6.484696877,       104.0303984,       104.0303984,       0.130324737,       1.651268907
         315,      -6.485420356,       104.0303984,       104.0303984,      0.1303810569,       1.646794072
         316,      -6.486319039,       104.0303984,       104.0303984,       0.130433715,       1.642314393
         317,      -6.487426284,       104.0303984,       104.0303984,      0.1304845274,       1.637839241
         318,      -6.488723763,       104.0303984,       104.0303984,      0.1305353455,       1.633374813
         319,      -6.490231478,       104.0303984,       104.0303984,      0.1305868239,       1.628925039
         320,      -6.491952119,       104.0303984,       104.0303984,      0.1306387498,       1.624491706
         321,      -6.493932656,       104.0303984,       104.0303984,      0.1306907207,       1.620075528
         322,      -6.496092302,       104.0303984,       104.0303984,      0.1307422907,       1.615676028
         323,      -6.498368021,       104.0303984,       104.0303984,      0.1307923922,       1.611291909
         324,      -6.500694424,       104.0303984,       104.0303984,       0.130839566,       1.606921332
         325,       -6.50305311,       10.40303984,       10.40303984,      0.1308816975,       1.602562731
         326,      -6.526362168,        12.4836478,        12.4836478,      0.1308859825,        1.60212726
         327,      -6.525936844,       14.98037736,       14.98037736,      0.1308929216,       1.601606882
         328,      -6.525245124,       17.97645284,       17.97645284,      0.1309057122,       1.600987759
         329,      -6.524678365,        21.5717434,        21.5717434,      0.1309297708,       1.600253425
         330,      -6.524201479,       25.88609208,       25.88609208,      0.1309694373,       1.599379147
         331,      -6.523665103,        31.0633105,        31.0633105,      0.1310232474,        1.59833237
         332,      -6.523060239,        37.2759726,        37.2759726,      0.1310838194,       1.597080088
         333,      -6.522471257,       44.73116712,       44.73116712,      0.1311395671,       1.595581182
         334,      -6.521954855,       53.67740055,       53.67740055,      0.1311755577,       1.593764859
         335,      -6.521554934,       64.41288066,       64.41288066,      0.1311796108,       1.591534357
         336,      -6.521264515,       77.29545679,       77.29545679,      0.1311513181,       1.588798082
         337,      -6.521028206,       92.75454815,       92.75454815,      0.1311009779,       1.585482797
         338,      -6.520732496,       111.3054578,       111.3054578,      0.1310401759,       1.581518453
         339,      -6.520241378,       11.13054578,       11.13054578,      0.1309772033,       1.576823417
