"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
           0,      -8.117176785,      -7.580891299,      -8.448584596,      -9.792289756,      -3.123575481,               2.4,               2.4,      0.1255326073,       1.174777937
           1,       -8.75509504,      -8.098455583,      -8.840423128,      -9.792304758,       -3.11125445,              2.88,              2.88,      0.1255348072,       1.174776839
           2,      -8.852833097,       -8.33375557,      -8.891221758,      -9.792317838,      -3.298646721,             3.456,             3.456,      0.1255366869,       1.174775911
           3,      -9.023373664,      -8.243054155,       -8.83974691,      -9.792327226,      -3.855347329,            4.1472,            4.1472,       0.125538171,       1.174775186
           4,       -9.30025122,      -8.282960367,      -8.865126909,      -9.792330901,      -3.691420509,           4.97664,           4.97664,      0.1255391169,       1.174774721
           5,      -9.310847058,      -8.476067015,      -8.954160279,      -9.792327181,      -3.597226156,          5.971968,          5.971968,      0.1255394826,       1.174774531
           6,      -9.379257343,      -8.600406472,      -9.044494457,      -9.792315378,      -3.812882987,         7.1663616,         7.1663616,      0.1255394248,       1.174774546
           7,      -9.671993631,       -8.60824169,      -9.119896423,      -9.792296956,      -4.185252864,        8.59963392,        8.59963392,       0.125539249,       1.174774632
           8,      -9.821622989,      -8.655229999,      -9.191719104,      -9.792271474,      -4.386332828,        10.3195607,        10.3195607,      0.1255391871,       1.174774685
           9,      -9.945246111,      -8.671357169,      -9.240726697,      -9.792240144,      -4.654317336,       12.38347284,       12.38347284,      0.1255392281,       1.174774705
          10,      -10.21960183,      -8.676032731,      -9.275474637,      -9.792201955,      -4.627273735,       14.86016741,       14.86016741,      0.1255392602,        1.17477474
          11,      -10.30395702,      -8.679965812,      -9.298604968,      -9.792155091,      -4.929603481,        17.8322009,        17.8322009,      0.1255392565,       1.174774804
          12,      -10.49069253,      -8.681028004,      -9.310528364,      -9.792096764,      -5.266841799,       21.39864108,       21.39864108,      0.1255392603,       1.174774883
          13,       -10.5625501,       -8.68201684,      -9.314651828,      -9.792023161,      -5.311617691,       25.67836929,       25.67836929,      0.1255392773,       1.174774983
          14,      -10.55876499,      -8.682294147,      -9.312618846,      -9.791930607,      -5.433770749,       30.81404315,       30.81404315,        0.12553927,       1.174775127
          15,      -10.56384443,      -8.682555151,      -9.310194273,      -9.791818107,      -5.456649009,       36.97685178,       36.97685178,      0.1255392112,       1.174775333
          16,      -10.60386817,      -8.683171409,      -9.309188341,      -9.791688842,      -5.634738354,       44.37222213,       44.37222213,      0.1255391153,       1.174775604
          17,       -10.6390386,      -8.684111014,      -9.307998832,      -9.791550896,      -6.001630471,       53.24666656,       53.24666656,      0.1255390182,       1.174775938
          18,      -10.64786773,      -8.685177585,      -9.306222662,      -9.791415333,      -6.050687648,       63.89599987,       63.89599987,      0.1255389498,        1.17477634
          19,      -10.65235814,      -8.686138188,      -9.304321293,      -9.791295295,      -6.001674895,       6.389599987,       6.389599987,      0.1255388909,       1.174776837
