"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -4.368628158,      -16.70005704,      -17.21066398,      -9.165457906,               2.4,               2.4,      0.8298856983,       1.379716909,       1.984415758,                 1
           1,      -4.524282727,      -4.476735322,      -4.234285418,      -9.291949566,              2.88,              2.88,       0.961287635,       1.686201134,       2.400179287,    0.000546774688
           2,      -4.693373491,      -4.669548224,      -4.418286935,      -9.519016639,             3.456,             3.456,       1.055169319,       1.914605574,        2.71564338,   0.0009026670814
           3,      -4.792688683,      -4.769358372,      -4.513034692,      -9.716847413,            4.1472,            4.1472,       1.117826144,       2.073496264,       2.936093898,    0.001126876638
           4,      -4.856793137,      -4.834493571,      -4.570833034,      -9.900655467,           4.97664,           4.97664,       1.156357775,       2.176831996,       3.078727588,    0.001260162828
           5,      -4.906215202,      -4.886196828,      -4.615682534,      -10.00724048,          5.971968,          5.971968,       1.177766767,       2.241279786,       3.166339618,    0.001332873292
           6,      -4.948912376,      -4.930834679,      -4.654673761,      -10.08338515,         7.1663616,         7.1663616,       1.188736128,       2.282911666,       3.221460986,    0.001369784296
           7,      -4.988415593,      -4.971559199,      -4.690236908,      -10.15031828,        8.59963392,        8.59963392,       1.194656371,       2.314200003,       3.261709083,    0.001389606709
           8,      -5.026458029,      -5.010295041,      -4.723461594,      -10.21954507,        10.3195607,        10.3195607,       1.199032239,       2.342954603,        3.29815526,    0.001404204708
           9,      -5.063761489,      -5.048010701,      -4.755058672,      -10.27320743,       12.38347284,       12.38347284,       1.203682179,       2.373043361,       3.336311382,    0.001419657093
          10,       -5.10053951,      -5.085031088,      -4.785544297,      -10.32102467,       14.86016741,       14.86016741,       1.209205523,       2.405626325,       3.377859351,    0.001437928076
          11,      -5.136758746,      -5.121341123,      -4.815204386,      -10.37162596,        17.8322009,        17.8322009,       1.215666922,       2.440717693,       3.422844047,    0.001459188503
          12,       -5.17239323,      -5.156781375,      -4.843913613,      -10.41742536,       21.39864108,       21.39864108,       1.222847509,       2.477887865,       3.470638042,     0.00148267659
          13,      -5.207029885,      -5.190845099,      -4.871324457,      -10.45893342,       25.67836929,       25.67836929,       1.230300544,       2.516444114,       3.520194782,    0.001506908182
          14,      -5.239775423,      -5.222518666,      -4.896828797,      -10.49799511,       30.81404315,       30.81404315,        1.23723365,       2.555266787,       3.569807076,    0.001529323045
          15,      -5.269215512,      -5.250072056,      -4.919246869,      -10.53098807,       36.97685178,       36.97685178,       1.242540016,       2.592964613,        3.61728532,    0.001546405363
