"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -5.972123849,      -4.771578426,       -4.84122883,       -9.26746181,               2.4,               2.4,      0.2475913642,       1.146999104,       1.254048298
           1,      -6.048262164,      -4.790704416,      -4.866153382,      -8.972228381,              2.88,              2.88,      0.2476456006,       1.147549715,       1.254691444
           2,      -5.969478079,      -4.808443717,      -4.896971684,       -8.80079417,             3.456,             3.456,      0.2476931509,       1.148041691,       1.255265254
           3,      -5.872599176,      -4.822101576,       -4.93712804,      -8.695045599,            4.1472,            4.1472,      0.2476944474,        1.14837025,       1.255639396
           4,      -5.814617469,      -4.829257318,      -4.990236952,      -8.637770488,           4.97664,           4.97664,      0.2476184709,       1.148464953,       1.255745124
           5,       -5.79954877,      -4.829691604,      -5.058590701,      -8.619976255,          5.971968,          5.971968,      0.2474397578,       1.148293801,       1.255576121
           6,      -5.823198612,      -4.826020779,      -5.140281071,      -8.633749534,         7.1663616,         7.1663616,      0.2471115597,       1.147843201,       1.255141806
           7,      -5.875231663,      -4.822113719,      -5.224564373,      -8.668024887,        8.59963392,        8.59963392,      0.2465361612,       1.147067796,       1.254390468
           8,      -5.937487378,      -4.820901447,      -5.283355061,      -8.705169826,        10.3195607,        10.3195607,      0.2455448614,       1.145831179,       1.253144374
           9,      -5.993451971,       -4.82322407,      -5.284510489,      -8.721170629,       12.38347284,       12.38347284,      0.2438928827,        1.14386194,       1.251059911
          10,      -6.039610142,       -4.82776352,      -5.244546362,      -8.702724119,       14.86016741,       14.86016741,      0.2412689954,       1.140750664,       1.247609317
          11,      -6.079874697,      -4.831878058,      -5.206444667,      -8.652384403,        17.8322009,        17.8322009,       0.237330252,       1.136043771,        1.24214467
          12,      -6.116945241,      -4.833296237,      -5.187940677,      -8.585459155,       21.39864108,       21.39864108,      0.2318061899,       1.129474469,       1.234137538
          13,      -6.148954151,      -4.831569396,      -5.183245655,      -8.512610556,       25.67836929,       25.67836929,      0.2246675237,       1.121281963,       1.223599186
          14,      -6.168174145,      -4.827569896,      -5.178120171,      -8.438096578,       2.567836929,       2.567836929,      0.2162798232,       1.112390697,        1.21143983
          15,      -6.169776323,       -4.82206337,      -5.163754861,      -8.415641672,       3.081404315,       3.081404315,      0.2130335808,       1.109463189,       1.207080605
          16,      -6.074278032,      -4.799691736,      -5.112711412,      -8.385947371,       3.697685178,       3.697685178,      0.2096087401,       1.106587673,       1.202640859
          17,      -6.045818209,      -4.778919367,       -5.08172777,      -8.354761694,       4.437222213,       4.437222213,      0.2061317241,       1.103852723,       1.198233066
          18,      -6.050017453,      -4.762298831,      -5.063162902,      -8.322132985,       5.324666656,       5.324666656,      0.2027521762,        1.10132917,       1.193939757
          19,      -6.064211848,      -4.749756728,      -5.051615893,       -8.29070119,       6.389599987,       6.389599987,      0.1997320187,       1.099132769,       1.190051033
          20,      -6.104138059,      -4.746652245,      -5.058300515,      -8.257592304,       7.667519985,       7.667519985,      0.1969966425,       1.097237189,       1.186368881
          21,      -6.106790098,      -4.742145117,      -5.056568878,      -8.241631765,       9.201023982,       9.201023982,      0.1957252429,       1.096234027,       1.184696752
          22,      -6.287149711,      -4.790988095,      -5.202361989,      -8.224659498,       11.04122878,       11.04122878,      0.1943128073,       1.095171192,       1.182864486
          23,      -6.362291909,      -4.804318643,      -5.249061481,      -8.206186541,       13.24947453,       13.24947453,      0.1927672936,       1.094069911,       1.180891424
          24,      -6.408197197,      -4.807598265,      -5.244376187,      -8.184543334,       15.89936944,       15.89936944,       0.191145568,       1.092993395,       1.178859278
          25,      -6.361424338,      -4.808262417,      -5.214749152,      -8.159162214,       19.07924333,       19.07924333,       0.189542989,       1.092019108,       1.176879414
          26,      -6.326026298,      -4.807332314,      -5.186041591,      -8.130133731,       1.907924333,       1.907924333,      0.1880902487,        1.09122289,       1.175066183
          27,      -6.305040776,      -4.804934032,      -5.164958763,      -8.120356281,       2.289509199,       2.289509199,      0.1877007426,       1.091041052,       1.174535912
          28,      -6.169229489,      -4.789786051,      -5.122719789,      -8.109084551,       2.747411039,       2.747411039,       0.187344153,       1.090892218,       1.173996795
          29,      -6.121044049,      -4.774187404,      -5.094130031,      -8.096667366,       3.296893247,       3.296893247,      0.1870525412,       1.090799825,       1.173463627
          30,      -6.115606252,      -4.760700915,      -5.077031854,      -8.082993003,       3.956271897,       3.956271897,      0.1868613151,        1.09079673,       1.172956707
          31,      -6.128691386,      -4.750156304,      -5.067648916,      -8.067968957,       4.747526276,       4.747526276,      0.1868067943,       1.090932246,       1.172512019
          32,       -6.14355043,      -4.742350475,      -5.063184658,      -8.051690444,       5.697031531,       5.697031531,      0.1869225772,       1.091281339,       1.172198173
          33,      -6.150845102,      -4.736759578,      -5.061427556,      -8.034191172,       6.836437837,       6.836437837,      0.1872349001,       1.091950586,       1.172136338
          34,      -6.148396932,      -4.732830432,      -5.059965844,      -8.015538884,       8.203725405,       8.203725405,      0.1877572568,       1.093073956,        1.17251189
          35,      -6.137342393,      -4.730220469,      -5.056608204,      -8.004845036,       9.844470486,       9.844470486,      0.1877986792,       1.093269343,       1.172449808
          36,      -6.373245673,      -4.771865318,      -5.184577922,      -7.993207998,       11.81336458,       11.81336458,      0.1878877474,       1.093529481,       1.172416562
          37,      -6.465283357,      -4.784097349,      -5.214271558,      -7.980080999,        14.1760375,        14.1760375,       0.188037782,        1.09386341,       1.172414807
          38,      -6.447620141,      -4.788511104,      -5.197120331,      -7.964794805,         17.011245,         17.011245,      0.1882734444,       1.094302828,       1.172472579
          39,      -6.369932264,      -4.790583609,      -5.167342732,      -7.947000912,         20.413494,         20.413494,      0.1886288074,       1.094901035,       1.172642369
          40,       -6.32606788,      -4.791266534,      -5.143995473,      -7.926780304,         2.0413494,         2.0413494,        0.18914757,       1.095746015,       1.173017763
          41,      -6.297084216,      -4.791197736,      -5.126620747,      -7.919027491,        2.44961928,        2.44961928,      0.1894021841,       1.096181226,       1.173284118
          42,      -6.152195415,      -4.776101128,      -5.088736737,      -7.912027678,       2.939543136,       2.939543136,      0.1897239361,       1.096766736,        1.17368728
          43,      -6.112306092,      -4.761696366,      -5.067765355,      -7.904303828,       3.527451763,       3.527451763,      0.1901254497,       1.097557449,       1.174292344
          44,      -6.119819309,      -4.750569494,      -5.060448119,       -7.89585971,       4.232942116,       4.232942116,      0.1906169718,       1.098619624,       1.175184762
          45,      -6.146459833,      -4.743209347,       -5.06178132,      -7.886551273,       5.079530539,       5.079530539,      0.1912038077,       1.100027082,        1.17647083
          46,      -6.173364697,      -4.739123235,      -5.067386386,      -7.876442666,       6.095436647,       6.095436647,      0.1918837387,       1.101853542,        1.17827437
          47,      -6.189875227,      -4.737616115,      -5.073117756,      -7.865558019,       7.314523976,       7.314523976,      0.1926459214,       1.104161769,       1.180727618
          48,      -6.193244458,      -4.738125479,      -5.075575422,      -7.858641766,       8.777428771,       8.777428771,      0.1928808848,        1.10476326,       1.181301651
          49,      -6.401353468,      -4.772557184,      -5.183106755,       -7.85099882,       10.53291453,       10.53291453,      0.1931607494,       1.105497143,       1.182020264
          50,      -6.483178717,      -4.785185532,      -5.209865409,      -7.842325563,       12.63949743,       12.63949743,      0.1934917055,       1.106392862,       1.182916422
          51,      -6.460156727,      -4.791938703,      -5.193507333,      -7.832216147,       15.16739692,       15.16739692,      0.1938808202,        1.10749681,       1.184051316
          52,       -6.38600678,      -4.796891544,          -5.16622,      -7.820508533,        18.2008763,        18.2008763,      0.1943365081,       1.108868101,       1.185509282
          53,      -6.345239986,      -4.800779451,       -5.14627611,      -7.807227855,       21.84105156,       21.84105156,      0.1948694119,       1.110581368,       1.187402646
          54,      -6.320836619,      -4.804332279,      -5.133108178,      -7.792442466,       2.184105156,       2.184105156,      0.1954929941,       1.112737348,       1.189889963
          55,      -6.295882402,       -4.80837293,      -5.120653246,      -7.785978128,       2.620926187,       2.620926187,      0.1957455247,       1.113685408,       1.191036886
          56,      -6.163722693,      -4.794755004,      -5.091342898,      -7.781371639,       3.145111425,       3.145111425,      0.1960420228,       1.114852543,       1.192482914
          57,      -6.137041715,      -4.782573866,      -5.081257358,       -7.77630368,        3.77413371,        3.77413371,      0.1963854207,       1.116280918,       1.194300392
          58,      -6.158793604,      -4.774324631,      -5.085935432,       -7.77076596,       4.528960451,       4.528960451,      0.1967752713,       1.118008457,       1.196563116
          59,      -6.200142596,       -4.77035391,      -5.098347461,      -7.764758661,       5.434752542,       5.434752542,      0.1972065139,       1.120061213,       1.199335993
          60,      -6.240477385,       -4.77006362,      -5.111560753,       -7.75824745,        6.52170305,        6.52170305,      0.1976698495,       1.122446565,       1.202663774
          61,      -6.265356925,      -4.772734082,      -5.119877673,      -7.751201932,        7.82604366,        7.82604366,      0.1981548771,       1.125150315,       1.206562532
          62,      -6.269221664,      -4.777698795,      -5.121170035,      -7.746039672,       9.391252392,       9.391252392,      0.1983252222,       1.125989837,       1.207707828
          63,      -6.479001718,      -4.807821136,      -5.204333616,      -7.740310847,       11.26950287,       11.26950287,      0.1985179247,        1.12697847,       1.209078532
          64,      -6.532328119,      -4.821353044,      -5.220219072,      -7.733775015,       13.52340344,       13.52340344,       0.198736396,       1.128147533,       1.210724315
          65,      -6.477258195,      -4.830666588,      -5.204224529,      -7.726219304,       16.22808413,       16.22808413,      0.1989826688,       1.129531391,       1.212706914
          66,      -6.416146679,      -4.838865352,      -5.183858887,      -7.717578741,       19.47370096,       19.47370096,      0.1992599601,       1.131165665,       1.215096575
          67,         -6.386431,      -4.846797424,      -5.170749954,      -7.707871888,       23.36844115,       23.36844115,      0.1995731082,        1.13308497,       1.217969092
          68,      -6.366279086,      -4.855286812,      -5.162458362,      -7.697115251,       2.336844115,       2.336844115,      0.1999274216,       1.135323833,       1.221406921
          69,      -6.345610355,      -4.865031518,      -5.154936719,      -7.691693861,       2.804212938,       2.804212938,      0.2000680831,       1.136221946,       1.222821712
          70,      -6.224343758,      -4.853690907,      -5.137763194,      -7.688708918,       3.365055526,       3.365055526,      0.2002315942,        1.13727796,       1.224504509
          71,      -6.210264028,      -4.844196735,      -5.141358383,      -7.685449894,       4.038066631,       4.038066631,      0.2004192398,       1.138506421,       1.226486977
          72,      -6.248454163,      -4.839100639,      -5.159360516,      -7.681903813,       4.845679957,       4.845679957,      0.2006316644,       1.139914583,       1.228789841
          73,      -6.307217525,      -4.838724699,      -5.181623308,      -7.678046779,       5.814815949,       5.814815949,      0.2008697874,       1.141499227,       1.231416373
          74,      -6.357951843,      -4.842565779,      -5.198192947,      -7.673847931,       6.977779139,       6.977779139,       0.201137416,       1.143246726,         1.2343513
          75,      -6.378937297,      -4.849763897,      -5.204006189,       -7.67052912,       8.373334966,       8.373334966,      0.2012226444,       1.143822227,       1.235292855
          76,      -6.575230126,      -4.876914387,      -5.273012895,      -7.666818902,       10.04800196,       10.04800196,      0.2013195794,       1.144487343,       1.236394286
          77,      -6.615333377,      -4.892109646,      -5.287684341,      -7.662584068,       12.05760235,       12.05760235,      0.2014297572,       1.145258404,       1.237685862
