"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -4.097147686,      -16.47125313,      -17.06736194,      -0.756704187,       3.981599967,               2.4,               2.4,      0.4364892925,      0.5288162063,      0.7857346404,                 1
           1,      -4.258369858,       -3.87715918,      -3.922906117,      -1.329811312,       3.411000062,              2.88,              2.88,      0.5911332002,      0.9652662508,       1.368499755,     0.00104642343
           2,      -4.415628747,      -4.395089037,      -4.188919136,        -1.8829749,       2.861377543,             3.456,             3.456,      0.7159056143,       1.293853955,       1.814828156,    0.001743567923
           3,      -4.515627952,      -4.493357441,      -4.271389813,      -2.399862196,       2.350643694,            4.1472,            4.1472,      0.7995139678,       1.523111478,       2.126785861,    0.002161863822
           4,       -4.58734637,      -4.560346944,      -4.319008316,      -2.846666697,       1.912774212,           4.97664,           4.97664,      0.8506167356,       1.670248825,       2.326610256,    0.002402173073
           5,      -4.641413912,      -4.613116637,      -4.359161845,      -3.180234841,       1.587538666,          5.971968,          5.971968,      0.8775931269,       1.756354117,       2.442755778,     0.00252512933
           6,       -4.68510162,      -4.657604057,      -4.397191421,      -3.402716256,       1.368527176,         7.1663616,         7.1663616,      0.8883078396,       1.802348495,       2.503740882,    0.002573377075
           7,      -4.723595779,      -4.697333226,      -4.433514502,      -3.560495724,        1.21098555,        8.59963392,        8.59963392,      0.8895155564,       1.825754619,       2.533523159,    0.002578807972
           8,       -4.75975615,      -4.734709775,      -4.468120193,      -3.687984242,       1.083011125,        10.3195607,        10.3195607,      0.8862405168,       1.839110388,       2.549271302,    0.002593589692
           9,      -4.794821824,      -4.770979586,      -4.501077029,      -3.800185524,      0.9704600245,       12.38347284,       12.38347284,      0.8815942798,       1.849969343,       2.561358265,    0.002614670759
          10,      -4.829087731,      -4.806373903,      -4.532407624,      -3.903335885,      0.8671912477,       14.86016741,       14.86016741,      0.8771117978,       1.862049581,       2.574923341,    0.002635112768
          11,      -4.862280611,      -4.840417881,      -4.561863648,      -4.000297891,      0.7702770326,        17.8322009,        17.8322009,      0.8732426374,        1.87661465,       2.591718627,    0.002652835954
          12,      -4.893582554,       -4.87199905,      -4.588627436,      -4.092509053,      0.6782225816,       21.39864108,       21.39864108,      0.8697347972,        1.89357111,        2.61155225,    0.002668968873
          13,      -4.921336759,       -4.89905709,      -4.611029473,      -4.180749139,      0.5902145341,       25.67836929,       25.67836929,      0.8658564893,       1.912210053,       2.633246857,    0.002686885504
          14,      -4.942907143,       -4.91816716,      -4.626371764,      -4.265418132,      0.5058380149,       30.81404315,       30.81404315,      0.8604284836,       1.931594742,       2.655091201,     0.00271211947
          15,      -4.955156713,      -4.924734543,      -4.631570207,      -4.346774156,      0.4248392444,       36.97685178,       36.97685178,      0.8517256367,       1.950642232,       2.674827738,    0.002752991068
          16,      -4.956177651,      -4.914626259,      -4.625218432,      -4.425109452,      0.3469437729,       3.697685178,       3.697685178,      0.8373236811,       1.967883258,        2.68917511,    0.002821791012
          17,      -4.947308567,      -4.886574655,      -4.609745805,      -4.500856996,      0.2714271816,       4.437222213,       4.437222213,      0.8358276702,       1.969570373,       2.690531638,    0.002828950435
          18,      -4.942143039,      -4.881361639,      -4.605147065,      -4.508232854,      0.2640914336,       5.324666656,       5.324666656,      0.8339719241,       1.971510775,       2.692018934,    0.002837851195
          19,      -4.936249153,      -4.874580588,      -4.599754187,      -4.516849319,      0.2555239348,       6.389599987,       6.389599987,      0.8316560276,       1.973724652,       2.693607015,    0.002848989918
          20,      -4.929675633,      -4.865650376,      -4.593413755,      -4.526845892,       0.245587026,       7.667519985,       7.667519985,      0.8287462604,       1.976224038,       2.695235418,    0.002863034107
          21,      -4.922488578,      -4.853992938,      -4.585975142,      -4.538380255,      0.2341253933,       9.201023982,       9.201023982,      0.8250627224,       1.979002641,       2.696792726,    0.002880892327
          22,      -4.914766284,      -4.839163134,      -4.577298677,      -4.551614805,      0.2209793794,       11.04122878,       11.04122878,      0.8203597679,       1.982023278,       2.698089172,    0.002903823508
          23,      -4.906584723,      -4.820963101,      -4.567293414,      -4.566709976,      0.2059919103,       13.24947453,       13.24947453,      0.8142934712,        1.98520563,       2.698823517,    0.002933622576
          24,      -4.898015424,      -4.799443356,      -4.555973499,      -4.583819093,      0.1890127266,       15.89936944,       15.89936944,       0.806375293,       1.988419766,       2.698549228,    0.002972900457
          25,      -4.889143375,      -4.774797004,      -4.543513385,      -4.603089781,      0.1698992638,       19.07924333,       19.07924333,      0.7959464813,       1.991505634,       2.696661382,     0.00302531007
          26,       -4.88013928,      -4.747200796,      -4.530226921,      -4.624657757,      0.1485181128,       22.89509199,       22.89509199,      0.7822671985,       1.994331383,       2.692425872,    0.003095256926
          27,      -4.871334252,      -4.716769355,       -4.51647684,      -4.648650337,      0.1247416602,       27.47411039,       27.47411039,      0.7647236421,       1.996840068,       2.684996948,     0.00318702109
          28,      -4.863283458,      -4.683604192,      -4.502534296,      -4.675188419,     0.09844753921,       32.96893247,       32.96893247,      0.7428938986,       1.998840398,       2.673160596,    0.003304560047
          29,      -4.856791409,       -4.64794317,      -4.488504251,      -4.704394126,      0.0694997807,       39.56271897,       39.56271897,      0.7161901259,       1.999148034,       2.654398218,    0.003453703531
          30,      -4.852947367,      -4.610419745,       -4.47444043,      -4.736394308,     0.03774872539,       47.47526276,       47.47526276,      0.6833542588,       1.993989382,       2.623209915,    0.003645907599
          31,      -4.853124037,      -4.572509734,      -4.460795875,      -4.771322579,    0.003067418345,       4.747526276,       4.747526276,      0.6424873636,       1.975381583,       2.569429091,    0.003900336853
          32,      -4.858711178,      -4.537073007,      -4.449090368,      -4.809335869,    -0.03494366295,       5.697031531,       5.697031531,       0.638315072,       1.973470904,       2.563910912,    0.003926482509
          33,      -4.855715911,      -4.532223687,      -4.445139703,       -4.81298728,    -0.03858982282,       6.836437837,       6.836437837,      0.6332822544,       1.970985316,       2.557038954,     0.00395827129
          34,      -4.852678135,      -4.526104345,      -4.440367939,      -4.817324817,    -0.04292188572,       8.203725405,       8.203725405,      0.6272111527,       1.967704123,       2.548417602,    0.003996989362
          35,       -4.84976192,      -4.518364845,      -4.434688408,      -4.822468738,    -0.04806043812,       9.844470486,       9.844470486,      0.6198830045,       1.963313442,       2.537513394,     0.00404427666
          36,       -4.84713635,      -4.508653052,      -4.428084013,       -4.82855696,    -0.05414373111,       11.81336458,       11.81336458,      0.6110304714,       1.957356008,       2.523594169,    0.004102228161
          37,      -4.844909162,      -4.496723178,      -4.420660828,      -4.835746552,    -0.06132916602,        14.1760375,        14.1760375,      0.6003289691,       1.949159062,       2.505642949,    0.004173532415
          38,      -4.843043278,       -4.48257917,      -4.412698501,      -4.844214901,    -0.06979449897,         17.011245,         17.011245,      0.5873886869,       1.937733497,       2.482239193,     0.00426165316
          39,       -4.84131404,      -4.466590978,      -4.404672543,      -4.854160444,    -0.07973855048,         20.413494,         20.413494,      0.5717493537,       1.921639644,       2.451403045,    0.004371067071
          40,      -4.839391276,      -4.449513086,      -4.397227402,      -4.865802617,    -0.09138135772,        24.4961928,        24.4961928,      0.5528778408,       1.898827867,       2.410411807,    0.004507600037
          41,      -4.837081281,       -4.43240807,      -4.391108912,      -4.879381121,     -0.1049639592,       29.39543136,       29.39543136,      0.5301661254,       1.866490474,       2.355627231,      0.0046789555
          42,      -4.834634603,      -4.416585825,      -4.387121748,      -4.895155025,     -0.1207475024,       35.27451763,       35.27451763,      0.5029408171,       1.821006038,       2.282415866,    0.004895484422
          43,       -4.83297923,      -4.403696399,      -4.386266324,      -4.913399907,     -0.1390053762,       42.32942116,       42.32942116,      0.4705464471,       1.758118287,       2.185296774,     0.00517086102
          44,      -4.833975193,       -4.39598356,      -4.390322609,      -4.934404839,     -0.1599985145,       4.232942116,       4.232942116,      0.4325613237,       1.673507988,       2.058435509,    0.005522118715
          45,      -4.841117886,      -4.396225028,      -4.402914698,      -4.958484286,     -0.1846000559,       5.079530539,       5.079530539,      0.4287535246,       1.664932885,       2.045616378,     0.00555764308
          46,      -4.844307973,      -4.395291745,      -4.402970729,      -4.960814394,     -0.1869433272,       6.095436647,       6.095436647,      0.4241956613,       1.654513362,       2.030087233,    0.005600621957
          47,      -4.845367291,      -4.393515091,       -4.40299954,      -4.963597065,     -0.1897403288,       7.314523976,       7.314523976,      0.4187455738,       1.641833154,       2.011252032,    0.005652683045
          48,      -4.845940539,      -4.391254352,      -4.403152953,      -4.966917363,     -0.1930759828,       8.777428771,       8.777428771,      0.4122364924,       1.626378298,       1.988377828,    0.005715841756
          49,      -4.846766758,      -4.388504484,      -4.403642063,      -4.970874876,     -0.1970490074,       10.53291453,       10.53291453,      0.4044744664,        1.60751472,       1.960562773,    0.005792603348
          50,      -4.848326812,      -4.385288843,       -4.40479817,      -4.975585379,     -0.2017730052,       12.63949743,       12.63949743,      0.3952387907,       1.584469161,       1.926707236,    0.005886072672
          51,      -4.851000923,      -4.381707693,      -4.407100208,      -4.981183631,     -0.2073788078,       15.16739692,       15.16739692,      0.3842829763,       1.556308031,       1.885477225,    0.006000111702
          52,      -4.855102287,      -4.377963449,      -4.411172697,      -4.987825198,        -0.2140151,        18.2008763,        18.2008763,      0.3713368093,       1.521918786,       1.835262092,    0.006139566414
          53,      -4.860972185,      -4.374337325,      -4.417704802,      -4.995686964,     -0.2218467515,       21.84105156,       21.84105156,       0.356117973,         1.4800264,       1.774166465,    0.006310507928
          54,      -4.868959079,      -4.371112042,      -4.427254548,      -5.004970371,     -0.2310554633,       26.20926187,       26.20926187,      0.3383446476,        1.42923941,       1.700018519,    0.006520628886
          55,      -4.879415538,      -4.368455353,      -4.439839531,       -5.01590102,     -0.2418422599,       31.45111425,       31.45111425,      0.3177631833,       1.368189408,       1.610479853,    0.006779708167
          56,      -4.892448257,       -4.36640724,      -4.454360511,      -5.028730251,     -0.2544369355,        37.7413371,        37.7413371,      0.2941996831,       1.295805748,       1.503322277,     0.00710008241
          57,      -4.907755466,      -4.365184828,      -4.468297261,      -5.043735253,      -0.269040131,       45.28960451,       45.28960451,      0.2676810159,       1.211838041,       1.377067084,    0.007496355072
          58,      -4.924732932,      -4.365759334,      -4.478745249,      -5.061225008,     -0.2859929614,       4.528960451,       4.528960451,      0.2386680133,       1.117690867,       1.232164566,     0.00798260377
          59,       -4.94288552,      -4.370207702,      -4.485054581,      -5.081581611,     -0.3070527995,       5.434752542,       5.434752542,      0.2357665282,       1.108234655,        1.21758211,    0.008031830182
          60,      -4.943551629,      -4.369009745,      -4.484111509,      -5.083542309,     -0.3089647671,        6.52170305,        6.52170305,      0.2323243557,       1.096981172,       1.200175641,    0.008091095126
          61,      -4.944248574,       -4.36736928,      -4.482915368,      -5.085888843,     -0.3112483896,        7.82604366,        7.82604366,      0.2282538206,       1.083628082,       1.179443576,     0.00816242861
          62,      -4.945089651,      -4.365492831,      -4.481554296,      -5.088695724,     -0.3139749602,       9.391252392,       9.391252392,      0.2234581528,       1.067837583,       1.154811773,    0.008248273191
          63,      -4.946134194,      -4.363465584,      -4.480084207,      -5.092051349,     -0.3172273497,       11.26950287,       11.26950287,      0.2178341198,       1.049245176,       1.125638708,    0.008351545039
          64,      -4.947433465,       -4.36139773,      -4.478589833,      -5.096060367,     -0.3211036217,       13.52340344,       13.52340344,      0.2112770184,       1.027476949,       1.091230961,    0.008475687293
          65,      -4.949022863,       -4.35946706,       -4.47719587,      -5.100846437,     -0.3257178265,       16.22808413,       16.22808413,      0.2036896009,       1.002179638,       1.050875159,    0.008624686898
          66,      -4.950917656,      -4.357949077,      -4.476063148,      -5.106555396,     -0.3312043282,       19.47370096,       19.47370096,      0.1949980447,      0.9730714276,       1.003898669,    0.008802977018
          67,       -4.95311602,      -4.357243594,      -4.475377058,       -5.11335894,     -0.3377182809,       23.36844115,       23.36844115,      0.1851797785,      0.9400249353,      0.9497788732,     0.00901505776
          68,       -4.95562161,      -4.357887298,      -4.475335694,      -5.121458924,     -0.3454409922,       28.04212938,       28.04212938,      0.1743051356,      0.9031894823,      0.8883190614,    0.009264611918
          69,      -4.958454269,      -4.360558465,      -4.476172341,      -5.131091611,     -0.3545869735,       33.65055526,       33.65055526,      0.1625886289,      0.8631653284,      0.8199280217,    0.009552861026
          70,      -4.961748345,      -4.366029924,      -4.478203214,      -5.142534965,     -0.3654086075,       40.38066631,       40.38066631,      0.1504149851,      0.8211806264,      0.7459541537,    0.009876595891
          71,      -4.965926286,       -4.37509738,      -4.481893975,      -5.156116443,     -0.3782002903,       48.45679957,       48.45679957,      0.1382807629,      0.7791520445,       0.668932957,     0.01022759836
          72,      -4.971912637,      -4.388504774,      -4.487869471,      -5.172220857,     -0.3932706679,       4.845679957,       4.845679957,      0.1265906572,      0.7394175326,      0.5924911372,     0.01059698125
