"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -5.972123849,      -4.771578426,       -4.84122883,      -7.351815013,               2.4,               2.4,      0.2475889966,       1.146934499,       1.253983134
           1,      -6.037138505,      -4.790404531,      -4.860293136,      -7.400444947,              2.88,              2.88,      0.2476410052,       1.147406479,       1.254544718
           2,      -6.003894435,      -4.808087887,      -4.881530691,      -7.449258165,             3.456,             3.456,      0.2477005759,       1.147856741,       1.255078143
           3,      -5.924703911,      -4.823006388,      -4.906926651,      -7.496067767,            4.1472,            4.1472,      0.2477406494,       1.148229376,       1.255502353
           4,      -5.852169846,      -4.833320417,      -4.939739514,      -7.539146059,           4.97664,           4.97664,      0.2477385742,       1.148479985,       1.255764119
           5,      -5.803151829,      -4.837754064,      -4.983904723,      -7.577933376,          5.971968,          5.971968,      0.2476835228,       1.148573414,       1.255842853
           6,      -5.782424544,      -4.836535636,      -5.042349242,      -7.613183601,         7.1663616,         7.1663616,      0.2475711317,       1.148485809,       1.255745354
           7,      -5.791130641,      -4.831697832,      -5.115248808,      -7.646375775,        8.59963392,        8.59963392,       0.247381773,       1.148203009,       1.255480476
           8,      -5.825500168,       -4.82635125,       -5.19797868,      -7.678898101,        10.3195607,        10.3195607,      0.2470557476,       1.147705861,       1.255025647
           9,      -5.874560735,      -4.823479024,      -5.273834121,       -7.71161026,       12.38347284,       12.38347284,      0.2464835431,       1.146934256,       1.254293839
          10,      -5.924965995,      -4.824837442,      -5.306210698,      -7.744890139,       14.86016741,       14.86016741,      0.2455038762,       1.145742009,       1.253101259
          11,      -5.971968362,      -4.830156685,      -5.279738687,      -7.778871222,        17.8322009,        17.8322009,       0.243894236,       1.143858236,       1.251126679
          12,      -6.018921181,      -4.837059514,       -5.23585468,      -7.813642486,       21.39864108,       21.39864108,      0.2413546038,       1.140870291,       1.247864165
          13,      -6.068235513,      -4.842412051,      -5.211127081,      -7.849185392,       25.67836929,       25.67836929,      0.2375228523,       1.136269033,       1.242618945
          14,      -6.120164861,      -4.844634258,      -5.210850111,      -7.885247862,       30.81404315,       30.81404315,      0.2320700975,       1.129656299,       1.234693226
          15,      -6.172306205,      -4.844466559,      -5.221505769,      -7.921108562,       36.97685178,       36.97685178,      0.2248933166,       1.121155809,        1.22389169
          16,      -6.217983891,      -4.843276225,      -5.225851832,      -7.955213909,       44.37222213,       44.37222213,       0.216327631,       1.111783059,       1.211147245
          17,      -6.252476587,      -4.841434031,       -5.21780002,      -7.984825158,       53.24666656,       53.24666656,      0.2072164875,       1.103259686,       1.198585256
          18,      -6.278032227,      -4.838577626,       -5.20125908,      -8.005787022,       63.89599987,       63.89599987,      0.1987295152,       1.097090771,       1.188503577
          19,      -6.297764676,       -4.83453506,      -5.179095142,      -8.013077509,       6.389599987,       6.389599987,      0.1920129485,       1.093639256,       1.181923386
          20,       -6.30686261,       -4.82939961,      -5.152017533,      -8.037009794,       7.667519985,       7.667519985,      0.1913617818,       1.093334914,       1.181316063
          21,      -6.284364299,      -4.828352151,      -5.181495879,      -8.032903403,       9.201023982,       9.201023982,       0.190636525,       1.093022841,       1.180667262
          22,       -6.28222272,      -4.825044366,      -5.228423752,      -8.028436426,       11.04122878,       11.04122878,      0.1898372175,       1.092713188,       1.179986934
          23,      -6.329197976,      -4.821716741,      -5.271369391,      -8.023259521,       13.24947453,       13.24947453,      0.1889746335,       1.092421245,       1.179295057
          24,      -6.368471397,      -4.820335995,      -5.284669618,      -8.016879921,       15.89936944,       15.89936944,       0.188072323,       1.092163471,       1.178616334
          25,      -6.367933503,      -4.821081337,       -5.26472478,      -8.008645842,       19.07924333,       19.07924333,      0.1871699754,       1.091953519,       1.177974054
          26,      -6.357816818,      -4.822548321,      -5.235852536,      -7.998134004,       22.89509199,       22.89509199,      0.1863279542,       1.091797681,       1.177381731
          27,      -6.351856039,      -4.823382713,       -5.21627721,      -7.985044518,       27.47411039,       27.47411039,      0.1856311615,       1.091693248,       1.176834525
          28,      -6.347614578,      -4.823390923,      -5.204880524,       -7.96915967,       32.96893247,       32.96893247,      0.1851889375,       1.091637265,       1.176308176
          29,       -6.34046736,       -4.82313792,      -5.193110509,      -7.950071912,       39.56271897,       39.56271897,       0.185127017,       1.091649462,       1.175774372
          30,      -6.328498016,      -4.822943955,      -5.176845895,      -7.927569825,       47.47526276,       47.47526276,      0.1855714274,       1.091812927,       1.175244263
          31,      -6.314015576,      -4.822785438,      -5.157153789,      -7.901469109,       56.97031531,       56.97031531,        0.18662718,       1.092329129,        1.17484444
          32,      -6.299001423,      -4.822670736,      -5.135496439,      -7.871793123,       68.36437837,       68.36437837,      0.1883526816,       1.093581211,       1.174923502
          33,      -6.281798085,       -4.82276309,      -5.112614849,      -7.838892439,       68.36437837,       68.36437837,      0.1907273002,       1.096176011,       1.176170258
          34,      -6.250430943,      -4.823397971,      -5.089487709,      -7.806311111,       82.03725405,       82.03725405,      0.1931732709,       1.099918724,       1.178826319
          35,      -6.238296998,      -4.824934575,       -5.08315788,      -7.772605603,       8.203725405,       8.203725405,      0.1959555262,       1.105874393,       1.184176598
          36,      -6.221138243,      -4.828723837,      -5.066009466,      -7.758708352,       9.844470486,       9.844470486,      0.1962409069,       1.106499353,       1.184750882
          37,      -6.207021263,       -4.82656295,      -5.143024558,      -7.752839839,       11.81336458,       11.81336458,      0.1965767962,       1.107267765,       1.185469896
          38,      -6.290388486,      -4.823168691,       -5.23542965,       -7.74648666,        14.1760375,        14.1760375,      0.1969700848,       1.108210285,       1.186369446
          39,      -6.428368153,       -4.82489289,      -5.272117778,      -7.739214687,         17.011245,         17.011245,      0.1974291359,       1.109370709,       1.187505552
          40,      -6.430257207,      -4.831678661,      -5.241446325,       -7.73068079,         20.413494,         20.413494,      0.1979627227,        1.11080745,       1.188957115
          41,      -6.401863032,      -4.839823999,      -5.203925294,      -7.720740968,        24.4961928,        24.4961928,      0.1985812666,       1.112597353,       1.190833506
