"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      ,   "Cauchy[CD]"   
           0,      -3.662637473,      -16.14966877,      -16.66993637,     -0.2295508405,       4.508755184,               2.4,               2.4,       4.561821866,      0.4413306272,       2.229680064,                 1
           1,      -3.811045866,      -2.408807542,      -2.723942356,     -0.8158567575,       6.078892229,              2.88,              2.88,       3.993877085,      0.3849263445,       1.946018329,    0.000568815483
           2,      -3.859192047,       -3.23384056,      -3.439896977,      -1.391053321,       5.197337751,             3.456,             3.456,       3.268114653,      0.3760202234,       1.666567573,    0.001457110428
           3,      -3.957530355,      -3.415319552,      -3.676242566,      -1.945120944,       4.201333176,            4.1472,            4.1472,       2.760889987,      0.4749508809,       1.601923233,    0.002191981674
           4,       -4.03112355,      -3.569502129,      -3.835656839,      -2.452187107,       3.631540415,           4.97664,           4.97664,       2.402253592,      0.6360339281,        1.66822143,    0.002789148263
           5,      -4.093573124,      -3.702486623,      -3.934560893,      -2.855532683,       3.408703136,          5.971968,          5.971968,       2.146500047,      0.8301636946,       1.812250495,    0.003265744655
           6,       -4.14962056,      -3.818584894,      -3.994159367,      -3.119214119,       3.263109385,         7.1663616,         7.1663616,       1.962928827,       1.038498168,       1.999496206,    0.003639820815
           7,      -4.198922132,      -3.920573041,      -4.027022277,      -3.293048513,       3.149575414,        8.59963392,        8.59963392,       1.829907411,       1.247875137,       2.205915436,    0.003930592721
           8,       -4.24105907,      -4.010508759,      -4.045925381,      -3.429806143,       3.060637447,        10.3195607,        10.3195607,       1.731361531,       1.447949298,       2.413006021,    0.004158265285
           9,      -4.279228722,      -4.090578678,      -4.062783371,      -3.550716479,       2.983529956,       12.38347284,       12.38347284,       1.654886215,       1.629992913,       2.605678266,    0.004343112596
          10,      -4.320186494,      -4.163743775,      -4.084374192,      -3.662929635,       2.903028612,       14.86016741,       14.86016741,       1.591134629,       1.787336399,       2.772610229,    0.004503379575
          11,      -4.373181434,      -4.235290405,      -4.118316763,      -3.769006148,       2.805737657,        17.8322009,        17.8322009,       1.534065334,       1.916826898,       2.908032935,    0.004652184958
          12,      -4.435404195,      -4.305979031,      -4.159182905,      -3.869717489,       2.682017466,       21.39864108,       21.39864108,       1.481139914,       2.019945856,       3.012956944,    0.004795116547
          13,      -4.480854852,      -4.364440914,      -4.181463196,      -3.964828376,       2.524256632,       25.67836929,       25.67836929,       1.432345924,       2.102213209,        3.09387413,    0.004931379691
          14,      -4.487107735,      -4.392436482,      -4.165613622,      -4.053318607,       2.329182534,       30.81404315,       30.81404315,       1.387754478,       2.170958884,       3.158963247,    0.005059908036
          15,      -4.460808547,      -4.377696668,      -4.118990083,      -4.133386511,       2.217128855,       36.97685178,       36.97685178,       1.344500192,       2.232439246,       3.213166791,    0.005188593139
          16,      -4.423674544,      -4.323017591,      -4.061166489,      -4.202540946,       2.325985433,       44.37222213,       44.37222213,       1.295492261,       2.289826308,       3.254611723,    0.005339911468
          17,      -4.399314764,      -4.244195081,        -4.0083113,      -4.257897051,       2.382844901,       53.24666656,       53.24666656,       1.229449818,       2.338184109,       3.268330098,    0.005554779749
          18,      -4.402175351,      -4.159297975,      -3.967936815,      -4.297890729,       2.334188105,       63.89599987,       63.89599987,       1.134590036,       2.357394082,       3.220580532,    0.005889208148
          19,      -4.435360274,      -4.087876329,      -3.944636657,      -4.323019208,       2.213559237,       6.389599987,       6.389599987,       1.005079861,       2.312285772,       3.063952172,    0.006404630571
          20,      -4.494179465,      -4.044860348,      -3.943379202,      -4.334803873,       1.205862745,       7.667519985,       7.667519985,      0.9914835506,       2.307189042,       3.046896532,    0.006459482962
          21,      -4.496041925,      -4.038116737,      -3.939174772,      -4.334894044,       1.287097962,       9.201023982,       9.201023982,       0.974915654,       2.300088692,       3.025003169,    0.006527459701
          22,      -4.499325638,      -4.029271118,      -3.934593568,      -4.334874711,       1.365978113,       11.04122878,       11.04122878,      0.9548371672,        2.29009375,       2.996736326,    0.006611572416
          23,      -4.504324717,      -4.018234255,      -3.930229696,      -4.334680887,       1.457325891,       13.24947453,       13.24947453,      0.9305687558,       2.275907662,       2.959955688,    0.006715888884
          24,       -4.51081754,      -4.005305573,      -3.926899908,      -4.334223282,       1.554447035,       15.89936944,       15.89936944,      0.9012839432,       2.255610696,       2.911670983,    0.006845858192
          25,      -4.518248786,      -3.991352481,      -3.925524389,      -4.333403774,       1.656071709,       19.07924333,       19.07924333,      0.8660135373,       2.226387937,       2.847771791,    0.007008767451
          26,      -4.525994902,      -3.977725061,      -3.927001997,      -4.332077982,       1.763830253,       22.89509199,       22.89509199,      0.8236708512,       2.184271021,       2.762803827,     0.00721439661
          27,      -4.533700718,      -3.965975014,      -3.932141918,       -4.33007443,       1.876505072,       27.47411039,       27.47411039,      0.7732194809,       2.124110887,       2.650076093,    0.007475390398
          28,      -4.541455102,      -3.957505809,      -3.941610095,      -4.327204385,       1.988315197,       32.96893247,       32.96893247,      0.7139547738,       2.039845519,       2.502058827,    0.007807426596
          29,      -4.549665626,      -3.953126773,      -3.955704806,      -4.323285042,       2.089519274,       39.56271897,       39.56271897,      0.6459037376,       1.925419106,       2.311527208,    0.008228858039
          30,      -4.558486994,      -3.952849515,      -3.973726069,      -4.318165571,       2.167434819,       47.47526276,       47.47526276,      0.5697883619,       1.776319253,       2.073036517,    0.008763199425
          31,      -4.567969382,      -3.956385206,      -3.993386426,      -4.311781669,       2.207197282,       56.97031531,       56.97031531,      0.4869870319,       1.592529627,       1.786102802,    0.009443310595
          32,      -4.578952297,      -3.965019523,       -4.01211078,      -4.304308436,       2.122916972,       68.36437837,       68.36437837,      0.4001441906,       1.382294882,       1.460361899,     0.01031142607
          33,      -4.592994874,      -3.983619017,      -4.030791234,      -4.296024796,       2.020642928,       6.836437837,       6.836437837,      0.3142981701,       1.163512475,       1.120034438,     0.01140396849
          34,      -4.612060872,      -4.019834214,      -4.054125103,      -4.287758319,       1.030261795,       8.203725405,       8.203725405,      0.3055496647,       1.141146702,       1.085211822,     0.01151849659
          35,      -4.612561282,      -4.019870358,      -4.053455714,      -4.286765367,       1.081131461,       9.844470486,       9.844470486,      0.2953935585,       1.114941703,       1.044380055,     0.01165602303
          36,      -4.612257965,      -4.020167515,      -4.052584473,      -4.285603782,       1.131360338,       11.81336458,       11.81336458,      0.2836768291,       1.084489992,      0.9968681427,     0.01182123538
