"Inner_Iter",     "rms[k]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
           0,      -5.787732991,               2.4,               2.4,       4.561821866,      0.4413306272
           1,      -4.280293581,              2.88,              2.88,       3.993986568,      0.3851728892
           2,      -4.266228473,             3.456,             3.456,       3.265813644,      0.3736571233
           3,      -4.890298823,            4.1472,            4.1472,       2.755562518,      0.4698579564
           4,      -5.140177755,           4.97664,           4.97664,       2.395624335,      0.6314001729
           5,      -5.317339395,          5.971968,          5.971968,       2.139996379,      0.8278868973
           6,      -5.460874357,         7.1663616,         7.1663616,       1.957491661,        1.03920851
           7,      -5.582408345,        8.59963392,        8.59963392,       1.825933917,       1.251266494
           8,      -5.688216605,        10.3195607,        10.3195607,       1.728833408,       1.453202642
           9,      -5.782644314,       12.38347284,       12.38347284,       1.653584998,       1.636257133
          10,       -5.87140704,       14.86016741,       14.86016741,       1.590572495,        1.79342642
          11,      -5.961266418,        17.8322009,        17.8322009,       1.533698374,       1.921592957
          12,      -6.055619996,       21.39864108,       21.39864108,       1.480659466,         2.0228376
          13,      -6.152560569,       25.67836929,       25.67836929,       1.431986631,       2.103957016
          14,      -6.238925493,       30.81404315,       30.81404315,       1.388203614,       2.173493516
          15,      -6.284964698,       36.97685178,       36.97685178,       1.346349867,       2.238174824
          16,      -6.296693072,       44.37222213,       44.37222213,       1.298032761,       2.300256535
          17,       -6.30405784,       53.24666656,       53.24666656,        1.22909105,       2.353411585
          18,      -6.309171292,       63.89599987,       63.89599987,       1.123728039,       2.374406908
          19,      -6.314690144,       6.389599987,       6.389599987,      0.9738351663,       2.323624163
          20,      -6.564705104,       7.667519985,       7.667519985,      0.9579226039,       2.318050583
          21,      -6.564152082,       9.201023982,       9.201023982,      0.9384475331,       2.310236897
          22,      -6.562690624,       11.04122878,       11.04122878,      0.9147673082,       2.299198005
          23,      -6.559589367,       13.24947453,       13.24947453,       0.886054145,       2.283459184
          24,      -6.554438727,       15.89936944,       15.89936944,      0.8513143439,       2.260783317
          25,      -6.547063089,       19.07924333,       19.07924333,      0.8094031035,       2.227760658
          26,      -6.537258374,       22.89509199,       22.89509199,      0.7590939272,       2.179450615
          27,      -6.525040087,       27.47411039,       27.47411039,      0.6993229567,       2.109399145
